Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua,Ban
0,2021/1/0/0,19351290466.0,273238434069.0,346714097507.0,25282848339.0,,464615635791.0,7122336763105.0,5426619151070.0,2751293100000.0,2751293100000.0,8.18,6.3
1,2020/4/0/0,19800967691.0,201719710935.0,300087073592.0,40533348625.0,,447822095690.0,7372814614328.0,5707599004175.0,2751293100000.0,2751293100000.0,7.11,7.61
2,2020/3/0/0,21232112507.0,448665743912.0,539769185203.0,37413246400.0,,975747290507.0,7012117606103.0,5866823086024.0,2751293100000.0,2751293100000.0,5.95,7.17
3,2020/2/0/0,18077767142.0,859814100486.0,946729914901.0,72439539715.0,6000000000.0,888971195196.0,7279789874570.0,6009062517418.0,,2751293100000.0,6.02,5.65
4,2020/1/0/0,30345659081.0,62952919195.0,81337628004.0,8017971785.0,6000000000.0,809386408107.0,8045598216987.0,6752167516024.0,2751293100000.0,2751293100000.0,7.81,5.9
5,2019/4/0/0,7231221368.0,151107085500.0,169392692741.0,16208178631.0,6000000000.0,454502822835.0,8500320824489.0,6710574393397.0,,2751293100000.0,3.66,7.2
6,2019/3/0/0,,,,,,,,,,,4.55,3.58
7,2019/2/0/0,31383854567.0,158841058690.0,195550252066.0,29157292087.0,18099983992.0,678842747413.0,7760824323339.0,6264046949129.0,,2751293100000.0,4.45,4.65
8,2019/1/0/0,5556505552.0,356527395188.0,377894733024.0,53007919915.0,18099983992.0,909151184855.0,7382600821155.0,6057740753136.0,,2751293100000.0,5.1,4.56
9,2018/4/0/0,54534318225.0,175650331476.0,213061345732.0,133194055567.0,18099983992.0,1178046768912.0,7475854837173.0,6465612140975.0,2751293100000.0,2751293100000.0,4.45,5.3
10,2018/3/0/0,1273500954.0,70714498181.0,82451671259.0,211867829931.0,18099983992.0,2361013899597.0,7296790310788.0,7918795240055.0,2751293100000.0,2751293100000.0,7.25,4.59
11,2018/2/0/0,4527446902.0,75129954437.0,86458783981.0,95537589568.0,17351864583.0,2454373364746.0,7123410288363.0,7591822640044.0,2751293100000.0,2751293100000.0,8.56,6.6
12,2018/1/0/0,35204871509.0,289510187165.0,350985363042.0,91168201567.0,17351864583.0,2274630254809.0,6877727191926.0,6829997186831.0,,2751293100000.0,9.3,9.6
13,2017/4/0/0,29460137814.0,114430335419.0,130676824215.0,98039104216.0,17351864583.0,2616511223949.0,6906485655838.0,6747429061263.0,,2751293100000.0,12.7,9.5
14,2017/3/0/0,165641073040.0,105467115989.0,117565165700.0,73626636791.0,17351864583.0,1735250782989.0,6880716958448.0,6127565882096.0,,2751293100000.0,14.35,14.6
15,2017/2/0/0,212550901765.0,251592604421.0,299316355574.0,62259107143.0,16650000000.0,1748846670244.0,6312911981715.0,5079043719902.0,,2751293100000.0,22.35,11.8
16,2017/1/0/0,2411925245.0,243897363113.0,268804965718.0,101145910540.0,16650000000.0,672105412730.0,5892813063023.0,4010353806549.0,,2751293100000.0,10.9,23.45
17,2016/4/0/0,37681401577.0,663695592375.0,737663243000.0,48142069123.0,67609400000.0,510310981102.0,5988831827694.0,3648226126817.0,,2751293100000.0,4.25,8.95
18,2016/3/0/0,-5172307648.0,607205864881.0,586028911574.0,7106293464.0,17609400000.0,876959627626.0,6353713175013.0,3446572038633.0,2751293100000.0,2751293100000.0,3.9,4.1
