Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua,Ban
0,2021/1/0/0,106892916702.0,4687768893045.0,5006797483026.0,823827391026.0,,1634157429034.0,666419257786.0,2084981911156.0,431517470000.0,431517470000.0,117.4,149.5
1,2020/4/0/0,85135555167.0,3762649951560.0,4017177081382.0,878056239562.0,,1130021877163.0,827371174363.0,1917214735888.0,431517470000.0,431517470000.0,79.4,119.0
2,2020/3/0/0,75187497620.0,3392968899988.0,3624274283608.0,212149237323.0,,1089333120339.0,795375300093.0,1257705450586.0,431517470000.0,431517470000.0,63.2,70.6
3,2020/2/0/0,48126253213.0,2409785490826.0,2583471326059.0,266466004593.0,,719068493211.0,1028064191800.0,1195949910514.0,431517470000.0,431517470000.0,42.85,54.2
4,2020/1/0/0,44783891942.0,2167451178344.0,2310715146381.0,91485431540.0,,786426058659.0,835894512321.0,935035823389.0,419932470000.0,419932470000.0,26.9,40.45
5,2019/4/0/0,50873433210.0,2333602507296.0,2499806499592.0,131040143228.0,,570089595501.0,1484432834827.0,1491971396222.0,419517470000.0,419517470000.0,24.85,25.3
6,2019/3/0/0,50638304535.0,2435405295675.0,2614547701509.0,69152408425.0,,941522677686.0,838605944688.0,1151385142641.0,419517470000.0,419517470000.0,26.0,23.2
7,2019/2/0/0,35265505050.0,1882773725298.0,2006527702368.0,60308273928.0,,888551421932.0,978995097318.0,1309738830258.0,419517470000.0,419517470000.0,21.7,25.9
8,2019/1/0/0,24488237235.0,1291073165975.0,1371794378551.0,97314924204.0,,622376924662.0,901365906902.0,1027141530693.0,419517470000.0,419517470000.0,22.05,22.85
9,2018/4/0/0,31723440820.0,1448852826499.0,1560720282337.0,71264154681.0,,601219845770.0,1313695298560.0,1450729353648.0,407517470000.0,407517470000.0,24.0,22.7
10,2018/3/0/0,35364961186.0,1638802516225.0,1742150729614.0,39112781100.0,,761274848224.0,668012449627.0,922227929138.0,407517470000.0,407517470000.0,24.3,24.0
11,2018/2/0/0,22590984545.0,1296607835076.0,1376043097848.0,107951793542.0,,487045006981.0,665759000022.0,758497590105.0,407517470000.0,407517470000.0,23.0,23.6
12,2018/1/0/0,19501546862.0,1192249369149.0,1264516678328.0,25151246859.0,,582007586376.0,597004932159.0,685074934293.0,407517470000.0,407517470000.0,27.7,23.2
13,2017/4/0/0,22202888971.0,1034535413402.0,1124114717567.0,34097098070.0,,481975593025.0,879134627907.0,903893765415.0,407517470000.0,407517470000.0,21.25,26.8
14,2017/3/0/0,27138958096.0,1061087562532.0,1143954386641.0,50239857684.0,,640003184877.0,597611107875.0,812383220391.0,397517470000.0,397517470000.0,18.7,23.0
15,2017/2/0/0,20413855017.0,732134974975.0,790523437640.0,42682383697.0,,453898394248.0,552518348131.0,596775694654.0,397517470000.0,397517470000.0,16.0,18.8
16,2017/1/0/0,8585952739.0,717609621216.0,761491640512.0,23273833029.0,,426200982011.0,535978178029.0,528258047874.0,397517470000.0,397517470000.0,14.3,15.5
17,2016/4/0/0,11469302762.0,939111541915.0,1009444164727.0,32823139329.0,4900000000.0,361686292107.0,714275506872.0,672668032041.0,306133290000.0,306133290000.0,15.35,14.5
18,2016/3/0/0,23770332208.0,982485673115.0,1040331185693.0,167654664773.0,4900000000.0,442673394493.0,496976542822.0,681423121730.0,306133290000.0,306133290000.0,21.1,15.7
19,2016/2/0/0,11526034763.0,888653870385.0,939998528440.0,16092229914.0,4900000000.0,406963672337.0,645914599381.0,654306956324.0,306133290000.0,306133290000.0,17.8,21.8
20,2016/1/0/0,20673978897.0,749060673207.0,811100211275.0,20671964945.0,4900000000.0,417605816266.0,664206278860.0,709142706919.0,306133290000.0,306133290000.0,26.2,18.3
21,2015/4/0/0,18618852831.0,882305607756.0,945329450295.0,31668848074.0,4900000000.0,348673669789.0,669576016876.0,622329521325.0,306133290000.0,306133290000.0,33.3,26.5
22,2015/3/0/0,25784458456.0,1111477304859.0,1166618327419.0,124015642509.0,4900000000.0,379298988654.0,527484737656.0,609716290295.0,,306133290000.0,37.3,32.0
23,2015/2/0/0,28587153997.0,1083657701683.0,1159248971169.0,43385032139.0,4900000000.0,655717955458.0,601858715737.0,860425007280.0,,235836690000.0,51.5,37.5
