Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua,Ban
0,2021/1/0/0,279568045437.0,1681319541899.0,2358390275908.0,1386841415673.0,91620526437.0,1183831103183.0,3585085606853.0,6790446738422.0,4483500000000.0,4483500000000.0,34.35,30.6
1,2020/4/0/0,104207888120.0,1776589687640.0,2325269156128.0,1942829293139.0,80875556624.0,1058079608103.0,3600989204945.0,7509017858702.0,4483500000000.0,4483500000000.0,33.0,34.9
2,2020/3/0/0,218221684609.0,1650489653278.0,2291471043926.0,2043376810198.0,64239910855.0,1345022842387.0,3628290132231.0,7161228418457.0,4483500000000.0,4483500000000.0,23.2,35.2
3,2020/2/0/0,172739225820.0,1856796719444.0,2465720374346.0,2443624578441.0,60083197757.0,1419146936538.0,3509944437007.0,6835865869185.0,4483500000000.0,4483500000000.0,20.1,23.0
4,2020/1/0/0,169418799484.0,1840278673247.0,2373797639844.0,2212813953059.0,59783197757.0,1408943040418.0,3596531285165.0,6198570596731.0,4483500000000.0,4483500000000.0,17.3,19.8
5,2019/4/0/0,146435534760.0,2089807160481.0,2733542776244.0,2701852806484.0,98731034246.0,1184409169277.0,3534370780121.0,6616517475602.0,4483500000000.0,4483500000000.0,17.55,16.5
6,2019/3/0/0,202581456709.0,1875560179104.0,2546278500857.0,2470957801285.0,113541034246.0,1313718638507.0,3433035619890.0,5605362447902.0,4483500000000.0,4483500000000.0,18.9,17.3
7,2019/2/0/0,227849607754.0,1950270231976.0,2570610218938.0,1823367829008.0,360477680505.0,1338064557027.0,3302519830786.0,4942474358052.0,4483500000000.0,4483500000000.0,19.4,18.9
8,2019/1/0/0,179777820354.0,1779823791667.0,2268700308625.0,1385989645574.0,362109432791.0,1210828761040.0,3064204902755.0,4607045560743.0,4483500000000.0,4483500000000.0,20.0,19.1
9,2018/4/0/0,139458358765.0,2047241294392.0,2609771588790.0,1141356287714.0,630672478520.0,1083912831991.0,3041254424175.0,4517060363336.0,4483500000000.0,4483500000000.0,20.3,20.0
10,2018/3/0/0,167370317273.0,1757467079569.0,2270281075245.0,1161229622779.0,418589687028.0,1307607575062.0,3094981035342.0,4285036820297.0,4483500000000.0,4483500000000.0,16.0,19.7
