Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua,Ban
0,2021/1/0/0,1938281583.0,26325116783.0,32733157045.0,5385894786.0,5320623800.0,642145883169.0,387395189296.0,825448297430.0,515000000000.0,515000000000.0,6.24,6.02
1,2020/4/0/0,71402124707.0,41322923169.0,43524962459.0,67283176259.0,5320423600.0,640760585771.0,376806957795.0,883139945758.0,515000000000.0,515000000000.0,5.6,6.39
2,2020/3/0/0,-10391697659.0,51932141659.0,53205275590.0,6595105031.0,5320287200.0,627337581793.0,375711812581.0,955876112187.0,515000000000.0,515000000000.0,4.44,5.03
3,2020/2/0/0,-6455605674.0,19496180325.0,31276069583.0,14012023476.0,-119754847000.0,596202320911.0,411521209365.0,796653625945.0,515000000000.0,515000000000.0,4.63,4.48
4,2020/1/0/0,840375762.0,31346792324.0,41150820539.0,12012129453.0,5320001200.0,473896390013.0,415384248325.0,894733093834.0,500000000000.0,500000000000.0,4.89,4.63
5,2019/4/0/0,7873542319.0,299046601273.0,316656457051.0,16317234947.0,4640442200.0,566339179132.0,334331574160.0,719663107021.0,500000000000.0,500000000000.0,6.5,5.02
6,2019/3/0/0,21494772353.0,77413517299.0,107992006721.0,36112254774.0,4640464200.0,406400355537.0,673792764053.0,792643183279.0,500000000000.0,500000000000.0,10.3,7.0
7,2019/2/0/0,11941297733.0,266746074839.0,370429388886.0,88003961520.0,4640499400.0,463211550265.0,661557033244.0,758058106335.0,500000000000.0,500000000000.0,9.98,10.45
8,2019/1/0/0,25692303442.0,383694673536.0,523191044503.0,143958932622.0,4640536800.0,434965402217.0,904262416246.0,1061138319591.0,500000000000.0,500000000000.0,9.5,9.99
9,2018/4/0/0,82019357362.0,504475226394.0,714175727946.0,168666290743.0,13020514800.0,492614667142.0,1241369010591.0,1216089461745.0,,500000000000.0,7.7,9.9
10,2018/3/0/0,20003136132.0,217817127797.0,311986293939.0,55823176684.0,4640556600.0,605182202893.0,1425400424227.0,1290596912179.0,500000000000.0,500000000000.0,7.24,7.8
11,2018/2/0/0,10687246694.0,198275832040.0,246868635695.0,105764628225.0,4640508200.0,605900229828.0,1548494025130.0,1333866227150.0,500000000000.0,500000000000.0,6.8,7.0
12,2018/1/0/0,17593258784.0,180224571687.0,206828628900.0,62775564147.0,4640682000.0,498776915206.0,1512964516202.0,1351245244782.0,345966840000.0,345966840000.0,8.7,6.7
13,2017/4/0/0,94721289248.0,507116014832.0,718465026831.0,65223685431.0,5940565400.0,432206084953.0,1399611903638.0,1186893185194.0,345966840000.0,345966840000.0,11.0,8.5
14,2017/3/0/0,3192540145.0,33050271460.0,40265336379.0,30721803836.0,19541133332.0,358023320521.0,1542852662856.0,1570494091253.0,345966840000.0,345966840000.0,11.75,13.55
15,2017/2/0/0,6478528279.0,49647913519.0,56111170889.0,68205962216.0,7540607200.0,373541069347.0,1360071543943.0,1301338368742.0,345966840000.0,345966840000.0,10.65,11.4
16,2017/1/0/0,6545488505.0,38145341272.0,47517277490.0,77838070478.0,5940503800.0,407148288155.0,1173505542738.0,1132912078091.0,345966840000.0,345966840000.0,9.61,10.7
17,2016/4/0/0,8645796863.0,101518569248.0,116519256446.0,38742443513.0,4363438280.0,433485291389.0,998459516903.0,753157491609.0,199992750000.0,199992750000.0,7.88,9.66
18,2016/3/0/0,5328910267.0,47941711438.0,57272784809.0,16819082030.0,5015997900.0,412478991581.0,813873476201.0,1071431877632.0,199992750000.0,199992750000.0,7.74,8.1
19,2016/2/0/0,-3169357954.0,4903074675.0,9023148543.0,42500585338.0,4870997900.0,210996722103.0,504939057120.0,460619302062.0,199992750000.0,199992750000.0,7.8,7.6
20,2016/1/0/0,1410325681.0,6824187850.0,18660218054.0,24777732087.0,4943464900.0,245674120113.0,373233374917.0,402931034759.0,199992750000.0,199992750000.0,7.1,8.8
21,2015/4/0/0,2302558774.0,36887361077.0,46588603470.0,4403963532.0,4979807300.0,204810116922.0,280924129064.0,236288589578.0,199992750000.0,199992750000.0,7.5,7.1
22,2015/3/0/0,2806096299.0,39913097792.0,48714711917.0,10633569171.0,4399916200.0,228282655242.0,250574797980.0,238014249160.0,199992750000.0,199992750000.0,8.6,7.0
23,2015/2/0/0,19938377982.0,56796561619.0,92657214547.0,22315622320.0,4399988800.0,247471000027.0,209210027498.0,252770980840.0,199992750000.0,199992750000.0,7.0,8.8
24,2015/1/0/0,3753774794.0,30755462160.0,36834610918.0,24315134488.0,25544622400.0,167905312303.0,163122217608.0,257180676088.0,,199992750000.0,7.1,6.7
25,2014/4/0/0,17436861294.0,98483022025.0,114446421709.0,5604966296.0,24947500966.0,168356604347.0,129080576071.0,219219924589.0,0.0,199992750000.0,6.7,7.3
26,2014/3/0/0,7430759511.0,15947395675.0,27726730896.0,8314714275.0,25967057938.0,181650867862.0,140423356332.0,275069470887.0,0.0,199992750000.0,6.4,6.6
27,2014/2/0/0,4396752728.0,20100854021.0,27079262492.0,3586066240.0,22363996776.0,187667571265.0,109422343015.0,237373645033.0,0.0,199992750000.0,5.0,6.4
28,2014/1/0/0,7853434158.0,4336703369.0,14637706999.0,16402265772.0,21847108986.0,215026882411.0,109766985203.0,308380550446.0,0.0,199992750000.0,4.3,5.1
29,2013/4/0/0,-1887341184.0,10069543044.0,11725539158.0,15426833513.0,42985199507.0,230644794532.0,112295412300.0,397732197508.0,0.0,199992750000.0,3.8,4.6
30,2013/3/0/0,-5379283945.0,7987930311.0,15383372921.0,20275356865.0,21664980646.0,269483565024.0,100404012587.0,425892502599.0,0.0,199992750000.0,2.8,3.8
31,2013/2/0/0,-40082420200.0,-822684270.0,7757891716.0,16675761815.0,28107815062.0,233034761963.0,110767904381.0,438180551104.0,0.0,199992750000.0,2.8,2.7
32,2013/1/0/0,150438750.0,20510066504.0,27467108008.0,18561481961.0,49419431755.0,275040926848.0,119033600659.0,468865431651.0,0.0,199992750000.0,3.3,2.8
33,2012/4/0/0,1987898437.0,21107446442.0,28610069941.0,7597423417.0,68951289648.0,275328276732.0,105058076121.0,479299834702.0,0.0,199992750000.0,3.9,3.2
34,2012/3/0/0,2577335302.0,48769663097.0,66457165359.0,10993461959.0,50509612723.0,264391040301.0,101194632903.0,470297529048.0,0.0,199992750000.0,3.2,4.0
35,2012/2/0/0,330974704.0,15686505003.0,27456885215.0,7278295429.0,43216099450.0,268781295430.0,106568125753.0,454859260632.0,0.0,199992750000.0,5.1,3.5
36,2012/1/0/0,1429736340.0,23149128557.0,35170663050.0,7792005886.0,51227766817.0,284042052268.0,104707119841.0,475850249135.0,0.0,199992750000.0,7.5,5.2
37,2011/4/0/0,2125848739.0,88196133738.0,103113934217.0,27660143153.0,40619923419.0,318287152563.0,107958761307.0,505215861794.0,0.0,259242750000.0,6.5,7.0
38,2011/3/0/0,2577335303.0,48769663097.0,66457165359.0,10442789226.0,42339081291.0,279565231542.0,122471876991.0,396299326880.0,0.0,199992750000.0,8.1,6.5
39,2011/2/0/0,7661116254.0,140397611337.0,179752217402.0,11531861153.0,41442891958.0,252835007815.0,108140823281.0,389847740017.0,0.0,199992750000.0,8.7,8.6
