Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua,Ban
0,2021/1/0/0,,,,,,,,,0.0,587650320000.0,4.97,5.22
1,2020/4/0/0,,,,,,,,,,587650320000.0,3.7,4.83
2,2020/3/0/0,,,,,,,,,,587650320000.0,2.41,3.38
3,2020/2/0/0,,,,,,,,,,587650320000.0,2.34,2.44
4,2020/1/0/0,1162207146.0,61452276002.0,70522525391.0,16665990229.0,2032500000.0,220714594520.0,5298792358.0,155608411689.0,587650320000.0,587650320000.0,2.51,2.3
5,2019/4/0/0,-4896224772.0,83068004063.0,85323820949.0,2493828446.0,66526993751.0,185513293826.0,8163504634.0,208276692777.0,587650320000.0,587650320000.0,2.38,2.39
6,2019/3/0/0,11702586500.0,61359074510.0,64407318307.0,189626078371.0,8409520485.0,216460370607.0,8338156818.0,403527514359.0,587650320000.0,587650320000.0,2.49,2.34
7,2019/2/0/0,284414272.0,69736388105.0,73110169596.0,27375435578.0,8409520485.0,163992357036.0,18619768632.0,348486729620.0,587650320000.0,587650320000.0,2.06,2.51
8,2019/1/0/0,2425746952.0,101396036345.0,106060617125.0,16860375819.0,5363330000.0,344115460172.0,18853890165.0,145238189808.0,570542980000.0,570542980000.0,2.42,2.08
9,2018/4/0/0,2183434827.0,45426993220.0,47536831306.0,1069090485.0,9239320485.0,264133239791.0,13533167026.0,52597601267.0,570542980000.0,570542980000.0,2.5,2.64
10,2018/3/0/0,1449540940.0,103490438244.0,108521121705.0,1083059621.0,9239320485.0,346572138182.0,11532227807.0,83292192058.0,570542980000.0,570542980000.0,2.78,2.49
11,2018/2/0/0,1691132751.0,75061240357.0,75767138018.0,470374989.0,8402230485.0,32504261191.0,10684466890.0,55031721320.0,325542980000.0,325542980000.0,2.8,2.8
12,2018/1/0/0,1352977569.0,70379662849.0,75316550224.0,568984603.0,7637760000.0,112393978857.0,11991005304.0,36009064043.0,325542980000.0,325542980000.0,2.96,2.8
13,2017/4/0/0,2552660321.0,76383388686.0,81091500285.0,17451053071.0,8441460000.0,113181446054.0,9263843128.0,38297424002.0,325542980000.0,325542980000.0,3.93,2.99
14,2017/3/0/0,2380834123.0,85533454727.0,92154935176.0,3102960438.0,,103211389668.0,10878446307.0,49810844106.0,316066210000.0,316066210000.0,4.05,3.65
15,2017/2/0/0,6194534168.0,145554284378.0,153097987356.0,6219924397.0,,134128043204.0,9177156526.0,97444359667.0,316066210000.0,316066210000.0,5.29,3.72
16,2017/1/0/0,6274024359.0,79604512855.0,85932087513.0,7190004614.0,,60097847593.0,10904899095.0,40149453148.0,316066210000.0,316066210000.0,3.41,4.55
17,2016/4/0/0,15543209832.0,59506033306.0,65231837271.0,6109912291.0,750000000.0,65027816716.0,8842477882.0,26989255698.0,316066210000.0,316066210000.0,14.85,3.34
18,2016/3/0/0,5576533600.0,61689445119.0,71012886913.0,6437414279.0,750000000.0,135075969504.0,10251964276.0,43081798412.0,316066210000.0,316066210000.0,17.15,14.9
19,2016/2/0/0,1490349207.0,74211826927.0,81120226840.0,16752236379.0,750000000.0,121888209003.0,6935322866.0,42327912538.0,,300000000000.0,14.3,17.5
20,2016/1/0/0,8092681663.0,53317316975.0,64031872490.0,4048457419.0,,141145253346.0,8171685650.0,43756284456.0,300000000000.0,300000000000.0,,15.1
21,2015/4/0/0,5920571114.0,41531015305.0,52837007102.0,2578084743.0,,137079704081.0,8074222627.0,42975448614.0,300000000000.0,300000000000.0,,
22,2015/3/0/0,,,,,,,,,,,,
23,2015/2/0/0,,,,,,,,,,,,
24,2015/1/0/0,,,,,,,,,,,,
25,2014/4/0/0,,,,,,,,,0.0,,,
26,2014/3/0/0,,,,,,,,,0.0,,,
27,2014/2/0/0,,,,,,,,,0.0,,,
28,2014/1/0/0,,,,,,,,,0.0,,,
29,2013/4/0/0,,,,,,,,,0.0,,,
30,2013/3/0/0,,,,,,,,,0.0,,,
31,2013/2/0/0,,,,,,,,,0.0,,,
32,2013/1/0/0,,,,,,,,,0.0,,,
33,2012/4/0/0,,,,,,,,,0.0,,,
34,2012/3/0/0,,,,,,,,,0.0,,,
35,2012/2/0/0,,,,,,,,,0.0,,,
36,2012/1/0/0,,,,,,,,,0.0,,,
37,2011/4/0/0,,,,,,,,,0.0,,,
38,2011/3/0/0,,,,,,,,,0.0,,,
39,2011/2/0/0,,,,,,,,,0.0,,,
40,2011/1/0/0,,,,,,,,,0.0,,,
41,2010/4/0/0,,,,,,,,,0.0,,,
42,2010/3/0/0,,,,,,,,,0.0,,,
43,2010/2/0/0,,,,,,,,,0.0,,,
44,2010/1/0/0,,,,,,,,,0.0,,,
45,2009/4/0/0,,,,,,,,,0.0,,,
46,2009/3/0/0,,,,,,,,,0.0,,,
47,2009/2/0/0,,,,,,,,,0.0,,,
48,2009/1/0/0,,,,,,,,,0.0,,,
49,2008/4/0/0,,,,,,,,,0.0,,,
50,2008/3/0/0,,,,,,,,,0.0,,,
51,2008/2/0/0,,,,,,,,,0.0,,,
52,2008/1/0/0,,,,,,,,,0.0,,,
