Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua,Ban
0,2021/1/0/0,1114288946.0,201251132202.0,217054971844.0,10143634622.0,,75289696379.0,1390003998778.0,1114437721352.0,614356040000.0,614356040000.0,17.85,35.0
1,2020/4/0/0,147690954440.0,733968672233.0,920187010744.0,8046948643.0,,194477845104.0,1487783992173.0,1394063318395.0,614356040000.0,614356040000.0,12.3,15.85
2,2020/3/0/0,-40874781052.0,268031013882.0,268696715794.0,18799270461.0,,113975093302.0,1524373534148.0,1497121824522.0,614356040000.0,614356040000.0,6.07,12.3
3,2020/2/0/0,-13146345471.0,352722250450.0,386077968229.0,25590386069.0,,145974617809.0,1585977150178.0,1598979054647.0,614356040000.0,614356040000.0,11.95,6.52
4,2020/1/0/0,-95101711243.0,447163761046.0,400638429860.0,14425921507.0,,183651621736.0,1651840766467.0,1721058333308.0,614356040000.0,614356040000.0,16.85,11.05
5,2019/4/0/0,-51808553091.0,696246360624.0,697555526866.0,46778795255.0,,238716675784.0,1766751955298.0,1756555052626.0,614356040000.0,614356040000.0,12.75,18.1
6,2019/3/0/0,6894218335.0,378786878000.0,443180146022.0,53670344477.0,,126598427127.0,1972756584794.0,1868850833901.0,614356040000.0,,26.0,13.65
7,2019/2/0/0,-6238953917.0,743583213784.0,797128110253.0,49992536117.0,,185951134976.0,1873525543205.0,1821975172034.0,614356040000.0,614356040000.0,25.75,27.15
8,2019/1/0/0,-25775299537.0,617563205667.0,647408297912.0,59579515384.0,,394292317344.0,1783616782703.0,1877823341820.0,614356040000.0,614356040000.0,41.0,25.65
9,2018/4/0/0,-52223398266.0,1055978092335.0,1064078319097.0,58921338508.0,,305013626560.0,1591677599007.0,1552328198159.0,614356040000.0,614356040000.0,36.9,41.0
10,2018/3/0/0,637013721.0,825274020407.0,868849794187.0,22642563361.0,,269904481861.0,1995491997902.0,1807020084580.0,614356040000.0,614356040000.0,43.0,36.7
11,2018/2/0/0,42625068100.0,722640259888.0,815856043532.0,74090488287.0,4860000000.0,150642431140.0,1875421171556.0,1558554099592.0,614356040000.0,614356040000.0,42.0,46.8
12,2018/1/0/0,36690836876.0,635616740728.0,711675851781.0,23240424046.0,,282246018338.0,1420085865181.0,1239342132292.0,614356040000.0,614356040000.0,49.2,42.0
13,2017/4/0/0,22267611114.0,832802945480.0,908015495607.0,27614289523.0,,109248162565.0,1508256031653.0,1236496418426.0,614356040000.0,614356040000.0,48.5,49.0
14,2017/3/0/0,58081569874.0,655827679162.0,758072825550.0,36864182460.0,,326729905405.0,1321796297913.0,1127701316463.0,614356040000.0,614356040000.0,36.7,48.2
15,2017/2/0/0,43825745466.0,1146734461498.0,1237720862924.0,38197590509.0,,182800316288.0,1464588084557.0,1327787884322.0,614356040000.0,614356040000.0,18.0,36.5
16,2017/1/0/0,89675564849.0,439728219596.0,575991509211.0,48841945282.0,,158370382473.0,1450292638942.0,1350628350219.0,614356040000.0,614356040000.0,30.5,18.0
17,2016/4/0/0,30798861414.0,659803555015.0,729202542266.0,28793489640.0,56467972445.0,156410577754.0,1382125610730.0,1428199209881.0,614356040000.0,614356040000.0,26.1,29.9
18,2016/3/0/0,52139407272.0,663869894541.0,759798126890.0,22156759346.0,111240000000.0,409208048439.0,1384820823378.0,1761656317197.0,614356040000.0,614356040000.0,26.3,26.0
19,2016/2/0/0,73883510712.0,711163833648.0,818201848483.0,21072278582.0,55567000000.0,675021005957.0,1136084073552.0,1742845080724.0,614356040000.0,614356040000.0,19.0,25.5
20,2016/1/0/0,16255625561.0,546940439290.0,598159054900.0,20315637671.0,65922000000.0,312819167969.0,1202902414262.0,1641486628183.0,614356040000.0,614356040000.0,11.1,19.8
21,2015/4/0/0,-39139173964.0,539440724389.0,542657921057.0,30175486760.0,85992000000.0,273894171710.0,1260031753234.0,1617046110098.0,614356040000.0,614356040000.0,8.9,10.2
22,2015/3/0/0,6554794674.0,352718002206.0,385370498618.0,10023752321.0,116629000000.0,241014189200.0,1026196942509.0,1565040058305.0,614356040000.0,614356040000.0,8.0,9.0
23,2015/2/0/0,1166821554.0,459040705483.0,519113655403.0,33249558760.0,66449000000.0,187323579818.0,1031668170179.0,1302196995085.0,,614356040000.0,8.8,8.0
24,2015/1/0/0,8387857301.0,369957184673.0,419028823222.0,17443085932.0,27580000000.0,204622829664.0,996854146413.0,1279516477739.0,,614356040000.0,9.5,8.8
25,2014/4/0/0,-10741274813.0,629043313006.0,663206389054.0,79421093823.0,,242539627900.0,1100355683129.0,1466081118290.0,0.0,614356040000.0,9.3,9.5
26,2014/3/0/0,4134329630.0,403309388138.0,448647734585.0,41313848004.0,,128916474031.0,1003662475912.0,1147555261730.0,0.0,614356040000.0,8.8,9.0
27,2014/2/0/0,8554164755.0,555239325842.0,604018735925.0,13421234369.0,,90842767284.0,966652443634.0,1100460546230.0,0.0,614356040000.0,9.5,8.6
28,2014/1/0/0,0.0,312816980700.0,345853110331.0,33797400591.0,986841000.0,110023186843.0,1109749239090.0,1227205414334.0,0.0,501360900000.0,9.5,9.7
29,2013/4/0/0,1657728785.0,509212120380.0,558956084187.0,103114447716.0,850725000.0,130389069727.0,1052094043071.0,1257602607641.0,0.0,501360900000.0,11.2,9.5
30,2013/3/0/0,2464779812.0,449160348839.0,493838802116.0,111281472945.0,850725000.0,172330664285.0,911568968292.0,1201961307481.0,0.0,501360900000.0,11.9,11.2
31,2013/2/0/0,5358541201.0,569161144920.0,609938250851.0,109102818362.0,850725000.0,223580109889.0,1055302150081.0,1343291275094.0,0.0,501360900000.0,12.7,11.5
32,2013/1/0/0,2615171431.0,329629247690.0,359192206951.0,36604512250.0,646550997.0,42263967449.0,869284482524.0,963398857849.0,0.0,501360900000.0,13.5,12.7
33,2012/4/0/0,701576340.0,507109818644.0,546384948643.0,27467822230.0,839381997.0,64933991833.0,938428566983.0,945996234223.0,0.0,501360900000.0,11.4,12.2
34,2012/3/0/0,16539775559.0,269289254551.0,315599456665.0,13633751689.0,839381997.0,109716216263.0,1072226175220.0,1073882580608.0,0.0,501360900000.0,12.9,11.4
35,2012/2/0/0,6935181937.0,282498575948.0,329114770003.0,2583167159.0,839381997.0,132947156030.0,1050947124927.0,1069110621012.0,0.0,501360900000.0,14.2,13.3
36,2012/1/0/0,1479974277.0,352093062563.0,381456949407.0,7956381456.0,859431087.0,137293047677.0,993970115779.0,898156363226.0,0.0,501360900000.0,15.3,14.2
37,2011/4/0/0,-1282872266.0,358817262607.0,399454259672.0,43000030687.0,6985114000.0,138231585185.0,1040003129538.0,937716262078.0,0.0,501360900000.0,15.5,14.7
38,2011/3/0/0,28826894901.0,314558707007.0,364881053022.0,24606678708.0,3808256322.0,86015828097.0,1016543680698.0,824983739565.0,0.0,501360900000.0,17.7,16.6
39,2011/2/0/0,150931700228.0,970039674248.0,1234169252396.0,11372098024.0,2350082337.0,60099664676.0,782547200056.0,564506597530.0,0.0,484974700000.0,17.8,17.0
40,2011/1/0/0,0.0,560877690183.0,711330551015.0,33936446235.0,2000000000.0,128329847645.0,1055124305835.0,829153772740.0,0.0,484974700000.0,19.5,17.5
41,2010/4/0/0,30158944319.0,335149894015.0,407718643234.0,8747322946.0,2000000000.0,105992505102.0,1449679577079.0,1065940931605.0,0.0,484974700000.0,22.5,19.8
42,2010/3/0/0,34541711174.0,371282341363.0,445643799611.0,4915754103.0,2000000000.0,143818491738.0,1351622034303.0,973765004740.0,0.0,484974700000.0,20.7,22.5
43,2010/2/0/0,119606558056.0,747961293392.0,955569667554.0,12948002370.0,2000000000.0,125996447046.0,1347583960725.0,906206881167.0,0.0,484974700000.0,21.9,21.7
44,2010/1/0/0,62685549902.0,371618325246.0,463539139706.0,36222341360.0,,229905908884.0,1303935749959.0,1001240147107.0,0.0,388000000000.0,,22.0
45,2009/4/0/0,39122430449.0,275476620704.0,342114371792.0,,,,,,0.0,,,
46,2009/3/0/0,68824345863.0,334154746343.0,418005243773.0,,,,,,0.0,,,
47,2009/2/0/0,28702537090.0,503866300763.0,556321366331.0,,,,,,0.0,,,
48,2009/1/0/0,-3442656903.0,213304437812.0,223965235663.0,,,,,,0.0,,,
49,2008/4/0/0,,,,,,,,,0.0,,,
50,2008/3/0/0,0.0,,,,,,,,0.0,,,
51,2008/2/0/0,0.0,,,,,,,,0.0,,,
52,2008/1/0/0,0.0,,,,,,,,0.0,,,
