Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua,Ban
0,2021/1/0/0,51200547963.0,86505148974.0,166090564785.0,94901176265.0,185810000000.0,53344524348.0,4532852066.0,54166003090.0,261669400000.0,261669400000.0,71.4,71.1
1,2020/4/0/0,52494078034.0,108500792669.0,193281577388.0,55157678425.0,201655000000.0,62065538436.0,2580568356.0,85208190273.0,261669400000.0,261669400000.0,68.2,71.1
2,2020/3/0/0,54881817213.0,89650001761.0,174323522343.0,77221454413.0,191643000000.0,60257354058.0,3624064516.0,84448774819.0,261669400000.0,261669400000.0,67.9,68.0
3,2020/2/0/0,45279273949.0,75271934094.0,143294958932.0,80029551258.0,227208000000.0,51892395347.0,3764664108.0,61501636082.0,261669400000.0,261669400000.0,60.0,67.9
4,2020/1/0/0,54061069526.0,84736726910.0,158418826779.0,127347438664.0,216420000000.0,48377797032.0,3368162050.0,41054874712.0,261669400000.0,261669400000.0,59.5,58.0
5,2019/4/0/0,46224936557.0,108796060812.0,190048089075.0,48575308831.0,238065000000.0,63593284866.0,2832484648.0,64911939137.0,261669400000.0,261669400000.0,66.0,59.3
6,2019/3/0/0,59494633040.0,87695321587.0,178201963464.0,28864402449.0,215196000000.0,63374475105.0,3371487571.0,77317725597.0,261669400000.0,261669400000.0,72.5,65.3
7,2019/2/0/0,56898518645.0,88256926915.0,168601485073.0,46899904621.0,149660000000.0,73141219270.0,3412143688.0,66501649411.0,261669400000.0,261669400000.0,72.6,72.0
8,2019/1/0/0,58138293471.0,78085687746.0,162615889846.0,52335276800.0,214556506849.0,98918467592.0,4133793543.0,45321757680.0,261669400000.0,261669400000.0,73.3,73.0
9,2018/4/0/0,48623134192.0,102450702610.0,174754815447.0,14582472974.0,248500000000.0,70710690853.0,3203180511.0,65636826462.0,261669400000.0,,70.5,73.5
10,2018/3/0/0,65313576351.0,83927054375.0,181636749196.0,55203261268.0,162880000000.0,84914556934.0,3463188249.0,72823277372.0,261669400000.0,261669400000.0,73.4,69.4
11,2018/2/0/0,62816200533.0,80362697311.0,158700993288.0,30757518421.0,217795000000.0,81360257084.0,3185086735.0,63665331447.0,261669400000.0,261669400000.0,83.5,73.0
12,2018/1/0/0,64156076361.0,78130456736.0,174518910485.0,95296657612.0,228105000000.0,53127172696.0,4123780078.0,47229371084.0,261669400000.0,261669400000.0,98.3,83.1
13,2017/4/0/0,67106624136.0,101789322960.0,206477267267.0,28133546096.0,235990000000.0,54054501076.0,3007062828.0,64762377170.0,261669400000.0,261669400000.0,96.0,97.0
14,2017/3/0/0,83138448942.0,77078652569.0,181034471929.0,38719860194.0,185780000000.0,49831813207.0,3773819697.0,78758060451.0,261669400000.0,261669400000.0,90.3,96.1
15,2017/2/0/0,56393049179.0,75526392770.0,162936594518.0,34982443454.0,250438000000.0,39640698646.0,3876900853.0,53970686660.0,261669400000.0,261669400000.0,82.0,90.0
16,2017/1/0/0,66178364200.0,72344221730.0,169071288130.0,280114278250.0,80400000000.0,66754085991.0,3771460218.0,53765290293.0,,261669400000.0,87.4,81.3
17,2016/4/0/0,64865803829.0,74377705499.0,177029983544.0,17044449979.0,275050000000.0,53161126725.0,3425591229.0,49658011541.0,261669400000.0,261669400000.0,87.5,89.2
18,2016/3/0/0,62809462137.0,74463624263.0,162838148341.0,145994961567.0,178750000000.0,80128516070.0,4739572122.0,69793092145.0,261669400000.0,261669400000.0,85.0,89.0
19,2016/2/0/0,65831902197.0,73166958905.0,168273862663.0,36598189588.0,220095222222.0,70842291039.0,4821662840.0,65373725137.0,261669400000.0,261669400000.0,107.0,82.0
20,2016/1/0/0,76571782141.0,75137857924.0,180717170798.0,11325235354.0,216920380000.0,55407140014.0,5741382453.0,60935724587.0,261669400000.0,261669400000.0,112.0,108.0
