Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua,Ban
0,2021/1/0/0,,,,23847268312.0,,681477563456.0,383151250000.0,873438673476.0,683000000000.0,683000000000.0,19.8,20.35
1,2020/4/0/0,197031971.0,1904015874455.0,2019600118065.0,39585052219.0,,620651203137.0,296239658775.0,903272414196.0,455399680000.0,455399680000.0,20.2,19.85
2,2020/3/0/0,935205212.0,1459539353058.0,1545613053837.0,31969516863.0,,648044291013.0,337073024463.0,871844387063.0,455399680000.0,455399680000.0,20.55,20.0
3,2020/2/0/0,83056428.0,971805988031.0,1017432169078.0,36566623224.0,,601112412009.0,335909698383.0,843323800071.0,455399680000.0,455399680000.0,21.75,20.75
4,2020/1/0/0,456270119.0,1028992289264.0,1100246569764.0,17623360693.0,,587961184660.0,441193125230.0,917635366506.0,455399680000.0,455399680000.0,21.85,21.5
5,2019/4/0/0,2126141896.0,1711354071917.0,1795422496296.0,29692395800.0,,626868455860.0,446204145539.0,1004547701088.0,455399680000.0,455399680000.0,23.55,22.8
6,2019/3/0/0,,,,27235568203.0,,544278736372.0,519622681918.0,975074155085.0,455399680000.0,455399680000.0,23.1,23.1
7,2019/2/0/0,19320550835.0,1402344847777.0,1491782772581.0,31914737982.0,,571304871130.0,412312656169.0,866615586594.0,455399680000.0,455399680000.0,21.95,22.3
8,2019/1/0/0,29355138387.0,1342222522272.0,1443130787624.0,27247145192.0,,553193195682.0,330211484929.0,770233897888.0,396000000000.0,396000000000.0,23.3,21.0
9,2018/4/0/0,40078495322.0,1168908424841.0,1276598600946.0,29209018092.0,,549102526021.0,201014847270.0,699144201285.0,180000000000.0,180000000000.0,23.9,23.95
10,2018/3/0/0,12786642823.0,728717263939.0,776694751676.0,21133261581.0,,417896927370.0,151835474409.0,527192835665.0,180000000000.0,180000000000.0,24.2,23.0
11,2018/2/0/0,4940361798.0,555304371963.0,596519776051.0,18733054462.0,,295954880385.0,157397513908.0,400106123110.0,180000000000.0,180000000000.0,22.0,23.45
12,2018/1/0/0,2888326425.0,705746570012.0,751331967983.0,10813356529.0,,366998246575.0,161884215295.0,475169169933.0,180000000000.0,180000000000.0,19.0,22.0
13,2017/4/0/0,16488063675.0,805747605883.0,843817540412.0,13102604317.0,,350804230408.0,252939895384.0,560910803081.0,180000000000.0,180000000000.0,19.6,18.7
14,2017/3/0/0,505045308.0,849627975080.0,884713718184.0,12428901081.0,,282965652017.0,264963287299.0,532440621914.0,180000000000.0,180000000000.0,22.0,20.0
15,2017/2/0/0,2749216523.0,865047640436.0,907175311311.0,13082644461.0,,259621385637.0,255201304619.0,476707924919.0,180000000000.0,180000000000.0,27.8,23.5
16,2017/1/0/0,1897812742.0,765345420111.0,798222974455.0,9268029893.0,,213862726403.0,267549037564.0,441754481146.0,180000000000.0,180000000000.0,,28.0
17,2016/4/0/0,,,,,,,,,,,,
18,2016/3/0/0,,,,,,,,,,,,
19,2016/2/0/0,,,,,,,,,,,,
20,2016/1/0/0,,,,,,,,,,,,
21,2015/4/0/0,,,,,,,,,,,,
22,2015/3/0/0,,,,,,,,,,,,
23,2015/2/0/0,,,,,,,,,,,,
24,2015/1/0/0,,,,,,,,,,,,
25,2014/4/0/0,,,,,,,,,0.0,,,
26,2014/3/0/0,,,,,,,,,0.0,,,
27,2014/2/0/0,,,,,,,,,0.0,,,
28,2014/1/0/0,,,,,,,,,0.0,,,
29,2013/4/0/0,,,,,,,,,0.0,,,
30,2013/3/0/0,,,,,,,,,0.0,,,
31,2013/2/0/0,,,,,,,,,0.0,,,
32,2013/1/0/0,,,,,,,,,0.0,,,
33,2012/4/0/0,,,,,,,,,0.0,,,
34,2012/3/0/0,,,,,,,,,0.0,,,
35,2012/2/0/0,,,,,,,,,0.0,,,
36,2012/1/0/0,,,,,,,,,0.0,,,
37,2011/4/0/0,,,,,,,,,0.0,,,
38,2011/3/0/0,,,,,,,,,0.0,,,
39,2011/2/0/0,,,,,,,,,0.0,,,
40,2011/1/0/0,,,,,,,,,0.0,,,
41,2010/4/0/0,,,,,,,,,0.0,,,
42,2010/3/0/0,,,,,,,,,0.0,,,
43,2010/2/0/0,,,,,,,,,0.0,,,
44,2010/1/0/0,,,,,,,,,0.0,,,
45,2009/4/0/0,,,,,,,,,0.0,,,
46,2009/3/0/0,,,,,,,,,0.0,,,
47,2009/2/0/0,,,,,,,,,0.0,,,
48,2009/1/0/0,,,,,,,,,0.0,,,
49,2008/4/0/0,,,,,,,,,0.0,,,
50,2008/3/0/0,,,,,,,,,0.0,,,
51,2008/2/0/0,,,,,,,,,0.0,,,
52,2008/1/0/0,,,,,,,,,0.0,,,
