Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua,Ban
0,2021/1/0/0,16055823035.0,24281465592.0,49858309697.0,18695528193.0,2000000000.0,40025079058.0,1163720817.0,92526324174.0,422000000000.0,422000000000.0,27.4,27.25
1,2020/4/0/0,57944243513.0,28785218874.0,98524692512.0,35997920603.0,2000000000.0,41662990229.0,529640670.0,96939249348.0,422000000000.0,422000000000.0,27.2,27.0
2,2020/3/0/0,15870196206.0,22489657276.0,48999799706.0,2802103594.0,2000000000.0,44654234359.0,558266692.0,91889796898.0,422000000000.0,422000000000.0,27.0,26.0
3,2020/2/0/0,9670828932.0,25787876830.0,41749019413.0,3418708279.0,2000000000.0,27652804228.0,526993097.0,103729594287.0,422000000000.0,422000000000.0,27.5,27.0
4,2020/1/0/0,1936782411.0,23300595637.0,43990099156.0,18606162002.0,2000000000.0,37969479212.0,3327263442.0,86805198859.0,422000000000.0,422000000000.0,28.0,26.95
5,2019/4/0/0,43897778655.0,24723340764.0,70883185774.0,51131026254.0,2000000000.0,41381992841.0,2660809656.0,88362986020.0,422000000000.0,422000000000.0,27.6,27.5
6,2019/3/0/0,39784698404.0,30715996876.0,83336052976.0,7005405699.0,11000000000.0,76702724321.0,3479339351.0,98431181432.0,422000000000.0,422000000000.0,28.0,27.2
7,2019/2/0/0,21607322071.0,37387383419.0,64031601349.0,14821201524.0,2000000000.0,51642428492.0,2385675927.0,59390030833.0,422000000000.0,422000000000.0,28.0,28.0
8,2019/1/0/0,8725353596.0,18635092387.0,39160881548.0,14591116635.0,2000000000.0,32799632514.0,2853756310.0,85438978373.0,422000000000.0,422000000000.0,28.0,28.0
9,2018/4/0/0,37882609319.0,25668524473.0,76026863454.0,31121641929.0,2000000000.0,44379945963.0,1569288674.0,91826617485.0,422000000000.0,422000000000.0,27.5,27.5
10,2018/3/0/0,47588885470.0,32722126517.0,103661973893.0,36348496916.0,28038993629.0,80679468848.0,1660715090.0,94275139397.0,422000000000.0,422000000000.0,28.0,27.5
11,2018/2/0/0,23297415543.0,29984044327.0,74403514542.0,12756339148.0,2131805556.0,62801030793.0,1715634565.0,95368517417.0,422000000000.0,422000000000.0,28.1,25.6
12,2018/1/0/0,22015979675.0,18213296404.0,53399409434.0,43424145256.0,26131805556.0,41353158779.0,1574723949.0,79941634874.0,422000000000.0,422000000000.0,26.1,28.0
