Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua,Ban
0,2021/1/0/0,74648459903.0,2486903865931.0,2698789963769.0,27556575317.0,,3634184903445.0,2585670406721.0,7066819717539.0,2796763360000,2796763360000.0,17.95,14.0
1,2020/4/0/0,144381026079.0,2312483023024.0,2544414255032.0,93217356440.0,,3179645435298.0,2258717059813.0,6183284869847.0,2796763360000,2796763360000.0,13.2,18.25
2,2020/3/0/0,16179162874.0,2094435582633.0,2234848449329.0,50278793869.0,,2963766185777.0,1891601348062.0,5776364227315.0,2796763360000,2796763360000.0,5.45,13.0
3,2020/2/0/0,-88313392085.0,2473168980817.0,2521258215489.0,82597846938.0,,3216107537632.0,1917358394841.0,6094688883743.0,2796763360000,2796763360000.0,5.0,5.4
4,2020/1/0/0,-55705956055.0,2431044198705.0,2519130623083.0,81395581517.0,,3032479246696.0,2659859078142.0,6335512497649.0,2433449520000,2433449520000.0,4.2,4.98
5,2019/4/0/0,-57786156432.0,2956505795153.0,3049778575260.0,210303577435.0,,3161204477229.0,2907159117001.0,6539665648856.0,2433449520000,2433449520000.0,4.8,4.21
6,2019/3/0/0,-118982651096.0,2957163229425.0,2966452343072.0,234441426745.0,,2805564659527.0,3035637153049.0,6026826277686.0,2433449520000,2433449520000.0,5.6,4.9
7,2019/2/0/0,-49418787741.0,2977156480887.0,3063133588157.0,264176458357.0,76000000000.0,2783203793058.0,3309081273366.0,6282340692688.0,2433449520000,2433449520000.0,6.19,5.9
8,2019/1/0/0,-83666232591.0,3103219247235.0,3121446010764.0,376763699289.0,,3071063857508.0,1895760471784.0,5410565143636.0,2433449520000,2433449520000.0,8.0,6.3
9,2018/4/0/0,32566104709.0,3264013784958.0,3361458694406.0,143297553549.0,,3362760634683.0,2735778165629.0,6346686578748.0,2433449520000,2433449520000.0,8.5,8.3
10,2018/3/0/0,27134705532.0,3354020469799.0,3470045414107.0,182205292614.0,,3114339257516.0,1511726292312.0,3981910647315.0,1874499510000,1874499510000.0,10.4,8.1
11,2018/2/0/0,164389930798.0,3337516973609.0,3596149602407.0,64614322506.0,,3352931040609.0,2020358436783.0,4345008809379.0,1874499510000,1874499510000.0,14.75,10.95
12,2018/1/0/0,209452579778.0,2738764648384.0,3039672598723.0,84577395499.0,,2746072128050.0,2141693838776.0,4157642458192.0,1874499510000,1874499510000.0,16.2,14.9
