Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua,Ban
0,2021/1/0/0,1653465101.0,176417354921.0,180519117773.0,2560351446.0,6000000000.0,211402514898.0,135234462705.0,122971596375.0,0.0,270000000000.0,4.6,7.05
1,2020/4/0/0,915062301.0,190761878075.0,195132199174.0,9942182094.0,6000000000.0,176788999547.0,143994625055.0,104210958872.0,270000000000.0,270000000000.0,2.49,4.6
2,2020/3/0/0,-5126036174.0,78637647449.0,78320723993.0,5787969332.0,,158107420107.0,142015153804.0,76053229739.0,,270000000000.0,2.43,2.42
3,2020/2/0/0,3772363775.0,68868175374.0,75501322207.0,11893209926.0,,145698791525.0,147767242680.0,72158344229.0,270000000000.0,270000000000.0,3.45,2.53
4,2020/1/0/0,2013027951.0,142943824606.0,146844595568.0,5605746555.0,19850000000.0,177238856252.0,115292420984.0,87548196010.0,270000000000.0,270000000000.0,3.6,3.23
5,2019/4/0/0,-2438635487.0,215966705179.0,216866427135.0,20152837791.0,,191261458085.0,115295641743.0,99811232785.0,270000000000.0,270000000000.0,2.24,3.83
6,2019/3/0/0,4707978010.0,184140505126.0,190959988252.0,114736489511.0,,140906755258.0,121232147000.0,79462492894.0,,270000000000.0,3.25,2.15
7,2019/2/0/0,9980225692.0,153915908691.0,166389433387.0,6904765932.0,,143820327937.0,164036337874.0,79789433628.0,,270000000000.0,3.63,3.38
8,2019/1/0/0,7495260695.0,126913084333.0,136685991695.0,1525278873.0,,198190282021.0,113703436726.0,82182291848.0,270000000000.0,270000000000.0,4.26,3.66
9,2018/4/0/0,5354231875.0,155133196921.0,166390531599.0,10165202279.0,,176154578427.0,121645872301.0,88025839526.0,270000000000.0,270000000000.0,5.54,4.5
10,2018/3/0/0,8461717268.0,95820171134.0,104115754714.0,15937217618.0,47579010500.0,214956172067.0,67140314014.0,132101981792.0,270000000000.0,270000000000.0,6.45,5.47
11,2018/2/0/0,11067710646.0,137994116152.0,152056240187.0,33476610322.0,842800000.0,205407544034.0,68694799078.0,102161567482.0,,270000000000.0,14.5,6.3
12,2018/1/0/0,6602635740.0,138626396872.0,148175915882.0,11213348762.0,,218811079092.0,47064467246.0,77341221579.0,270000000000.0,270000000000.0,7.85,13.0
13,2017/4/0/0,4718405902.0,132784027633.0,141592869832.0,18111781232.0,,141774355311.0,46610821419.0,140640218348.0,135000000000.0,135000000000.0,8.29,7.9
14,2017/3/0/0,9019338071.0,205139649179.0,221380894170.0,27869335014.0,2722000000.0,248326667808.0,103498698873.0,201862903487.0,,135000000000.0,8.59,8.45
15,2017/2/0/0,6152944622.0,209188526801.0,220799099211.0,33559183855.0,2285000000.0,195167289135.0,56768424011.0,161905811385.0,,135000000000.0,9.75,8.75
16,2017/1/0/0,6043287104.0,136296538707.0,145832230163.0,35674393884.0,255000000.0,155251590721.0,84402031160.0,131961700555.0,,135000000000.0,8.18,9.58
17,2016/4/0/0,3439472897.0,175853825222.0,182947184972.0,32336062261.0,,132137601060.0,66417173240.0,93584226440.0,135000000000.0,135000000000.0,10.4,7.8
18,2016/3/0/0,5705054284.0,150698586454.0,161200996963.0,36248645247.0,,146936232070.0,66288912044.0,120797591487.0,135000000000.0,135000000000.0,7.9,9.99
19,2016/2/0/0,11014870531.0,265878247617.0,286051313235.0,20478562314.0,,157761844522.0,94912925813.0,137023217790.0,,135000000000.0,8.4,8.06
20,2016/1/0/0,5273666326.0,92748442557.0,102066759667.0,16468957895.0,,130231502303.0,98260092530.0,116081056621.0,,135000000000.0,,9.0
21,2015/4/0/0,,,,,,,,,,,,
22,2015/3/0/0,,,,,,,,,,,,
23,2015/2/0/0,0.0,,,,,,,,,,,
24,2015/1/0/0,,,,,,,,,,,,
25,2014/4/0/0,0.0,,,,,,,,0.0,,,
26,2014/3/0/0,,,,,,,,,0.0,,,
27,2014/2/0/0,,,,,,,,,0.0,,,
28,2014/1/0/0,,,,,,,,,0.0,,,
29,2013/4/0/0,,,,,,,,,0.0,,,
30,2013/3/0/0,,,,,,,,,0.0,,,
31,2013/2/0/0,,,,,,,,,0.0,,,
32,2013/1/0/0,,,,,,,,,0.0,,,
33,2012/4/0/0,,,,,,,,,0.0,,,
34,2012/3/0/0,,,,,,,,,0.0,,,
35,2012/2/0/0,,,,,,,,,0.0,,,
36,2012/1/0/0,,,,,,,,,0.0,,,
37,2011/4/0/0,,,,,,,,,0.0,,,
38,2011/3/0/0,,,,,,,,,0.0,,,
39,2011/2/0/0,,,,,,,,,0.0,,,
40,2011/1/0/0,0.0,,,,,,,,0.0,,,
41,2010/4/0/0,,,,,,,,,0.0,,,
42,2010/3/0/0,,,,,,,,,0.0,,,
43,2010/2/0/0,,,,,,,,,0.0,,,
44,2010/1/0/0,0.0,,,,,,,,0.0,,,
45,2009/4/0/0,0.0,,,,,,,,0.0,,,
46,2009/3/0/0,,,,,,,,,0.0,,,
47,2009/2/0/0,,,,,,,,,0.0,,,
48,2009/1/0/0,,,,,,,,,0.0,,,
49,2008/4/0/0,,,,,,,,,0.0,,,
50,2008/3/0/0,,,,,,,,,0.0,,,
51,2008/2/0/0,,,,,,,,,0.0,,,
52,2008/1/0/0,,,,,,,,,0.0,,,
