Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua,Ban
0,2021/1/0/0,,,,,,,,,0.0,1125001710000.0,4.73,4.12
1,2020/4/0/0,,,,,,,,,,1125001710000.0,4.4,4.6
2,2020/3/0/0,-54102804393.0,132501750118.0,120863611210.0,52351126408.0,71500000000.0,127204030985.0,78281507768.0,152077655573.0,,1125001710000.0,4.07,4.39
3,2020/2/0/0,-398904817.0,81858440620.0,106797356928.0,71878060505.0,,170594840020.0,105228192341.0,89003882787.0,1125001710000.0,1125001710000.0,3.64,4.11
4,2020/1/0/0,-727162665.0,71183658354.0,90314269536.0,46027507677.0,,174111592197.0,109884885058.0,82888137680.0,1125001710000.0,1125001710000.0,2.64,3.67
5,2019/4/0/0,-647913199.0,76845808334.0,95720399845.0,40374366307.0,11000000000.0,158582229627.0,122559626325.0,90292725090.0,,1125001710000.0,3.5,2.6
6,2019/3/0/0,7564639657.0,122871003339.0,162580345638.0,91438062909.0,11000000000.0,174530253925.0,112480416628.0,151162898245.0,1125001710000.0,1125001710000.0,4.15,3.71
7,2019/2/0/0,1117167102.0,105295301561.0,136579158572.0,55202394760.0,,161407963107.0,114473467005.0,118090744064.0,,1125001710000.0,2.65,4.1
8,2019/1/0/0,,,,,,,,,,,3.13,2.65
9,2018/4/0/0,682338672.0,80303135881.0,98444245953.0,41357505332.0,,163323280580.0,116560263382.0,147615417049.0,1125001710000.0,1125001710000.0,3.2,3.18
10,2018/3/0/0,9445249892.0,249058990892.0,292471521131.0,133310246704.0,,182172141552.0,61178858355.0,205194009864.0,1125001710000.0,1125001710000.0,3.23,3.2
11,2018/2/0/0,1454702782.0,87029476798.0,115786767946.0,55239211680.0,,149065292590.0,155587709307.0,219729999714.0,1125001710000.0,1125001710000.0,3.07,3.41
12,2018/1/0/0,566184497.0,91090206277.0,107989713615.0,39657373391.0,,142698110805.0,41458010750.0,71677668745.0,1125001710000.0,1125001710000.0,3.34,3.15
13,2017/4/0/0,5451849084.0,82708180935.0,105515785339.0,39849946488.0,,129845636750.0,64335105922.0,99421671114.0,1125001710000.0,1125001710000.0,4.69,4.09
14,2017/3/0/0,1043664351.0,142480046698.0,180111542337.0,38730427866.0,,162727308154.0,47774400379.0,125493698617.0,1125001710000.0,1125001710000.0,4.0,4.93
15,2017/2/0/0,2672721708.0,92571748263.0,128157044007.0,34512570059.0,,150909385694.0,89461241906.0,164686065424.0,1125001710000.0,1125001710000.0,3.7,3.99
16,2017/1/0/0,1929987016.0,98258337520.0,128101300070.0,23459712479.0,,183162563969.0,44067688640.0,146666167697.0,,1125001710000.0,3.4,3.65
17,2016/4/0/0,3866106005.0,89569861113.0,124530934894.0,30305649679.0,,158070536718.0,78334454412.0,177586369908.0,,1125001710000.0,3.5,3.18
18,2016/3/0/0,506579590.0,118942556088.0,124505318654.0,26281523091.0,,168675939744.0,80096470303.0,164253708637.0,,1125001710000.0,3.12,3.6
19,2016/2/0/0,-1491088561.0,87518194006.0,110641331566.0,22040591676.0,1487649500.0,174699261640.0,75658183523.0,131455991480.0,,1125001710000.0,3.1,3.16
20,2016/1/0/0,-5071921189.0,106165328242.0,133093933858.0,29889021305.0,,169818196228.0,107376602344.0,146901960290.0,,1125001710000.0,4.6,3.6
21,2015/4/0/0,-93163295027.0,147416018708.0,102681866002.0,8687749467.0,,580825894725.0,210229667057.0,172201199038.0,,1125001710000.0,4.2,4.3
22,2015/3/0/0,27438197656.0,143846218591.0,201023949406.0,47721056563.0,,668007714681.0,265306836262.0,253602485118.0,,1125001710000.0,5.2,3.7
23,2015/2/0/0,3665117631.0,81438872836.0,114752072429.0,21280757874.0,,1228047787406.0,262614774294.0,243660504370.0,,1125001710000.0,7.8,5.5
24,2015/1/0/0,3801482372.0,62663150634.0,88879649177.0,67908512393.0,,1202700205920.0,328527229602.0,290591304712.0,,1125001710000.0,20.2,7.8
25,2014/4/0/0,70501598214.0,189265347884.0,305149837267.0,503369513725.0,14600000000.0,944875942702.0,307637354203.0,677450406636.0,0.0,844426330000.0,23.8,19.9
26,2014/3/0/0,74167762480.0,202353075730.0,302336131002.0,50653758469.0,,896428679494.0,327835146164.0,585140839925.0,0.0,568185300000.0,17.4,24.0
27,2014/2/0/0,22031483895.0,132340054324.0,190067834804.0,45035393385.0,,686198036510.0,524755930534.0,611861699433.0,0.0,568185300000.0,16.1,17.2
28,2014/1/0/0,11087715252.0,93293690838.0,125522741715.0,59248506772.0,,604114754979.0,574393811512.0,605599226365.0,0.0,568185300000.0,13.6,16.2
29,2013/4/0/0,17760927976.0,176850414645.0,246173167135.0,56582159848.0,,621288323452.0,455691722362.0,612148196515.0,0.0,568185300000.0,18.3,14.3
30,2013/3/0/0,10389135103.0,70674021653.0,106763957189.0,42106744185.0,,623127421177.0,341254499320.0,500516721667.0,0.0,494075990000.0,18.9,18.3
31,2013/2/0/0,6449907852.0,117598820113.0,158113964928.0,13715480284.0,,732410128553.0,327538159244.0,567727180693.0,0.0,494075990000.0,19.0,18.4
32,2013/1/0/0,7080175450.0,54668241752.0,83005046979.0,35847082552.0,22000000000.0,611082000181.0,258565349362.0,579378130269.0,0.0,354199990000.0,18.2,18.6
33,2012/4/0/0,105680869959.0,260556168045.0,426481814492.0,11878861197.0,,746913033575.0,232052833085.0,610424935557.0,0.0,354199990000.0,20.2,17.9
34,2012/3/0/0,60987448230.0,132928187866.0,230569816389.0,50546524075.0,,526309667375.0,309190091118.0,581551548934.0,0.0,354199990000.0,18.0,20.9
