Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua,Ban
0,2021/1/0/0,,,,,,,,,0.0,190647980000.0,13.35,17.4
1,2020/4/0/0,24748346233.0,149180206217.0,205044370779.0,38524681196.0,84996869484.0,236053125830.0,127659690792.0,271724069490.0,190647980000.0,190647980000.0,10.65,12.75
2,2020/3/0/0,5174683697.0,109501470007.0,136497142114.0,37785133265.0,75902917970.0,200395044656.0,139441784356.0,238660089579.0,190647980000.0,190647980000.0,9.92,10.5
3,2020/2/0/0,2914658971.0,46515010434.0,65596977111.0,35987930703.0,76620904833.0,225211836792.0,90929264252.0,207201285619.0,190647980000.0,190647980000.0,8.97,10.15
4,2020/1/0/0,9868306165.0,103906208381.0,138889324668.0,19039766039.0,73035957385.0,231683103686.0,76805800353.0,178140579011.0,190647980000.0,190647980000.0,8.32,8.94
5,2019/4/0/0,,,,,,,,,,,8.85,8.2
6,2019/3/0/0,11340506670.0,102235451777.0,135966430044.0,54108806202.0,83946763038.0,176994776533.0,89390886048.0,193517423157.0,190647980000.0,190647980000.0,11.5,9.0
7,2019/2/0/0,1268265652.0,37175345159.0,54197215761.0,62845534397.0,74767511584.0,182074651712.0,83375601696.0,180255708507.0,190647980000.0,190647980000.0,11.3,11.3
8,2019/1/0/0,1469660544.0,44868403357.0,61285476123.0,55331816023.0,44848385268.0,173190253281.0,53713209549.0,107264784073.0,190647980000.0,190647980000.0,11.3,11.5
9,2018/4/0/0,13418408542.0,96819064001.0,128635616907.0,78529235789.0,31025858865.0,204424647228.0,48426851192.0,128183944384.0,190647980000.0,190647980000.0,10.8,11.6
10,2018/3/0/0,13709708092.0,97787729262.0,142437862262.0,98192833992.0,31085704822.0,195774191416.0,71156731616.0,137304647416.0,190647980000.0,190647980000.0,11.3,10.8
11,2018/2/0/0,12258538226.0,61762611891.0,91553740201.0,129260381017.0,36690068176.0,131101815719.0,71309478782.0,107409930301.0,190647980000.0,190647980000.0,11.4,10.55
