Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua,Ban
0,2021/1/0/0,3557855489.0,235893817324.0,261708659987.0,86424559452.0,60636083957.0,1138193552530.0,401020953341.0,1537512597305.0,257482600000,257482600000.0,14.8,19.25
1,2020/4/0/0,3149182186.0,271470158412.0,344380962574.0,84260487289.0,78214514383.0,1182509192928.0,468343819613.0,1569072074010.0,257482600000,257482600000.0,10.45,13.95
2,2020/3/0/0,857809295.0,349220808979.0,361798118984.0,11487472811.0,701453217.0,1372643201444.0,534652464898.0,1680168744820.0,257482600000,257482600000.0,9.79,10.4
3,2020/2/0/0,5262367589.0,413432377628.0,467401974626.0,44234794512.0,89966082877.0,1427126037646.0,618041056983.0,1955927499760.0,257482600000,257482600000.0,10.9,9.7
4,2020/1/0/0,529440798.0,340195601710.0,364943653038.0,68525737052.0,78281058493.0,1281548459026.0,697656474039.0,1893293688458.0,257482600000,257482600000.0,9.7,10.8
5,2019/4/0/0,23704243871.0,1380869399089.0,1532091492590.0,125491417435.0,16128666969.0,1417160045548.0,634830517918.0,1857977103899.0,257482600000,257482600000.0,10.5,9.87
6,2019/3/0/0,17197369954.0,685396314072.0,737962808701.0,103457871539.0,10691330677.0,1306588449876.0,1314093240301.0,2366943964356.0,234077550000,234077550000.0,11.95,10.5
7,2019/2/0/0,23612265444.0,813310557493.0,884741709345.0,205442691724.0,10691330677.0,1265658670885.0,1237530539850.0,2345822171227.0,234077550000,234077550000.0,12.5,12.05
8,2019/1/0/0,11514711372.0,523340442216.0,566448920970.0,209855741643.0,10688362530.0,1080731608261.0,1103603535375.0,2060200864682.0,234077550000,234077550000.0,13.0,12.6
9,2018/4/0/0,28623069135.0,1135545051366.0,1217941823152.0,172174008972.0,2287362530.0,1081085203326.0,927903439503.0,1764049613530.0,234077550000,234077550000.0,12.95,13.3
10,2018/3/0/0,11140201171.0,579294532729.0,630031957193.0,118131019199.0,82815533188.0,803190598170.0,937248885831.0,1567861394878.0,208999560000,208999560000.0,13.95,12.6
11,2018/2/0/0,13083074283.0,616499327438.0,673945735977.0,95771435211.0,261341517.0,620963940671.0,976266022501.0,1238368434153.0,208999560000,208999560000.0,,14.1
12,2018/1/0/0,15246989579.0,550149277556.0,593213842594.0,44603931212.0,261341517.0,522274905037.0,793862609678.0,1022233180282.0,208999560000,208999560000.0,,
13,2017/4/0/0,11283642907.0,775246638074.0,829879492712.0,80830755431.0,3050000000.0,325907411471.0,852139804875.0,962248478947.0,208999560000,208999560000.0,,
14,2017/3/0/0,4830672746.0,404149628651.0,432605277214.0,123973748313.0,250000000.0,267103991909.0,642733116258.0,907895344372.0,208999560000,208999560000.0,,
15,2017/2/0/0,6715892615.0,469791746092.0,501225144789.0,102041724461.0,250000000.0,266530385272.0,574484944617.0,897700633971.0,109999770000,109999770000.0,,
16,2017/1/0/0,7812496429.0,376156254696.0,406251611679.0,117824555247.0,250000000.0,212236645593.0,568580556740.0,844876325117.0,109999770000,109999770000.0,,
17,2016/4/0/0,6924801324.0,618366322906.0,660137318458.0,126630518912.0,150000000.0,433220675748.0,462096243652.0,723451415602.0,110049770000,110049770000.0,,
18,2016/3/0/0,5591640973.0,314946732034.0,336611343675.0,131113019361.0,150000000.0,246514173629.0,374764232237.0,676389565429.0,109999770000,109999770000.0,,
19,2016/2/0/0,3284252729.0,265343480958.0,289310268807.0,71568801585.0,150000000.0,249424768134.0,393348792430.0,634248433486.0,109999770000,109999770000.0,,
20,2016/1/0/0,3020772665.0,164841150286.0,179338715450.0,50626970925.0,150000000.0,223401027760.0,351232261472.0,555836856418.0,109999770000,109999770000.0,,
21,2015/4/0/0,11428238675.0,389889050103.0,417270439828.0,74069604211.0,5750000000.0,248663917367.0,304784040752.0,539246977810.0,109999770000,109999770000.0,,
22,2015/3/0/0,1392169098.0,207591084127.0,219523610431.0,58220460476.0,5750000000.0,334427156594.0,367377062651.0,726535337794.0,109999770000,109999770000.0,,
23,2015/2/0/0,2354815117.0,251993151391.0,268103220963.0,62383599610.0,32150000000.0,289216451594.0,345412542408.0,669630566715.0,109999770000,109999770000.0,,
24,2015/1/0/0,2625636442.0,297489703478.0,311765953348.0,69833657848.0,1850000000.0,237373286851.0,352726533610.0,597150714448.0,109999770000,109999770000.0,,
25,2014/4/0/0,9096001343.0,207492873826.0,231371606201.0,21483090833.0,150000000.0,185735675962.0,312515229167.0,511543711018.0,0,109999770000.0,,
26,2014/3/0/0,180473931.0,91743602919.0,99161883249.0,30575946708.0,8150000000.0,258598821923.0,279995670529.0,594932367575.0,0,109999770000.0,,
27,2014/2/0/0,-5533006704.0,105253619386.0,112074493333.0,11254029759.0,150000000.0,218521007351.0,255357612165.0,502632720716.0,0,109999770000.0,,
28,2014/1/0/0,1641659758.0,91167301603.0,98810245678.0,18382311105.0,8150000000.0,205870432629.0,232409932563.0,472433693457.0,0,109999770000.0,,
29,2013/4/0/0,14074996737.0,210288401273.0,230907039148.0,49557511129.0,,220729173684.0,227898066410.0,490276538668.0,0,109999770000.0,,
30,2013/3/0/0,,,,,,,,,0,,,
31,2013/2/0/0,-7461928934.0,121010866859.0,129212371849.0,7789646308.0,,251465167037.0,220779602431.0,482118808948.0,0,109999770000.0,,
32,2013/1/0/0,280647415.0,81888432153.0,89531863673.0,3397547875.0,410000000.0,255664286237.0,227005768028.0,488904722487.0,0,109999770000.0,,
33,2012/4/0/0,2061205876.0,126611949991.0,138155274374.0,18540432693.0,150000000.0,232737553437.0,223238187105.0,468974233186.0,0,109999770000.0,,
34,2012/3/0/0,48846250.0,71372456568.0,79752139896.0,10360280849.0,350000000.0,284528680494.0,218573596955.0,532773406463.0,0,109999770000.0,,
35,2012/2/0/0,1540680437.0,284468535668.0,300134924219.0,27553442476.0,324642000.0,312406008019.0,188338983344.0,538792777157.0,0,109999770000.0,,
36,2012/1/0/0,131818882.0,118912899182.0,129005846870.0,13684859736.0,324642000.0,177265867160.0,263342000834.0,487924641469.0,0,109999770000.0,,
37,2011/4/0/0,3469220737.0,186350729677.0,202061390328.0,17547959675.0,105550000.0,193235098351.0,251432099716.0,493414322933.0,0,109999770000.0,,
38,2011/3/0/0,2268218206.0,173832610505.0,190692180577.0,3801907502.0,,206053608218.0,183397357169.0,494172667732.0,0,109999770000.0,,
39,2011/2/0/0,5189878990.0,329672560615.0,357929870007.0,35272418455.0,116000000.0,197253930258.0,190370129817.0,519325203953.0,0,100000000000.0,,
40,2011/1/0/0,2317089088.0,162374960052.0,174247896043.0,38557892949.0,850000000.0,181031012777.0,197015131549.0,497655243531.0,0,100000000000.0,,
41,2010/4/0/0,17895169643.0,376077107874.0,407537667284.0,48930696017.0,9366000000.0,259662453132.0,227357756393.0,532877480894.0,0,100000000000.0,,
42,2010/3/0/0,5094787902.0,167637615391.0,177735918046.0,35014268050.0,50866000000.0,116729182590.0,278980153738.0,466894323198.0,0,100000000000.0,,
43,2010/2/0/0,3056737503.0,153286529028.0,162778923346.0,50626489827.0,350000000.0,176001233540.0,266908552071.0,498519372026.0,0,74929860000.0,,
44,2010/1/0/0,2489298292.0,90423575413.0,95332402806.0,8416472907.0,5350000000.0,83445128396.0,133777618988.0,427182810920.0,0,30000000000.0,,
45,2009/4/0/0,5006660120.0,143883380071.0,153538754619.0,51935306910.0,350000000.0,140517454404.0,111985393103.0,480604560012.0,0,30000000000.0,,
46,2009/3/0/0,0.0,94417711983.0,101915190049.0,,,,,,0,,,
47,2009/2/0/0,2617636006.0,104794039970.0,110881404653.0,,,,,,0,,,
48,2009/1/0/0,2079915013.0,62430940149.0,68903031965.0,,,,,,0,,,
49,2008/4/0/0,,,,,,,,,0,,,
50,2008/3/0/0,,,,,,,,,0,,,
51,2008/2/0/0,0.0,,,,,,,,0,,,
52,2008/1/0/0,,,,,,,,,0,,,
