Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua,Ban
0,2021/1/0/0,291949923176.0,1518562195196.0,1949185122366.0,56887868849.0,1749310325663.0,913300491816.0,732926605263.0,1699924707745.0,1487669430000,1487669430000.0,75.7,97.1
1,2020/4/0/0,243122396648.0,1203697691155.0,1583902795134.0,282267887237.0,1557534801277.0,848297789108.0,702052125757.0,1806352018427.0,1487669430000,1487669430000.0,54.5,74.6
2,2020/3/0/0,235503266684.0,1199480538076.0,1556103986981.0,62779043825.0,1613415635512.0,962735421963.0,638536837509.0,1704004523136.0,1487669430000,1487669430000.0,42.4,48.6
3,2020/2/0/0,269218484682.0,1191685274339.0,1575970017644.0,58249839642.0,1466588881085.0,834318709515.0,647885641192.0,1673585215500.0,1293636160000,1293636160000.0,37.6,41.15
4,2020/1/0/0,199553046832.0,1214481495518.0,1520430779901.0,44110375880.0,960837298052.0,900701179200.0,584711488335.0,1282986434866.0,1293636160000,1293636160000.0,29.2,37.0
5,2019/4/0/0,174009105043.0,1131556998357.0,1449487848992.0,127689713963.0,642746167705.0,634723216050.0,808234617947.0,1270278035555.0,1293636160000,1293636160000.0,24.2,27.6
6,2019/3/0/0,116588483581.0,965274601085.0,1154449693324.0,49487586984.0,521605544552.0,521389175508.0,909667017776.0,1143949465323.0,1293636160000,1293636160000.0,25.9,23.9
7,2019/2/0/0,160535019650.0,1045555947622.0,1322419346851.0,44983151831.0,349136955641.0,587760167742.0,961357128607.0,1297874424349.0,1239736160000,1239736160000.0,30.8,26.0
8,2019/1/0/0,119994245402.0,967328348681.0,1164524884517.0,193346264483.0,251292265204.0,462891905964.0,1087680319917.0,1473725942720.0,1078038110000,1078038110000.0,35.8,31.1
9,2018/4/0/0,262580466887.0,1272663909817.0,1735110178168.0,274286866922.0,245600000000.0,749413662287.0,796665021440.0,1562922130873.0,1078038110000,1078038110000.0,41.8,36.1
10,2018/3/0/0,244505157276.0,1149223997718.0,1502411903626.0,165127075014.0,244300000000.0,593867786009.0,925217573641.0,1628256230264.0,1078038110000,1078038110000.0,47.7,41.8
11,2018/2/0/0,10719617743.0,100235388423.0,125430302639.0,80152158227.0,,52186576594.0,49349079732.0,61100789315.0,500088750000,500088750000.0,36.3,48.0
12,2018/1/0/0,10732622844.0,135692279520.0,164256986935.0,45921708749.0,,120166987087.0,41998779240.0,74736041449.0,500088750000,500088750000.0,32.8,36.9
13,2017/4/0/0,97264112854.0,235135304515.0,275800251114.0,82616530501.0,,239518158121.0,34544980916.0,117385545707.0,500088750000,500088750000.0,29.8,32.9
14,2017/3/0/0,76256287268.0,839616582083.0,949917799588.0,261523895896.0,,469081499750.0,178957300029.0,674458471851.0,500088750000,500088750000.0,32.2,31.0
15,2017/2/0/0,82248658429.0,837188465622.0,963865682424.0,222198921077.0,,456782858005.0,159656721236.0,595887598481.0,500088750000,500088750000.0,32.0,32.7
