Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua,Ban
0,2021/1/0/0,4468438107.0,165910929867.0,194383401024.0,107204418012.0,,284602453921.0,271927253384.0,478782756479.0,318539760000.0,318539760000.0,6.3,5.96
1,2020/4/0/0,10540569357.0,242047865888.0,283270223691.0,122415204578.0,,306865583896.0,272729907435.0,495181289248.0,318539760000.0,318539760000.0,4.5,6.3
2,2020/3/0/0,6015719459.0,186938210744.0,220999608551.0,70017718239.0,,300676029682.0,288386482041.0,447979150740.0,303371200000.0,303371200000.0,4.6,4.35
3,2020/2/0/0,4527822853.0,176380066852.0,210502870864.0,51336287728.0,,289552469288.0,315519815944.0,453763937938.0,303371200000.0,303371200000.0,4.3,4.65
4,2020/1/0/0,4003438354.0,178805143873.0,211273739240.0,55303296897.0,,294233688322.0,304711235247.0,465694424874.0,303371200000.0,303371200000.0,4.15,4.3
5,2019/4/0/0,11086271612.0,254993935904.0,294683935310.0,62413614085.0,,268681913798.0,285605761492.0,427756793931.0,278549920000.0,278549920000.0,4.12,4.2
6,2019/3/0/0,7658437595.0,174978439152.0,209064481400.0,36287776091.0,,241834683480.0,292416846721.0,396129980311.0,275792000000.0,275792000000.0,4.65,4.13
7,2019/2/0/0,5290482426.0,174779466055.0,206105274742.0,31151036958.0,,231809571082.0,284987529336.0,383514305512.0,275792000000.0,275792000000.0,5.72,4.45
8,2019/1/0/0,6017098121.0,134996706791.0,163230082608.0,28774034332.0,,200211781012.0,304311317715.0,356430661643.0,275792000000.0,275792000000.0,5.84,5.74
9,2018/4/0/0,11608181461.0,203833011696.0,242422064780.0,29820960935.0,,217403806314.0,289112878579.0,362337183141.0,275792000000.0,275792000000.0,5.6,6.0
10,2018/3/0/0,10777906485.0,155086705815.0,190130153857.0,46006112601.0,,204237948395.0,308655982934.0,417635141927.0,275792000000.0,275792000000.0,6.05,5.45
11,2018/2/0/0,7616670328.0,192950002518.0,225105203995.0,52314815931.0,,188257508007.0,268098555048.0,376759651309.0,275792000000.0,275792000000.0,6.32,5.6
12,2018/1/0/0,6011256853.0,107827339299.0,138533154860.0,47224886378.0,,157137807089.0,261926627667.0,303005370874.0,275792000000.0,275792000000.0,7.27,6.3
13,2017/4/0/0,13072081421.0,242819585883.0,281730720476.0,38242137904.0,,163517780897.0,274519413267.0,317026756464.0,275792000000.0,275792000000.0,7.45,7.28
14,2017/3/0/0,9516943202.0,136010914612.0,171964157637.0,50124699632.0,,240702856965.0,187180679508.0,308519565811.0,201600000000.0,201600000000.0,8.5,7.65
15,2017/2/0/0,5312666019.0,187280225097.0,215446439743.0,26576891607.0,,258137313631.0,163459457836.0,283908651581.0,201600000000.0,201600000000.0,9.4,8.58
16,2017/1/0/0,8204405012.0,201732011155.0,228611855392.0,71669238010.0,,216122813550.0,153207915400.0,264384154914.0,201600000000.0,201600000000.0,9.4,9.38
17,2016/4/0/0,11794819364.0,167500230136.0,197447399080.0,26715639277.0,,196136078787.0,113051630985.0,164292245958.0,201600000000.0,201600000000.0,9.05,9.4
18,2016/3/0/0,9227934336.0,163644314118.0,190649769529.0,24809655600.0,,153782189578.0,101542687632.0,168526239280.0,180000000000.0,180000000000.0,9.0,8.93
19,2016/2/0/0,13272783678.0,113769617892.0,143582521429.0,42178310785.0,,140418613153.0,94617105849.0,174598782620.0,180000000000.0,180000000000.0,9.1,9.1
