Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua,Ban
0,2021/1/0/0,38150853222.0,170814610674.0,288975450310.0,157557804882.0,83341393300.0,442942641433.0,225913621823.0,362344357275.0,523790000000.0,523790000000.0,45.9,41.6
1,2020/4/0/0,33058190030.0,223529588126.0,356142447645.0,108728714710.0,93341393300.0,429939326260.0,214908006156.0,369363790501.0,523790000000.0,523790000000.0,47.5,46.0
2,2020/3/0/0,48590438273.0,156986875486.0,277795115113.0,40198063407.0,56541393300.0,404430665854.0,312651836888.0,280179970618.0,523790000000.0,523790000000.0,45.0,47.5
3,2020/2/0/0,37685799286.0,157821208145.0,255863347594.0,47690094453.0,36541393300.0,426691653536.0,346807847033.0,369990330775.0,523790000000.0,523790000000.0,46.9,45.95
4,2020/1/0/0,41052815056.0,232193533592.0,380169719927.0,42245740058.0,106541393300.0,516808432962.0,291273287732.0,500978271409.0,523790000000.0,523790000000.0,51.0,47.2
5,2019/4/0/0,36044740697.0,287724513979.0,408864615315.0,138299381559.0,113601393300.0,479489772397.0,311474467996.0,679961103825.0,523790000000.0,523790000000.0,55.0,52.0
6,2019/3/0/0,32319251093.0,196031309867.0,308851535220.0,68277420348.0,153601393300.0,489794262843.0,336565004981.0,506610679107.0,523790000000.0,523790000000.0,57.0,57.0
7,2019/2/0/0,38149323958.0,190469266014.0,298798186412.0,15376266914.0,190601393300.0,439648536605.0,340648173915.0,443134206979.0,523790000000.0,523790000000.0,43.15,53.9
8,2019/1/0/0,34497263798.0,175139454433.0,252059641823.0,30126824290.0,242701393300.0,444152453037.0,289762533348.0,457897759313.0,523790000000.0,523790000000.0,42.5,43.1
9,2018/4/0/0,44727551052.0,268515814558.0,389440806308.0,92556725446.0,222701393300.0,428877865723.0,269729041858.0,497319705472.0,523790000000.0,523790000000.0,40.5,42.2
10,2018/3/0/0,45109269605.0,267271696020.0,366937844264.0,35604245510.0,215601393300.0,433877464277.0,305043269800.0,397037992687.0,523790000000.0,523790000000.0,41.75,39.7
11,2018/2/0/0,41258771232.0,187291730019.0,295505284501.0,35398717820.0,215601393300.0,395327496280.0,307647845746.0,413212196125.0,523790000000.0,523790000000.0,41.3,36.5
12,2018/1/0/0,41142212805.0,229147512226.0,348384107706.0,64235599104.0,303801393300.0,493901360199.0,270335913255.0,633971808903.0,523790000000.0,523790000000.0,47.0,42.5
13,2017/4/0/0,44727350827.0,268515814558.0,389440806308.0,96499799276.0,313801393300.0,404761845436.0,289896756500.0,654943353687.0,523790000000.0,523790000000.0,50.0,47.3
14,2017/3/0/0,43840606947.0,221562262841.0,349149148963.0,89405318105.0,211712393300.0,392034588234.0,293410299248.0,480358520029.0,523790000000.0,523790000000.0,48.8,51.8
15,2017/2/0/0,33927711089.0,190945600374.0,306999961275.0,23727870333.0,274212393300.0,375788800468.0,313895159692.0,530703922016.0,523790000000.0,523790000000.0,47.9,49.0
16,2017/1/0/0,39280830427.0,216531253763.0,342637481861.0,77000444172.0,219712393300.0,435610462459.0,258370398323.0,554304561977.0,523790000000.0,523790000000.0,37.3,46.9
17,2016/4/0/0,36447036045.0,266300169507.0,384850591554.0,259939722505.0,149712393300.0,370420183105.0,230873735042.0,611478712668.0,523790000000.0,523790000000.0,41.5,37.5
18,2016/3/0/0,,,,,,,,,,,,40.6
19,2016/2/0/0,0.0,,,,,,,,,,,
20,2016/1/0/0,30780001019.0,204733881943.0,347473517083.0,102322965556.0,145001393300.0,367636212748.0,166756387080.0,471989821605.0,,,,
21,2015/4/0/0,,,,,,,,,,,,
22,2015/3/0/0,193824038256.0,550394964029.0,874002378061.0,222278250277.0,1393300.0,321598805597.0,220258462600.0,413580549535.0,,,,
23,2015/2/0/0,0.0,,,,,,,,,,,
24,2015/1/0/0,116645651428.0,181571198094.0,274903162092.0,13404669753.0,210059696255.0,327297010120.0,168700479224.0,324962289478.0,,,,
25,2014/4/0/0,11178849287.0,267239147926.0,331729380956.0,138801380176.0,759696255.0,255236039696.0,94791721790.0,477370217550.0,0.0,268627000000.0,,
26,2014/3/0/0,,,,,,,,,0.0,,,
27,2014/2/0/0,,,,,,,,,0.0,,,
28,2014/1/0/0,,,,,,,,,0.0,,,
29,2013/4/0/0,,,,,,,,,0.0,,,
30,2013/3/0/0,0.0,,,,,,,,0.0,,,
31,2013/2/0/0,,,,,,,,,0.0,,,
32,2013/1/0/0,,,,,,,,,0.0,,,
33,2012/4/0/0,,,,,,,,,0.0,,,
34,2012/3/0/0,,,,,,,,,0.0,,,
35,2012/2/0/0,295738066.0,14747172918.0,16554056796.0,491343499.0,,6579157430.0,9719781229.0,10885740949.0,0.0,11264740000.0,,
36,2012/1/0/0,,,,,,,,,0.0,,,
37,2011/4/0/0,,,,,,,,,0.0,,,
38,2011/3/0/0,,,,,,,,,0.0,,,
39,2011/2/0/0,,,,,,,,,0.0,,,
40,2011/1/0/0,0.0,,,,,,,,0.0,,,
41,2010/4/0/0,,,,,,,,,0.0,,,
42,2010/3/0/0,,,,,,,,,0.0,,,
43,2010/2/0/0,,,,,,,,,0.0,,,
44,2010/1/0/0,,,,,,,,,0.0,,,
45,2009/4/0/0,,,,,,,,,0.0,,,
46,2009/3/0/0,0.0,,,,,,,,0.0,,,
47,2009/2/0/0,,,,,,,,,0.0,,,
48,2009/1/0/0,0.0,,,,,,,,0.0,,,
49,2008/4/0/0,,,,,,,,,0.0,,,
50,2008/3/0/0,,,,,,,,,0.0,,,
51,2008/2/0/0,,,,,,,,,0.0,,,
52,2008/1/0/0,,,,,,,,,0.0,,,
