Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua,Ban
0,2021/1/0/0,9804390414.0,130812895582.0,204012006758.0,76209673774.0,,337346644428.0,2309347535117.0,3398284253675.0,1000000000000,1000000000000.0,17.9,17.85
1,2020/4/0/0,117534093045.0,368649098874.0,646748289875.0,28237587100.0,,422270712431.0,2277181355626.0,3375130128257.0,1000000000000,1000000000000.0,16.1,16.4
2,2020/3/0/0,55777086607.0,215403310866.0,357146820498.0,22996722596.0,,399950411514.0,2435858543723.0,4224346168277.0,1000000000000,1000000000000.0,9.46,13.95
3,2020/2/0/0,11490482990.0,239052540961.0,374277770054.0,69350952740.0,,445711513372.0,3470060963506.0,4521004356103.0,1000000000000,1000000000000.0,8.15,9.75
4,2020/1/0/0,10850495005.0,142917024258.0,222614430839.0,25075444081.0,,508297912668.0,3493784604317.0,4461967900742.0,1000000000000,1000000000000.0,7.55,7.94
5,2019/4/0/0,142806514022.0,621155304023.0,935853872608.0,59573702786.0,,624859521804.0,3505685999037.0,4260785142852.0,1000000000000,1000000000000.0,8.09,7.56
6,2019/3/0/0,8660113155.0,181944430487.0,252697086681.0,69868387249.0,,615256961693.0,3807902305464.0,4683851389858.0,1000000000000,1000000000000.0,8.58,7.98
7,2019/2/0/0,15499850480.0,33910879716.0,181148470038.0,20883451984.0,,785671600944.0,3797853215288.0,4129519239749.0,1000000000000,,9.45,8.7
8,2019/1/0/0,-1701504485.0,143555440348.0,190827403842.0,36365902120.0,4893028550.0,905270699435.0,3587494404713.0,3951321954049.0,1000000000000,1000000000000.0,8.2,8.34
9,2018/4/0/0,123613566643.0,550482412929.0,807235325633.0,27774409970.0,4893028550.0,1550018941489.0,3583720245319.0,3962830779974.0,1000000000000,1000000000000.0,7.7,8.35
10,2018/3/0/0,1845425529.0,200069057597.0,276479377335.0,47851112643.0,4893028550.0,696766773212.0,4543113843310.0,4174155058272.0,1000000000000,1000000000000.0,7.4,7.58
11,2018/2/0/0,4285574165.0,187119998262.0,272455532751.0,13262077443.0,4814169900.0,708156188234.0,4539263587259.0,4107764846646.0,1000000000000,1000000000000.0,8.32,7.4
12,2018/1/0/0,8188700905.0,286450082536.0,344034446375.0,21537639721.0,4893028550.0,712684520712.0,4730511901316.0,4229629024208.0,1000000000000,1000000000000.0,9.01,8.53
13,2017/4/0/0,114206024454.0,240029869388.0,472769508974.0,30750825513.0,4380460900.0,716469290745.0,4822274475969.0,4165612309390.0,1000000000000,1000000000000.0,7.66,9.29
14,2017/3/0/0,96353065191.0,397624772982.0,520302251924.0,27182661450.0,4893028550.0,858383511392.0,4837315627068.0,4194427076913.0,1000000000000,1000000000000.0,8.1,8.4
15,2017/2/0/0,-60620289683.0,149367345837.0,183722118789.0,15402131926.0,4893028550.0,808224971179.0,4400078734002.0,3618983472777.0,1000000000000,1000000000000.0,7.65,8.15
16,2017/1/0/0,-13763137666.0,144472528699.0,178523870034.0,32930116047.0,4893028550.0,844780321723.0,4386585617826.0,3521591026510.0,1000000000000,1000000000000.0,7.91,7.18
17,2016/4/0/0,169085133242.0,467369604587.0,756429198911.0,27004555918.0,4893028550.0,913136918072.0,4316674944150.0,3325816510548.0,1000000000000,1000000000000.0,6.33,7.36
18,2016/3/0/0,-11453276318.0,200751607737.0,238989401695.0,23317012872.0,4893028550.0,1125957111729.0,3871282059341.0,3344173473459.0,1000000000000,1000000000000.0,5.6,6.38
19,2016/2/0/0,-2833166918.0,210211430395.0,251468571081.0,70883681589.0,4893028550.0,1328911181043.0,3834359512560.0,3277491145165.0,1900000000000,1000000000000.0,5.6,5.55
20,2016/1/0/0,-22729964220.0,162379787463.0,201668593710.0,23113228857.0,3903381000.0,1101511247162.0,3767136165782.0,3404763975575.0,1000000000000,1000000000000.0,7.3,5.8
21,2015/4/0/0,178801008090.0,595375316728.0,922198736268.0,29687480920.0,3903381000.0,1049565859010.0,3771997511386.0,3492242143257.0,1000000000000,1000000000000.0,6.7,7.1
22,2015/3/0/0,5316897973.0,156878067644.0,191893615410.0,513332389841.0,3556413800.0,678316668190.0,3458021504157.0,3816598182907.0,1000000000000,1000000000000.0,6.7,6.8
23,2015/2/0/0,-48073907232.0,174825977989.0,207672143162.0,75529891062.0,3686526500.0,657042761766.0,3494038574838.0,5460875260507.0,1000000000000,1000000000000.0,8.4,6.8
24,2015/1/0/0,-15694276583.0,208653337627.0,233624548718.0,20816104141.0,2732366700.0,696235269153.0,614571097723.0,2932306388328.0,1000000000000,1000000000000.0,9.6,8.5
25,2014/4/0/0,100249699295.0,584067703695.0,784759602916.0,31843144469.0,2732366700.0,619600750615.0,4399556610613.0,4612720847335.0,0,1000000000000.0,10.3,9.6
26,2014/3/0/0,16955516040.0,182132780621.0,249873402990.0,26767311414.0,3469591500.0,742090263625.0,4340698837921.0,4773777169320.0,0,1000000000000.0,10.8,9.8
27,2014/2/0/0,11594763443.0,457353999371.0,514428297658.0,36509510421.0,3769805500.0,781804811639.0,4206134298278.0,4766083467578.0,0,1000000000000.0,10.4,10.8
28,2014/1/0/0,-22846292767.0,62996923195.0,76959746483.0,20309577758.0,2192838100.0,671533247869.0,2774624338381.0,2922446310668.0,0,1000000000000.0,11.6,10.1
29,2013/4/0/0,159783269044.0,645044865773.0,900186171397.0,51510909893.0,4708925100.0,597382724209.0,2658656671467.0,3026610067993.0,0,1000000000000.0,10.4,11.9
30,2013/3/0/0,-9586005558.0,206791375337.0,231663578621.0,25197574654.0,4238933000.0,454804698801.0,2158476965635.0,2415433622911.0,0,1000000000000.0,7.5,10.4
31,2013/2/0/0,7380690390.0,207663870184.0,263986344298.0,44000661594.0,4238933000.0,494575945700.0,1980208653536.0,2312129059999.0,0,1000000000000.0,7.2,7.3
32,2013/1/0/0,1013017893.0,197341372272.0,234544819580.0,13766676061.0,5814123600.0,1338486805664.0,1694982819199.0,1914567262560.0,0,1000000000000.0,9.4,7.2
33,2012/4/0/0,137010354327.0,559914579072.0,779389508999.0,42571676070.0,5814123600.0,1458797302141.0,1701949275393.0,2075108912879.0,0,1000000000000.0,9.2,9.1
34,2012/3/0/0,-17757941181.0,374458143971.0,404775253336.0,14383036124.0,5035913710.0,1125158466668.0,1551987160666.0,1733916761854.0,0,1000000000000.0,7.1,9.1
35,2012/2/0/0,41658038210.0,285388222292.0,354139618477.0,18140283488.0,4905152600.0,1131676862677.0,1379282042954.0,1564045017780.0,0,1000000000000.0,10.2,7.7
