,YEAR,COMPANY,VOLUME,EARNINGS,COGS,SALES,CASH,INVESTMENTS,RECEIVABLES,INVENTORY,DEBTS,PRICE,BAN,MARKET CAP,ValueARG,VolumeARG
625,2021/1/0/0,DBT,142051160000.0,-328474832.0,101117675539.0,147324194225.0,33461728616.0,55000000000.0,151669164632.0,393885675401.0,589315088912.0,12.1,13.25,171881903600.0,106000000.0,8855.56
626,2021/1/0/0,DC4,319997580000.0,6715048643.0,73848495560.0,89491544182.0,42080961003.0,488109.0,200155742560.0,263210965413.0,235445856338.0,16.4,14.39,524796031200.0,477111111.0,29144.44
627,2021/1/0/0,DCL,568328240000.0,12037559116.0,124198265940.0,170585513023.0,47030455948.0,775127597749.0,238732339386.0,242575805225.0,331832102433.0,32.5,40.0,1847066780000.0,11522444444.0,369500.0
628,2021/1/0/0,DCM,5294000000000.0,151604248508.0,1605433583820.0,1872752831694.0,435782531594.0,2602000000000.0,195136185000.0,738921303044.0,1772361073347.0,16.05,21.4,8496870000000.0,39112888889.0,2428855.56
629,2021/1/0/0,DGC,1487669430000.0,291949923176.0,1518562195196.0,1949185122366.0,56887868849.0,1749310325663.0,913300491816.0,732926605263.0,1699924707745.0,75.7,111.66,11261657585100.0,60968777778.0,854144.44
630,2021/1/0/0,DGW,431517470000.0,106892916702.0,4687768893045.0,5006797483026.0,823827391026.0,0.0,1634157429034.0,666419257786.0,2084981911156.0,117.4,149.5,5066015097800.0,36879111111.0,323200.0
631,2021/1/0/0,DHA,151199460000.0,17967379963.0,49200292158.0,70712287621.0,17868300722.0,212195093657.0,84124285364.0,139950000.0,24669747767.0,49.3,45.4,745413337800.0,1571888889.0,32655.56
632,2021/1/0/0,DHC,559957830000.0,172940543766.0,782151381190.0,1016996634155.0,103675475768.0,9012854795.0,737854722698.0,553071055376.0,1066365846158.0,94.3,111.75,5280402336900.0,21597444444.0,235255.56
633,2021/1/0/0,DHG,1307460710000.0,203955752184.0,566889706446.0,1017383830459.0,55916338825.0,2430000000000.0,399976175064.0,851831357066.0,868213906391.0,102.5,97.9,13401472277500.0,2165444444.0,21566.67
634,2021/1/0/0,DHM,313961800000.0,77018164.0,205537936621.0,209907272683.0,3105446201.0,0.0,93466832748.0,109863664310.0,264471822321.0,10.2,11.7,320241036000.0,7379777778.0,708500.0
635,2021/1/0/0,DIG,3503392330000.0,43025639969.0,377333530337.0,500416966257.0,290686485579.0,109000000000.0,2250634928725.0,4478893890132.0,5799160509576.0,27.8,29.6,9739430677400.0,73281444444.0,2688377.78
636,2021/1/0/0,DLG,2993097200000.0,12505473834.0,318846408054.0,422432724689.0,134900281253.0,0.0,2081626099273.0,414306732197.0,3018264494772.0,3.15,3.0,942825618000.0,29386666667.0,9360111.11
637,2021/1/0/0,DMC,347274650000.0,23764576381.0,213087401008.0,290348030177.0,50937599404.0,205000000000.0,743917119526.0,240327626002.0,124340560539.0,49.2,48.8,1708591278000.0,1835555556.0,36322.22
638,2021/1/0/0,DPG,449998100000.0,126996166382.0,215359792811.0,458791427236.0,584235217855.0,25205442500.0,496560768764.0,625706546759.0,1542921261982.0,36.0,35.2,1619993160000.0,18488222222.0,505322.22
639,2021/1/0/0,DPM,3914000000000.0,170943736304.0,1628756699683.0,2003582213051.0,2089768472417.0,1885000000000.0,466676770064.0,1094572817739.0,2045755531121.0,18.35,27.3,7182190000000.0,22110444444.0,1176444.44
640,2021/1/0/0,DPR,430000000000.0,27348045561.0,64122890971.0,101701757103.0,319430949912.0,409163977827.0,70919100857.0,196717022474.0,320508713971.0,46.9,58.2,2016700000000.0,1166666667.0,24688.89
641,2021/1/0/0,DQC,343594160000.0,7709951593.0,134751345527.0,189888820888.0,140035473610.0,37056617621.0,396116987012.0,279713286131.0,374553667790.0,21.6,20.0,742163385600.0,1393000000.0,63411.11
642,2021/1/0/0,DRC,1187926050000.0,63685158451.0,746473660782.0,912320342704.0,145072758346.0,150000000000.0,194642709852.0,847440799912.0,744056938584.0,27.0,31.9,3207400335000.0,21604444444.0,810788.89
643,2021/1/0/0,DRH,609999330000.0,6359835825.0,47715048.0,4809017137.0,22206312598.0,477409247.0,824740636116.0,847445558534.0,1551025442323.0,10.4,8.7,634399303200.0,12525444444.0,1168355.56
644,2021/1/0/0,DSN,120830090000.0,676567714.0,6189336225.0,9697032092.0,41165130577.0,121383535460.0,4309020328.0,777701375.0,23425148424.0,43.65,41.6,527423342850.0,612888889.0,13622.22
645,2021/1/0/0,DTA,180598320000.0,1574157477.0,2272268829.0,5244219521.0,45286162887.0,36820000000.0,37815191684.0,4916602096.0,234984162232.0,10.4,9.18,187822252800.0,949444444.0,89244.44
646,2021/1/0/0,DVP,400000000000.0,51695689398.0,59015781427.0,132245662182.0,29207610375.0,911000000000.0,69009009076.0,10528836849.0,96911521862.0,46.5,54.8,1860000000000.0,641777778.0,13877.78
647,2021/1/0/0,DXG,5200346670000.0,711785594528.0,1217294276694.0,2953685634009.0,2337222405434.0,374999025038.0,8325072913271.0,10148666410844.0,11068917492769.0,23.3,21.7,12116807741100.0,180564000000.0,7547988.89
648,2021/1/0/0,DXV,99000000000.0,-1425479124.0,38924199300.0,40591164380.0,3819972112.0,15500000000.0,57945040615.0,37049592081.0,18718208795.0,4.55,4.0,45045000000.0,152444444.0,31577.78
649,2021/1/0/0,ELC,509282430000.0,6343410931.0,96417505976.0,124588457466.0,176742327049.0,24274077269.0,691188927817.0,213929586304.0,541169486472.0,12.05,16.55,613685328150.0,4672666667.0,395977.78
650,2021/1/0/0,EVE,419797730000.0,4548884874.0,125233573801.0,187347805484.0,53214569116.0,562532170083.0,149910875552.0,337193961908.0,172254963945.0,15.35,14.2,644389515550.0,750777778.0,49255.56
651,2021/1/0/0,EVG,1050000000000.0,3649946224.0,212666460238.0,219474929784.0,6499337214.0,0.0,825122169740.0,187165024100.0,220111796225.0,11.55,9.2,1212750000000.0,10891000000.0,870888.89
652,2021/1/0/0,FCM,410000000000.0,4548012234.0,96135012070.0,107528465537.0,64834021246.0,6500000000.0,429880782011.0,180001682091.0,284952956335.0,6.79,6.4,278390000000.0,227222222.0,33411.11
653,2021/1/0/0,FCN,1254390050000.0,17372706221.0,475491159925.0,475491159925.0,282636608045.0,35774195349.0,3942081229032.0,1330568082925.0,3933868792573.0,12.35,11.75,1549171711750.0,20156111111.0,1617633.33
654,2021/1/0/0,FIR,270398640000.0,5869727543.0,12101592796.0,36955572598.0,14521361323.0,0.0,257703956134.0,120441618389.0,178321924624.0,30.15,35.7,815251899600.0,4898000000.0,188711.11
655,2021/1/0/0,FIT,2547302470000.0,14345902113.0,253498278187.0,317710464892.0,57000175312.0,2411824606300.0,431882897592.0,293486184102.0,669150408608.0,10.4,14.9,2649194568800.0,30359444444.0,2897700.0
656,2021/1/0/0,FLC,7099978070000.0,42559574314.0,2378967851851.0,2486648143485.0,280863184429.0,181683449375.0,10348125534960.0,3113216553913.0,13600385624992.0,11.3,10.9,8022975219100.0,354897555556.0,30623755.56
657,2021/1/0/0,FMC,588500000000.0,30919348985.0,893993417613.0,968594987409.0,498517506626.0,9538607055.0,315611231612.0,579047369520.0,672594237680.0,31.45,36.8,1850832500000.0,6031111111.0,191166.67
658,2021/1/0/0,FPT,7839874860000.0,1150702623504.0,4691800715286.0,7586327669954.0,5162685900519.0,14057681981618.0,6051076946319.0,1638474324623.0,22968032691682.0,82.7,110.94,64835765092200.0,202117000000.0,2462711.11
659,2021/1/0/0,FRT,789817920000.0,30927153495.0,4079497989907.0,4664985527008.0,610609611961.0,2042069900364.0,1863288667181.0,2182018749512.0,6316127819392.0,27.6,37.8,2179897459200.0,28757666667.0,1034422.22
660,2021/1/0/0,FTM,500000000000.0,-47475152878.0,20457704093.0,21691203694.0,6290550290.0,220000000.0,794096560911.0,32395161515.0,971947255052.0,2.87,2.73,143500000000.0,2328333333.0,796300.0
661,2021/1/0/0,GAB,138000000000.0,343129154.0,75577788900.0,78705787506.0,6371157574.0,0.0,100891861483.0,8841254968.0,64808670976.0,191.8,194.5,2646840000000.0,199888889.0,1044.44
662,2021/1/0/0,GAS,19139500000000.0,2057439167710.0,14301032879540.0,17570498024861.0,6457577994501.0,21594237927459.0,13439321385786.0,1977431082943.0,11785544853231.0,84.9,96.5,162494355000000.0,78308000000.0,925733.33
663,2021/1/0/0,GDT,171369680000.0,17969228611.0,66875555614.0,100121049989.0,5763842028.0,166500000000.0,33364477427.0,76059721465.0,100665660837.0,51.7,55.6,885981245600.0,5797333333.0,113355.56
664,2021/1/0/0,GEG,2711751880000.0,76510157760.0,129742063573.0,304691590021.0,44618669555.0,0.0,1286075620198.0,152335954389.0,1087590268550.0,17.2,16.1,4664213233600.0,7015000000.0,400211.11
665,2021/1/0/0,GEX,4882440000000.0,291329068869.0,3897860483320.0,4413114515304.0,1171440125549.0,1980723670150.0,6120169744976.0,5043453877727.0,13379497776077.0,26.55,22.4,12962878200000.0,121253222222.0,4618800.0
666,2021/1/0/0,GIL,360000000000.0,71059455992.0,696227405948.0,864190034302.0,448602362371.0,357145959500.0,685787895696.0,557371372595.0,1398526542591.0,76.3,68.1,2746800000000.0,27363111111.0,368055.56
667,2021/1/0/0,GMD,3013779570000.0,171835396462.0,428490557457.0,687470184333.0,385445483470.0,56858559818.0,771491177450.0,64849651118.0,1740966172806.0,34.65,47.3,10442746210050.0,70177777778.0,2084055.56
668,2021/1/0/0,GSP,360000000000.0,14926988951.0,436036935088.0,462887163618.0,30509664824.0,167500000000.0,211257812714.0,15783538627.0,289667974107.0,12.0,11.7,432000000000.0,939555556.0,69100.0
669,2021/1/0/0,GTA,104000000000.0,4437211690.0,109576444645.0,120493543030.0,27165397649.0,324300000000.0,43229737474.0,42548526348.0,335721023224.0,15.2,15.65,158080000000.0,149555556.0,9488.89
670,2021/1/0/0,GTN,2500000000000.0,40582848319.0,450897614160.0,622101098381.0,115928781563.0,2537352120000.0,165915634859.0,240841297226.0,211170240090.0,18.2,16.55,4550000000000.0,12757000000.0,672411.11
671,2021/1/0/0,GVR,40000000000000.0,1216240071198.0,3453444417865.0,4849646919276.0,4658542926895.0,11291352543248.0,2623980112520.0,2488453524415.0,8878789240407.0,25.3,33.5,101200000000000.0,73464333333.0,2982533.33
672,2021/1/0/0,HAG,9274679470000.0,-68756739000.0,213412666000.0,265837454000.0,272554623000.0,0.0,3690557074000.0,249700161000.0,4807977344000.0,5.36,5.04,4971228195920.0,57023333333.0,10711355.56
673,2021/1/0/0,HAH,487827510000.0,85514699229.0,262235767434.0,359006318695.0,344687712117.0,78655250235.0,364550351404.0,54892137141.0,354264637045.0,26.2,48.2,1278108076200.0,34528888889.0,1365666.67
674,2021/1/0/0,HAI,1826827990000.0,1655059333.0,84593761607.0,90286691022.0,1841173987.0,276453768950.0,1866753834354.0,345409017210.0,691814889766.0,4.94,3.56,902453027060.0,35788555556.0,6654266.67
675,2021/1/0/0,HAR,1013501000000.0,9836647.0,3727825050.0,11809682623.0,24692774225.0,0.0,60355612043.0,0.0,51743624453.0,5.5,4.28,557425550000.0,5575000000.0,962555.56
676,2021/1/0/0,HAX,367443990000.0,55564804592.0,1324568300099.0,1436201777992.0,161283939741.0,0.0,294331491551.0,495136187715.0,660560695732.0,25.2,25.74,925958854800.0,19963111111.0,805700.0
677,2021/1/0/0,HBC,2308753980000.0,8963809621.0,2066013478349.0,2263109440017.0,368907035432.0,15107536492.0,10396749347607.0,2681734803761.0,10730729875849.0,15.95,13.3,3682462598100.0,67031666667.0,4142733.33
678,2021/1/0/0,HCD,270000000000.0,1653465101.0,176417354921.0,180519117773.0,2560351446.0,6000000000.0,211402514898.0,135234462705.0,122971596375.0,4.6,7.05,124200000000.0,4868555556.0,972655.56
679,2021/1/0/0,HDC,665158370000.0,78452989645.0,173578168074.0,295887853999.0,38485907853.0,9544123084.0,509777800569.0,1552180879582.0,1469638891911.0,40.35,74.75,2683914022950.0,19612222222.0,487077.78
680,2021/1/0/0,HDG,1542750180000.0,401544220126.0,722707080677.0,1353863397258.0,497816749289.0,185264913300.0,1664277407668.0,1358216706935.0,3523858987275.0,41.2,52.8,6356130741600.0,36601222222.0,929844.44
681,2021/1/0/0,HHP,180000000000.0,7405382267.0,150303546367.0,164957964291.0,6358873397.0,4200000000.0,172862001369.0,56030909063.0,226734111557.0,12.25,10.45,220500000000.0,4699000000.0,366311.11
682,2021/1/0/0,HHS,2747440630000.0,55630361063.0,126691079805.0,137568621164.0,111107032335.0,352150000000.0,41926415616.0,114361380800.0,134432346308.0,6.8,5.95,1868259628400.0,21167222222.0,3051077.78
683,2021/1/0/0,HII,320275000000.0,29499174119.0,1178624871090.0,1282060102783.0,21868184027.0,49656000000.0,785928622469.0,257378545434.0,1042543674428.0,21.8,15.6,698199500000.0,14560333333.0,639055.56
684,2021/1/0/0,HMC,210000000000.0,64686533401.0,1015581352268.0,1116384783934.0,5612363406.0,39500000000.0,349556151004.0,432255618427.0,490604974841.0,23.4,25.2,491400000000.0,9584333333.0,399866.67
685,2021/1/0/0,HNG,11085538950000.0,-161386397000.0,290585455000.0,320040312000.0,4850032000.0,0.0,9009356697000.0,67495422000.0,9518338107000.0,11.1,7.45,12304948234500.0,103152111111.0,8956133.33
686,2021/1/0/0,HPG,33132826590000.0,7005559045968.0,22993832748581.0,31176874687620.0,14018629193714.0,10806768801746.0,8684635872093.0,27750575698018.0,51504077676628.0,59.4,64.29,196808989944600.0,1563714777778.0,27420488.89
687,2021/1/0/0,HPX,2644945820000.0,70513048077.0,149474025683.0,249936052697.0,224170840878.0,263429803286.0,2126357805027.0,2432043341164.0,2648794949774.0,34.2,31.2,9045714704400.0,32031888889.0,961622.22
688,2021/1/0/0,HQC,4766000000000.0,1051848600.0,52553314916.0,73097493031.0,31768956253.0,0.0,2943465464628.0,531262444168.0,2669431606974.0,3.54,3.23,1687164000000.0,108576111111.0,27439022.22
689,2021/1/0/0,HSG,4446252130000.0,572016043955.0,7600738924861.0,9099590947974.0,490523725247.0,5516043836.0,2795071756371.0,4775426848680.0,8273277515152.0,34.9,41.14,15517419933700.0,383533777778.0,12093322.22
690,2021/1/0/0,HSL,171671440000.0,5166457050.0,55156151226.0,61004720960.0,2854503915.0,0.0,100873947563.0,46902509038.0,32738629340.0,7.18,6.4,123260093920.0,1120222222.0,156633.33
691,2021/1/0/0,HT1,3815899110000.0,94725098339.0,1501626140298.0,1741218609856.0,228230113955.0,13884098881.0,512388533479.0,797010206104.0,3680762845530.0,16.35,15.75,6238995044850.0,13757333333.0,827722.22
692,2021/1/0/0,HTI,249492000000.0,14426904520.0,44131536420.0,96988363607.0,37828428487.0,0.0,9618796417.0,9490586929.0,24490869812.0,16.75,16.25,417899100000.0,565000000.0,33644.44
693,2021/1/0/0,HTN,495092010000.0,37752312536.0,1056424724304.0,1159795095478.0,114768594234.0,63081821918.0,3896804127614.0,1168056884118.0,4568593643399.0,39.9,36.7,1975417119900.0,6166777778.0,148055.56
694,2021/1/0/0,HUB,190573160000.0,11559449732.0,57479064049.0,78872686059.0,61362146062.0,103380000000.0,99712517103.0,155503695024.0,210197655291.0,25.1,24.5,478338631600.0,334888889.0,14100.0
695,2021/1/0/0,HVH,369499950000.0,3950919741.0,55760274781.0,70956344602.0,71094229473.0,0.0,170234506707.0,64906302716.0,100338034584.0,10.1,8.19,373194949500.0,2945777778.0,282022.22
696,2021/1/0/0,HVN,14182908470000.0,-4974854690423.0,11329232372653.0,7460147477776.0,1594848267764.0,481926718663.0,3326388645157.0,1592393324213.0,37027577581892.0,27.8,22.75,39428485546600.0,25238777778.0,866733.33
697,2021/1/0/0,IBC,815897350000.0,2449859752.0,322793902559.0,466771849985.0,416177819865.0,0.0,1119635764771.0,50987574660.0,1532357988516.0,24.6,21.4,2007107481000.0,1456666667.0,60288.89
698,2021/1/0/0,ICT,321850000000.0,17201176106.0,585974585852.0,627623119624.0,208287699468.0,20000000000.0,1207517184389.0,293697033827.0,1217126794020.0,19.45,16.8,625998250000.0,2789666667.0,143655.56
699,2021/1/0/0,IDI,2276446080000.0,21111786777.0,1265268209563.0,1370810381326.0,400698247524.0,1071875353560.0,2409600462126.0,1504424738202.0,4086789590091.0,6.32,5.85,1438713922560.0,10560000000.0,1591600.0
700,2021/1/0/0,IJC,2170973230000.0,292017064503.0,999248611714.0,1416043603087.0,436132953793.0,5805000000.0,1426299686987.0,2793699903419.0,1638193388285.0,27.4,24.9,5948466650200.0,38086777778.0,1459111.11
701,2021/1/0/0,ILB,245022450000.0,18292003029.0,81681015755.0,123341542877.0,149389665290.0,11500000000.0,125810072032.0,0.0,283401820932.0,23.8,31.5,583153431000.0,1932111111.0,78244.44
702,2021/1/0/0,IMP,667053700000.0,41855494546.0,172500002448.0,296437024936.0,231417096746.0,63617333342.0,357540244086.0,418195697176.0,208192590219.0,72.6,72.5,4842809862000.0,6448000000.0,89355.56
703,2021/1/0/0,ITA,9384636070000.0,57580454857.0,95575589040.0,177220056394.0,50758170207.0,0.0,2186955338286.0,4017909480481.0,2034538668622.0,7.47,6.23,7010323144290.0,122089555556.0,16353900.0
704,2021/1/0/0,ITC,797262940000.0,22467364207.0,101156432443.0,157635062712.0,24703183236.0,0.0,679717679484.0,1788318805086.0,2069277132334.0,15.65,13.1,1247716501100.0,620222222.0,39411.11
705,2021/1/0/0,KBC,4757111670000.0,714538550877.0,878701649873.0,2001962400892.0,643224785867.0,1996341879595.0,8643205615825.0,11201163948947.0,7733514657104.0,37.6,34.55,17886739879200.0,174907666667.0,4735477.78
706,2021/1/0/0,KDC,2797413560000.0,134910600191.0,1880493804949.0,2322338411873.0,1319708183314.0,795400755574.0,2445814025178.0,1334369245725.0,3476306414297.0,51.2,62.2,14322757427200.0,60872000000.0,1189944.44
707,2021/1/0/0,KDH,5786572190000.0,206696005000.0,478240883000.0,836478893000.0,1378936540000.0,9973272000.0,3554116720000.0,7412999079000.0,3325561885000.0,36.45,44.33,21092055632550.0,216295555556.0,6188100.0
708,2021/1/0/0,KHP,575710160000.0,-76721066259.0,967660014032.0,933510538942.0,61426463916.0,350977000000.0,79246650745.0,92070625793.0,556604036299.0,6.6,6.57,379968705600.0,947111111.0,140144.44
709,2021/1/0/0,KMR,568814430000.0,4432894321.0,87886955751.0,105244928942.0,15047359895.0,0.0,189476212408.0,576721626055.0,497634656674.0,3.72,7.61,211598967960.0,1884111111.0,492777.78
710,2021/1/0/0,KOS,1650313350000.0,8729140605.0,209666193933.0,223033963958.0,80209135245.0,5084456329.0,1104758153868.0,1054423150300.0,545310451562.0,25.7,28.0,4241305309500.0,11047888889.0,428355.56
711,2021/1/0/0,TNT,255000000000.0,7343186693.0,99660253740.0,109486271763.0,7378094860.0,0.0,254388915267.0,25516726835.0,132828842404.0,7.9,9.63,201450000000.0,3370333333.0,425477.78
712,2021/1/0/0,TS4,161606460000.0,-1392409774.0,66359824863.0,67373824863.0,172129787.0,0.0,155367102165.0,655253152136.0,720559637378.0,4.8,3.63,77571100800.0,,41500.0
713,2021/1/0/0,SFG,478973330000.0,2485330129.0,375910481650.0,410560946952.0,70535624960.0,30000000000.0,415581005983.0,413927407225.0,632177932123.0,8.52,9.85,408085277160.0,137111111.0,15677.78
714,2021/1/0/0,LBM,100000000000.0,17799560238.0,117352757588.0,145886502424.0,27218734315.0,0.0,89214289076.0,47428565295.0,123337373140.0,60.5,61.9,605000000000.0,109111111.0,1811.11
715,2021/1/0/0,LCG,1172485100000.0,57449003769.0,368455345272.0,470244242666.0,214039446589.0,38745000000.0,2714915908892.0,604119908892.0,3041858202365.0,13.95,13.1,1635616714500.0,31217666667.0,2353466.67
716,2021/1/0/0,LCM,246330000000.0,1091791839.0,1946932000.0,2209161000.0,4386215316.0,0.0,48395847542.0,17605090741.0,25122886056.0,2.57,2.3,63306810000.0,1100777778.0,423288.89
717,2021/1/0/0,LDG,2402124510000.0,307962460.0,5866374244.0,37016064943.0,157388467525.0,0.0,2780156386770.0,1112199116348.0,2556394123055.0,7.51,5.94,1803995507010.0,46247222222.0,5944766.67
718,2021/1/0/0,LGL,515000000000.0,1938281583.0,26325116783.0,32733157045.0,5385894786.0,5320623800.0,642145883169.0,387395189296.0,825448297430.0,6.24,6.02,321360000000.0,303666667.0,46833.33
719,2021/1/0/0,LHG,500120100000.0,32668614359.0,53055471682.0,110234020168.0,179596175834.0,900705052677.0,302051493890.0,682902596127.0,1088101936289.0,36.2,51.2,1810434762000.0,19226555556.0,534277.78
720,2021/1/0/0,LIX,324000000000.0,44155767650.0,554804257071.0,699024333350.0,22710401743.0,0.0,185076365958.0,299161174250.0,363127476503.0,57.6,59.9,1866240000000.0,4049555556.0,69911.11
721,2021/1/0/0,LSS,700000000000.0,4644928161.0,466250795078.0,518700880361.0,51784500630.0,0.0,387705767158.0,673977594100.0,1123443995278.0,11.65,10.25,815500000000.0,4960111111.0,419311.11
722,2021/1/0/0,MCG,575100000000.0,148718111.0,14817747214.0,17155924023.0,5706353033.0,3299624609.0,348837046347.0,319993907404.0,527675013824.0,3.1,2.86,178281000000.0,344222222.0,102388.89
723,2021/1/0/0,MHC,414069640000.0,102592035159.0,3885063129.0,3693551089.0,147278084529.0,394602466882.0,464062423129.0,0.0,155046656153.0,11.1,8.73,459617300400.0,16468666667.0,1445777.78
724,2021/1/0/0,MSH,500094000000.0,92059047798.0,-729125649823.0,944754305278.0,151417400462.0,778024121696.0,475142266749.0,690623686595.0,1185121960756.0,53.7,69.8,2685504780000.0,2943444444.0,57144.44
725,2021/1/0/0,MSN,11746832000000.0,342731000000.0,15662741000000.0,19976861000000.0,7117888000000.0,550850000000.0,8921369000000.0,12630593000000.0,37773997000000.0,95.6,136.2,112299713920000.0,295823333333.0,2960988.89
726,2021/1/0/0,MWG,4661242270000.0,1338632983354.0,23803198263371.0,30828143814873.0,2203952214497.0,12622967473973.0,1738733670248.0,23252975952139.0,31804171997150.0,142.0,169.9,66189640234000.0,198313444444.0,1391244.44
727,2021/1/0/0,NAF,599267850000.0,11599390857.0,250665133558.0,303951451440.0,59771809392.0,200000000.0,730743060875.0,163800157303.0,575224835070.0,23.8,32.0,1426257483000.0,3765222222.0,177277.78
728,2021/1/0/0,NCT,261669400000.0,51200547963.0,86505148974.0,166090564785.0,94901176265.0,185810000000.0,53344524348.0,4532852066.0,54166003090.0,71.4,74.6,1868319516000.0,1216888889.0,17077.78
729,2021/1/0/0,NHA,241449650000.0,603445578.0,23016619513.0,25602979091.0,7081456761.0,0.0,76574129437.0,26579605966.0,58961797337.0,30.75,23.7,742457673750.0,6045222222.0,184055.56
730,2021/1/0/0,NHH,364400000000.0,11686648424.0,417003476126.0,488419436118.0,75620234009.0,0.0,477168910618.0,242821051206.0,804629656298.0,65.0,43.9,2368600000000.0,25724555556.0,417811.11
731,2021/1/0/0,NKG,1819998680000.0,318787624220.0,4242450570695.0,4852538198312.0,737011697576.0,387749095014.0,2062287644597.0,3500261674250.0,6116164264307.0,28.1,34.55,5114196290800.0,132589777778.0,5013755.56
732,2021/1/0/0,NLG,2852706600000.0,366306557365.0,195648416414.0,235764175742.0,1346887027663.0,89356902901.0,1918161199299.0,13521565381376.0,6554713090323.0,38.4,43.14,10954393344000.0,89633555556.0,2481733.33
733,2021/1/0/0,NNC,219200000000.0,12453235995.0,38489861107.0,57883293204.0,114826685068.0,129989.0,14471972261.0,71772799779.0,74899479068.0,27.0,23.6,591840000000.0,1473666667.0,50511.11
734,2021/1/0/0,NSC,175869880000.0,33959526222.0,164321899154.0,245371651363.0,146728063129.0,5300000000.0,297215549689.0,472321286672.0,565619654146.0,74.2,79.1,1304954509600.0,767114322.0,10292.67
735,2021/1/0/0,NT2,2878760290000.0,114915922521.0,1501662523693.0,1649693734539.0,61574130923.0,490790416.0,2214422687367.0,313926503054.0,2761681781451.0,20.7,18.6,5959033800300.0,11391222222.0,541000.0
736,2021/1/0/0,NTL,609899500000.0,13321250512.0,28563917518.0,50005348029.0,175229998169.0,0.0,249574638847.0,1229410274753.0,569296237606.0,24.5,30.8,1494253775000.0,15760777778.0,641533.33
737,2021/1/0/0,NVL,10728120350000.0,701224970739.0,2789464202494.0,4506616787483.0,12556238887122.0,1011977986695.0,16818356520514.0,90041733042123.0,35418652059614.0,135.7,104.6,145580593149500.0,276656444444.0,2321966.67
738,2021/1/0/0,NVT,905000000000.0,-1576302325.0,27847865492.0,42880848675.0,12230319760.0,9200000000.0,160014004901.0,11675699501.0,137604148022.0,9.0,9.2,814500000000.0,157111111.0,17633.33
739,2021/1/0/0,SBA,604882610000.0,28664793339.0,29539780464.0,73792171128.0,7756330300.0,0.0,69186971089.0,2730797135.0,138565291323.0,16.3,15.6,985958654300.0,284111111.0,17611.11
740,2021/1/0/0,OGC,3000000000000.0,-26362531296.0,83748331499.0,101898384468.0,257570346380.0,273409896915.0,936761609707.0,279753436629.0,1281848477566.0,6.36,5.0,1908000000000.0,3168000000.0,477688.89
741,2021/1/0/0,PAC,464717070000.0,40181147898.0,756264582992.0,881118579076.0,113808579542.0,757684686862.0,335708078930.0,598415245192.0,1664316000007.0,35.0,39.4,1626509745000.0,1864222222.0,55077.78
742,2021/1/0/0,PAN,2163585800000.0,50238699350.0,1304649623639.0,1680073942947.0,2676966884678.0,890752632747.0,1613047596777.0,1586843320482.0,4328358498282.0,25.1,25.6,5430600358000.0,17856239833.0,687920.67
743,2021/1/0/0,PC1,1911881590000.0,79916062117.0,1360626379173.0,1548344223645.0,1331632504751.0,66542102771.0,3033796489643.0,976872843586.0,5246179557649.0,26.2,26.6,5009129765800.0,13927888889.0,544700.0
744,2021/1/0/0,PDR,4357862410000.0,251072175109.0,201143044114.0,586111954007.0,7799271377.0,12180299200.0,2537316231204.0,10632120431952.0,4073405727233.0,71.8,93.6,31289452103800.0,306944000000.0,4104788.89
745,2021/1/0/0,PET,866001240000.0,64704933317.0,4013811012104.0,4212851130099.0,1482384862228.0,212495261136.0,2115333011201.0,1206104789681.0,4429023285783.0,21.05,22.45,1822932610200.0,30295111111.0,1480966.67
746,2021/1/0/0,PGC,603426380000.0,736214873615.0,34853306068986.0,38247060753902.0,9637237339038.0,9227959098575.0,9821370405165.0,10411846490518.0,36442182178565.0,17.0,17.1,1025824846000.0,759777778.0,44600.0
747,2021/1/0/0,PHC,257482600000.0,3557855489.0,235893817324.0,261708659987.0,86424559452.0,60636083957.0,1138193552530.0,401020953341.0,1537512597305.0,14.8,19.25,381074248000.0,4834000000.0,350788.89
748,2021/1/0/0,PHR,1354991980000.0,88407747334.0,218468424364.0,280094494475.0,73166429537.0,1828609538341.0,236634569676.0,362862863104.0,719743567537.0,51.2,51.0,6937558937600.0,30123111111.0,577522.22
749,2021/1/0/0,PLP,400000000000.0,9177765703.0,423742692936.0,459956580611.0,7656346841.0,10346280000.0,492651335148.0,257151809272.0,758642388871.0,9.99,9.64,399600000000.0,3436333333.0,344777.78
750,2021/1/0/0,PLX,12938780810000.0,736214873615.0,34853306068986.0,38247060753902.0,9637237339038.0,9227959098575.0,9821370405165.0,10411846490518.0,36442182178565.0,50.8,52.7,65729006514800.0,74281666667.0,1465988.89
751,2021/1/0/0,PME,750116250000.0,89381668030.0,313796962591.0,557379741876.0,11734801989.0,0.0,895962843151.0,599443218339.0,540166951190.0,78.0,86.5,5850906750000.0,191111111.0,2511.11
752,2021/1/0/0,PMG,463362780000.0,4992892828.0,300652519561.0,364419992374.0,39123931907.0,89300000000.0,218893769212.0,53206132458.0,646533202139.0,24.05,14.2,1114387485900.0,202444444.0,8511.11
753,2021/1/0/0,PNJ,2276123620000.0,512612208810.0,5856651852958.0,7181771463337.0,213388374979.0,0.0,120418640082.0,6420735030803.0,2374110981390.0,96.0,95.6,21850786752000.0,68329222222.0,716166.67
