Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua
0,2021/1/0/0,53622878987.0,1113405136937.0,1369723342798.0,191007309544.0,1067035512749.0,1240978540655.0,233181305250.0,1991381858322.0,999998660000.0,999998660000.0,34.7
1,2020/4/0/0,88069138863.0,1243178955424.0,1545942754439.0,361121297294.0,1068908783002.0,1263668562716.0,202116158012.0,2008379586466.0,999998660000.0,999998660000.0,32.45
2,2020/3/0/0,65484871583.0,1020136833338.0,1245704430321.0,330707088170.0,1090522459105.0,1271934998656.0,197580032574.0,1888453492507.0,999998660000.0,999998660000.0,33.7
3,2020/2/0/0,42758943573.0,864266805852.0,1058027837518.0,296052802088.0,1199834894357.0,1268324795568.0,216896132171.0,1884668052648.0,999998660000.0,999998660000.0,30.5
4,2020/1/0/0,44412658215.0,970137083858.0,1214088949416.0,213071320633.0,1131420894357.0,1268300836139.0,182314153936.0,1663712466552.0,999998660000.0,999998660000.0,28.25
5,2019/4/0/0,,,,,,,,,,,31.0
6,2019/3/0/0,85190171427.0,1888085871956.0,2294828620984.0,213719555215.0,1141836173261.0,1296032088612.0,199335194564.0,1686308313163.0,999998660000.0,999998660000.0,38.8
7,2019/2/0/0,67855629047.0,943257816403.0,1193295402275.0,213225384054.0,1142276173261.0,1372228578079.0,165725116211.0,1709516099323.0,999998660000.0,999998660000.0,36.95
8,2019/1/0/0,21538363441.0,916595697024.0,1106868534425.0,233765878928.0,411846571499.0,1413978199972.0,201649141773.0,1920681619739.0,720552100000.0,720552100000.0,28.9
9,2018/4/0/0,42520801265.0,1080172454155.0,1323755368996.0,431260569910.0,224007612595.0,1282894621884.0,213663470321.0,1809968486898.0,720552100000.0,720552100000.0,26.5
10,2018/3/0/0,62271598351.0,1223634152334.0,1452396920437.0,192927334215.0,224034612595.0,1343999630251.0,266750416804.0,1877812130189.0,720552100000.0,720552100000.0,19.5
11,2018/2/0/0,60181001253.0,1059809629397.0,1256552752677.0,138975968531.0,210787777537.0,1284341439556.0,225943633190.0,1726815155323.0,,720552100000.0,20.6
12,2018/1/0/0,48578177915.0,1009479599514.0,1202209129418.0,208246625003.0,201448886501.0,1059685817529.0,323355777850.0,1635003844423.0,673419530000.0,673419530000.0,24.7
13,2017/4/0/0,30016433918.0,855273987278.0,1045576167677.0,165550542660.0,179775420502.0,1023052732290.0,170443206364.0,1428123733988.0,673419530000.0,673419530000.0,28.0
14,2017/3/0/0,61506644989.0,1199316517026.0,1417213844838.0,356219770300.0,167775000000.0,1008542206930.0,237914518961.0,1647550189720.0,673419530000.0,673419530000.0,21.0
15,2017/2/0/0,84479435300.0,1131942841177.0,1354581486287.0,124458227795.0,167715000000.0,992019107360.0,199914620954.0,1300423658218.0,673419530000.0,673419530000.0,18.0
16,2017/1/0/0,34545972267.0,900207022043.0,1040355698630.0,164515465646.0,226715000000.0,841347666119.0,193756514915.0,1294824345115.0,673419530000.0,673419530000.0,14.4
17,2016/4/0/0,32214334737.0,911611785634.0,1070106408331.0,124827048776.0,241116237505.0,653288000188.0,197088430446.0,1096860718031.0,673419530000.0,673419530000.0,15.4
18,2016/3/0/0,53555090912.0,1005685224746.0,1163880008976.0,159841777560.0,241923237505.0,805029377634.0,192696271518.0,1201999634734.0,673419530000.0,673419530000.0,15.8
19,2016/2/0/0,41697228644.0,1021905371172.0,1168214812883.0,129243914453.0,240908237505.0,836247985187.0,197349203533.0,1155455394555.0,673419530000.0,673419530000.0,14.5
20,2016/1/0/0,28244071265.0,859328681710.0,987306802380.0,131291825753.0,252991237505.0,770156903881.0,249384660243.0,1073959012439.0,673419530000.0,673419530000.0,14.9
21,2015/4/0/0,26012463717.0,833904355127.0,970101719584.0,88801677000.0,238980223937.0,732525865488.0,212259068457.0,978443606895.0,673419530000.0,673419530000.0,14.3
22,2015/3/0/0,53432222843.0,916995553724.0,1075364084123.0,168926991161.0,238968986432.0,589761881626.0,196475477507.0,881118433617.0,673419530000.0,673419530000.0,14.3
23,2015/2/0/0,41490933663.0,753665038763.0,885136040601.0,120161112316.0,238845000000.0,515261034852.0,221225464787.0,825834283065.0,673419530000.0,673419530000.0,14.8
24,2015/1/0/0,19414029455.0,661837059554.0,756778910400.0,368550513081.0,,597126467108.0,195860295216.0,791906759887.0,673419530000.0,673419530000.0,11.7
25,2014/4/0/0,23434345901.0,812399200126.0,936024085172.0,70093932765.0,4386471763.0,653914748808.0,136313301358.0,788820531265.0,0.0,673419530000.0,9.1
26,2014/3/0/0,42718602977.0,699940615709.0,842396216379.0,104938005269.0,916074763.0,547882282188.0,161593946793.0,706796544388.0,0.0,673419530000.0,9.4
27,2014/2/0/0,33848001956.0,690103688707.0,803020393419.0,59124412011.0,13148488377.0,479706510440.0,129074564132.0,600723360896.0,0.0,673419530000.0,7.0
28,2014/1/0/0,12223590074.0,541298384219.0,635238878184.0,74707571078.0,14096894763.0,449295998793.0,254144763196.0,773198712246.0,0.0,673419530000.0,7.0
29,2013/4/0/0,-1676097323.0,726520567584.0,836462450732.0,99335628636.0,14104438205.0,549767457133.0,118783818460.0,818325556256.0,0.0,673419530000.0,4.6
30,2013/3/0/0,30350721568.0,708679864807.0,825069276491.0,145040253307.0,20743838311.0,475506163816.0,169440256802.0,784262532436.0,0.0,673419530000.0,4.0
31,2013/2/0/0,6481516804.0,590051108689.0,687824984456.0,56250966338.0,20617438311.0,519314365972.0,137999966531.0,747484736176.0,0.0,673416140000.0,3.6
32,2013/1/0/0,-6714478707.0,481238537255.0,559842510104.0,50443394456.0,20163938311.0,529423293123.0,213929138552.0,876020818923.0,0.0,673416140000.0,4.6
33,2012/4/0/0,4089245117.0,650510511612.0,767772822951.0,47065423145.0,21560138311.0,559264198710.0,266356436565.0,870460389526.0,0.0,673419530000.0,5.5
34,2012/3/0/0,5723245837.0,711633769221.0,806244036298.0,85886310842.0,87018993892.0,521315093869.0,296971638742.0,970185452515.0,0.0,673419530000.0,3.8
35,2012/2/0/0,12667223700.0,1120797292772.0,1281901622114.0,46900645928.0,14702293892.0,583402769491.0,298373998343.0,915517558928.0,0.0,673419530000.0,4.5
36,2012/1/0/0,-3709054934.0,474672039183.0,530816499869.0,28921012148.0,24495071326.0,460669802695.0,389506428452.0,812684578123.0,0.0,673484744541.0,7.5
37,2011/4/0/0,-63511332294.0,661827487182.0,690109935895.0,65969789443.0,17915424495.0,534353454367.0,320603077927.0,756825079535.0,0.0,673419530000.0,6.0
38,2011/3/0/0,3334919413.0,611058565280.0,685556323497.0,61700326070.0,21349025000.0,611772887883.0,442856536040.0,861686563227.0,0.0,673419530000.0,8.0
39,2011/2/0/0,2207854067.0,631891872484.0,718997802331.0,38391314496.0,4099025000.0,710463032655.0,257252361525.0,713538626217.0,0.0,635362670000.0,8.5
40,2011/1/0/0,5869092351.0,727106867289.0,821418753039.0,73574380795.0,12830225000.0,665776384117.0,428386176443.0,892978195233.0,0.0,635362670000.0,13.7
41,2010/4/0/0,32726496660.0,852294362338.0,977299817151.0,128164179845.0,94405225000.0,937321299101.0,358084258357.0,1179420562436.0,0.0,635362670000.0,18.3
42,2010/3/0/0,8531926907.0,819025762292.0,910554401698.0,83909387898.0,1408225000.0,1235568256221.0,368411036397.0,1365872440812.0,0.0,635362670000.0,17.1
43,2010/2/0/0,17801908260.0,869877092508.0,980023631565.0,74967317408.0,1405225000.0,1086512664655.0,694424834597.0,1561875772719.0,0.0,635362670000.0,23.7
44,2010/1/0/0,10822791356.0,547906256712.0,630312021807.0,74412325842.0,7988740000.0,1059554978678.0,708836008572.0,1428306013917.0,0.0,635362670000.0,29.4
45,2009/4/0/0,91292199789.0,1140169229793.0,1317543109920.0,158780929264.0,4988740000.0,1019556326610.0,455153839507.0,1168515815056.0,0.0,635362670000.0,26.0
46,2009/3/0/0,6129486268.0,780355924861.0,867181924639.0,134412833990.0,10397900000.0,716659050231.0,403171725772.0,851533915126.0,0.0,635362670000.0,
47,2009/2/0/0,23021784428.0,635939149266.0,728484618406.0,,,,,,0.0,,
48,2009/1/0/0,2282773625.0,432782817361.0,495395398778.0,,,,,,0.0,,
49,2008/4/0/0,,,,,,,,,0.0,,
50,2008/3/0/0,,,,,,,,,0.0,,
51,2008/2/0/0,,,,,,,,,0.0,,
52,2008/1/0/0,,,,,,,,,0.0,,
