Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua
0,2021/1/0/0,172940543766.0,782151381190.0,1016996634155.0,103675475768.0,9012854795.0,737854722698.0,553071055376.0,1066365846158.0,559957830000.0,559957830000.0,94.3
1,2020/4/0/0,154446818535.0,681789067805.0,865771288836.0,202090986015.0,9012854795.0,555435275140.0,314660752706.0,735992336035.0,559957830000.0,559957830000.0,65.8
2,2020/3/0/0,68495585816.0,595155701807.0,701618655606.0,72749258150.0,8500000000.0,462814407406.0,344931673434.0,637900487592.0,559957830000.0,559957830000.0,48.0
3,2020/2/0/0,78939153776.0,553795290592.0,649355455364.0,52560214817.0,8500000000.0,453236542325.0,405363395978.0,774734915574.0,559957830000.0,559957830000.0,45.0
4,2020/1/0/0,89175080077.0,508613274134.0,670825124383.0,97723944420.0,8000000000.0,456882627328.0,263413783931.0,588885621254.0,559957830000.0,559957830000.0,37.3
5,2019/4/0/0,105227752210.0,499643655126.0,662916300172.0,156334923342.0,8000000000.0,391691411004.0,310778358100.0,559292544452.0,559957830000.0,559957830000.0,39.0
6,2019/3/0/0,29898520991.0,272770083183.0,330734751324.0,45414972322.0,8017104347.0,355159650527.0,393426854568.0,490858210859.0,447975260000.0,447975260000.0,38.0
7,2019/2/0/0,25272830402.0,186313302656.0,230887505156.0,52501195049.0,8017104347.0,269822547058.0,437719414052.0,537835721664.0,447975260000.0,447975260000.0,34.9
8,2019/1/0/0,21188512602.0,167797238964.0,205347549899.0,64758003340.0,7860086583.0,160328731147.0,368655601101.0,380385093160.0,447975260000.0,447975260000.0,39.55
9,2018/4/0/0,30460559020.0,199630118000.0,247207181770.0,28532090163.0,7860086583.0,166573535963.0,337191340035.0,394662049216.0,413515490000.0,413515490000.0,31.0
10,2018/3/0/0,39516814500.0,184930269990.0,245044382763.0,29538945426.0,7712002908.0,175309274631.0,374352081456.0,421049353920.0,344597690000.0,344597690000.0,40.1
11,2018/2/0/0,40745126813.0,180735904936.0,240675540569.0,29474921931.0,7712002908.0,158971283192.0,325082459673.0,373491416025.0,344597690000.0,344597690000.0,38.2
12,2018/1/0/0,23393377977.0,156737911558.0,193726599362.0,74259137503.0,7562946838.0,153388966197.0,230150439034.0,275905029870.0,344597690000.0,344597690000.0,43.9
13,2017/4/0/0,35034451722.0,183449700437.0,235038106096.0,111181973880.0,7562946838.0,164282098350.0,227867973837.0,330910372340.0,344597690000.0,344597690000.0,42.5
14,2017/3/0/0,15960726656.0,183739592337.0,213986170965.0,17972337663.0,15411646229.0,241138556384.0,113381336889.0,189815764325.0,255846030000.0,255846030000.0,36.0
15,2017/2/0/0,15694583437.0,173255407500.0,200817442672.0,62352623586.0,15411646229.0,279492340308.0,127145171480.0,164983019813.0,255846030000.0,255846030000.0,32.4
16,2017/1/0/0,13564588921.0,137712898053.0,160183025878.0,62622592820.0,15270428038.0,267828994004.0,67854020084.0,91807259454.0,255846030000.0,255846030000.0,32.5
17,2016/4/0/0,24682187034.0,160789459852.0,194606481689.0,34695484012.0,65270428038.0,260161627741.0,55931419134.0,108462100605.0,255846030000.0,255846030000.0,35.6
18,2016/3/0/0,22288717455.0,163282058607.0,197024605496.0,12735074565.0,55000000000.0,259415408125.0,86908094627.0,136360697938.0,255846030000.0,255846030000.0,38.1
19,2016/2/0/0,20412335757.0,107844764008.0,136351226384.0,92205440107.0,55000000000.0,124822048237.0,108876199879.0,108462861200.0,232588880000.0,232588880000.0,40.1
20,2016/1/0/0,18342723976.0,112721328025.0,140139276853.0,113739085918.0,55000000000.0,98059260831.0,78681762397.0,96722780167.0,232588880000.0,232588880000.0,35.9
21,2015/4/0/0,27515752357.0,138782561550.0,172661476031.0,1749061597.0,5000000000.0,97223029969.0,57753216349.0,107964481404.0,172588880000.0,172588880000.0,29.9
22,2015/3/0/0,15979930545.0,127312419176.0,157023439471.0,3101260376.0,5000000000.0,100707964406.0,71755355094.0,113320094415.0,172588880000.0,172588880000.0,27.5
23,2015/2/0/0,21063326184.0,130478993442.0,161208094523.0,7576860110.0,5000000000.0,99169542289.0,82524431214.0,137626694758.0,156899990000.0,156899990000.0,25.6
24,2015/1/0/0,12506710501.0,126024909372.0,149143744616.0,876117586.0,5000000000.0,104471757940.0,94105937318.0,159156657985.0,,,20.9
25,2014/4/0/0,9544391410.0,128307108216.0,152576757326.0,6580486914.0,5000000000.0,92740921291.0,83898959962.0,162475510483.0,0.0,156899990000.0,20.9
26,2014/3/0/0,12085199930.0,118538831770.0,141390831761.0,2802710633.0,,80833896999.0,82743333445.0,162737905929.0,0.0,149999080000.0,23.5
27,2014/2/0/0,12276591139.0,119928405161.0,144960224786.0,6160734826.0,,91581878427.0,78333141269.0,191927304793.0,0.0,149999080000.0,16.2
28,2014/1/0/0,9199506974.0,84981729150.0,103826940674.0,6053004247.0,,87798362317.0,60014491733.0,171057048032.0,0.0,149999080000.0,14.0
29,2013/4/0/0,9347679566.0,110944874023.0,135569285893.0,5267716994.0,,99084018999.0,43950450248.0,159537333294.0,0.0,149999080000.0,11.3
30,2013/3/0/0,10561983563.0,96904434027.0,120116228958.0,3453167620.0,,118422464822.0,47965784176.0,158022707641.0,0.0,149999080000.0,8.9
31,2013/2/0/0,1672105011.0,82436665441.0,102365516215.0,2983453164.0,,122830071156.0,49962977637.0,178141799531.0,0.0,149999080000.0,7.7
