Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua
0,2021/1/0/0,6159083462.0,78797999594.0,135139351627.0,717129387259.0,2000000000.0,2485980664524.0,2049273548878.0,4470976291589.0,1999999000000.0,1999999000000.0,35.0
1,2020/4/0/0,215430427105.0,888271820186.0,1239080302227.0,1030551891906.0,4000000000.0,2553084558838.0,1785069207984.0,4045612040605.0,1999999000000.0,1999999000000.0,33.5
2,2020/3/0/0,68151313134.0,196958282310.0,376480411883.0,441136539992.0,4000000000.0,3647334201429.0,2533198912829.0,4196373553344.0,1600000000000.0,1600000000000.0,33.25
3,2020/2/0/0,26195679659.0,308710755862.0,469389973571.0,624027594040.0,6000000000.0,3645426580729.0,1950690406239.0,3619821877691.0,1600000000000.0,1600000000000.0,42.25
4,2020/1/0/0,2324496655.0,65407018007.0,79647205405.0,802983336000.0,15526889101.0,3337151486185.0,2139323103313.0,3320678651937.0,1600000000000.0,1600000000000.0,42.1
5,2019/4/0/0,480993692838.0,1665528570014.0,2334888415782.0,650500398617.0,15200000000.0,3382989401206.0,2146808980567.0,3491428507672.0,1600000000000.0,1600000000000.0,42.3
6,2019/3/0/0,22047864106.0,171393893282.0,250131241836.0,580845322713.0,,1805707263503.0,3175494527512.0,2460197760978.0,1600000000000.0,1600000000000.0,41.1
7,2019/2/0/0,19708946125.0,374245208454.0,469874441189.0,386120660148.0,,1895866107996.0,2994654014889.0,2255891700509.0,1600000000000.0,1600000000000.0,42.2
8,2019/1/0/0,2131456313.0,1456882276.0,2062440398.0,132129653539.0,17200000000.0,1533941578422.0,2127901153260.0,2500732661671.0,1600000000000.0,1600000000000.0,41.85
9,2018/4/0/0,309231859344.0,-223969311487.0,-3122478682.0,95356703552.0,22200000000.0,1627394106681.0,2135618082215.0,2692490417870.0,1600000000000.0,,41.2
10,2018/3/0/0,120596912455.0,27455604260.0,210106472245.0,39951818353.0,22200000000.0,1265931727939.0,1062330436457.0,1204088666254.0,1600000000000.0,1600000000000.0,43.2
11,2018/2/0/0,454510930.0,5568659649.0,36663082312.0,69690265084.0,22200000000.0,988230343987.0,1178552002890.0,1198254413209.0,1600000000000.0,1600000000000.0,41.25
12,2018/1/0/0,5568174030.0,8549355004.0,14618098411.0,82399536712.0,27200000000.0,1111922193294.0,1148926763287.0,1216359983366.0,1600000000000.0,1600000000000.0,42.5
13,2017/4/0/0,165566468302.0,119965950260.0,208153525787.0,325678854884.0,22200000000.0,1052138872856.0,1138843062890.0,1377653519244.0,1600000000000.0,1600000000000.0,35.8
14,2017/3/0/0,13499199429.0,64879929426.0,129616024751.0,191748780839.0,22200000000.0,839784401680.0,1256647745106.0,1448772475044.0,1600000000000.0,1600000000000.0,
15,2017/2/0/0,,,,,,,,,,,
16,2017/1/0/0,0.0,,,,,,,,,,
17,2016/4/0/0,,,,,,,,,,,
18,2016/3/0/0,,,,,,,,,,,
19,2016/2/0/0,,,,,,,,,,,
20,2016/1/0/0,,,,,,,,,,,
21,2015/4/0/0,,,,,,,,,0.0,,
22,2015/3/0/0,,,,,,,,,0.0,,
23,2015/2/0/0,,,,,,,,,0.0,,
24,2015/1/0/0,,,,,,,,,0.0,,
25,2014/4/0/0,,,,,,,,,0.0,,
26,2014/3/0/0,,,,,,,,,0.0,,
27,2014/2/0/0,,,,,,,,,0.0,,
28,2014/1/0/0,,,,,,,,,0.0,,
29,2013/4/0/0,,,,,,,,,0.0,,
30,2013/3/0/0,,,,,,,,,0.0,,
31,2013/2/0/0,,,,,,,,,0.0,,
32,2013/1/0/0,,,,,,,,,0.0,,
33,2012/4/0/0,,,,,,,,,0.0,,
34,2012/3/0/0,,,,,,,,,0.0,,
35,2012/2/0/0,,,,,,,,,0.0,,
36,2012/1/0/0,,,,,,,,,0.0,,
37,2011/4/0/0,,,,,,,,,0.0,,
38,2011/3/0/0,,,,,,,,,0.0,,
39,2011/2/0/0,,,,,,,,,0.0,,
40,2011/1/0/0,0.0,,,,,,,,0.0,,
41,2010/4/0/0,,,,,,,,,0.0,,
42,2010/3/0/0,,,,,,,,,0.0,,
43,2010/2/0/0,,,,,,,,,0.0,,
44,2010/1/0/0,,,,,,,,,0.0,,
45,2009/4/0/0,,,,,,,,,0.0,,
46,2009/3/0/0,,,,,,,,,0.0,,
47,2009/2/0/0,,,,,,,,,0.0,,
48,2009/1/0/0,,,,,,,,,0.0,,
49,2008/4/0/0,0.0,,,,,,,,0.0,,
50,2008/3/0/0,,,,,,,,,0.0,,
51,2008/2/0/0,0.0,,,,,,,,0.0,,
52,2008/1/0/0,,,,,,,,,0.0,,
