Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua
0,2021/1/0/0,70116714453.0,454993817898.0,567006300085.0,126521949647.0,26000000000.0,108415349413.0,458128712879.0,634066966793.0,707269440000.0,707269440000.0,32.7
1,2020/4/0/0,68387245041.0,469196040880.0,568997532908.0,95106312655.0,26000000000.0,97669845258.0,400542739062.0,569421548950.0,707269440000.0,707269440000.0,24.95
2,2020/3/0/0,20108290292.0,287566696053.0,327748192203.0,106227166369.0,,97986137828.0,443946942655.0,700680761114.0,707269440000.0,707269440000.0,17.5
3,2020/2/0/0,2860332043.0,231959472156.0,252181638889.0,133246139246.0,45000000000.0,46126443981.0,478759022342.0,775668705809.0,707269440000.0,707269440000.0,14.7
4,2020/1/0/0,52035161099.0,521686877944.0,616738974639.0,199575609357.0,65000000000.0,122305868532.0,432357375638.0,743893340411.0,707269440000.0,707269440000.0,16.35
5,2019/4/0/0,53397455400.0,479600789826.0,575511504249.0,150025727572.0,80000000000.0,98301705083.0,522572287148.0,821208497416.0,707269440000.0,707269440000.0,17.2
6,2019/3/0/0,51574186239.0,474654969109.0,554257889534.0,144385283197.0,60000000000.0,151403377063.0,555844659120.0,922926789029.0,707269440000.0,707269440000.0,18.45
7,2019/2/0/0,53829708082.0,399061173279.0,493984307852.0,274910300526.0,15000000000.0,115167076662.0,554992043365.0,1005325892972.0,707269440000.0,707269440000.0,21.15
8,2019/1/0/0,51889137226.0,521569839613.0,605224905775.0,157017356687.0,30000000000.0,113326032734.0,507882091153.0,865397528933.0,599377980000.0,599377980000.0,22.1
9,2018/4/0/0,48269673668.0,546085255596.0,626816072155.0,198073601955.0,,68507261973.0,498721481008.0,846600353851.0,599377980000.0,599377980000.0,17.7
10,2018/3/0/0,46764669251.0,497124774798.0,588902766728.0,239923938013.0,,166947027237.0,512752749967.0,993003874776.0,599377980000.0,599377980000.0,19.5
11,2018/2/0/0,43278045388.0,517605105178.0,602998572251.0,261457395140.0,,71391125023.0,453992036522.0,848469817526.0,599377980000.0,599377980000.0,14.15
12,2018/1/0/0,40099699674.0,512010935328.0,588985956538.0,89578712483.0,,167447380010.0,352275348346.0,730085063400.0,599377980000.0,599377980000.0,15.0
13,2017/4/0/0,31014228511.0,491767926180.0,559548119485.0,116615724965.0,,64560494094.0,398105415555.0,730782662098.0,599377980000.0,599377980000.0,16.75
14,2017/3/0/0,17795529365.0,467519531751.0,513474146570.0,141327341868.0,,163531692945.0,398616935603.0,824388020933.0,599377980000.0,599377980000.0,17.6
15,2017/2/0/0,23535674063.0,418667337520.0,470151901248.0,159443409895.0,,139318637451.0,424758698755.0,840217982384.0,535160240000.0,535160240000.0,15.7
16,2017/1/0/0,25034513792.0,395849446019.0,447553924050.0,147872506359.0,,150581433070.0,349388704515.0,739800395994.0,535160240000.0,535160240000.0,18.0
17,2016/4/0/0,-13989357961.0,361434110762.0,392231149166.0,86636201959.0,,87658049615.0,398537790133.0,676880609100.0,535160240000.0,535160240000.0,21.45
18,2016/3/0/0,7226602687.0,276317716214.0,307057054082.0,14126831031.0,,95484351071.0,362687105193.0,534982535015.0,535160240000.0,535160240000.0,20.35
19,2016/2/0/0,29225717862.0,345581591601.0,401233156900.0,16809384573.0,,141711364509.0,266140702164.0,470066409556.0,535160240000.0,535160240000.0,20.8
20,2016/1/0/0,2897232196.0,248339557417.0,262280067934.0,18115892276.0,,96368192568.0,270244774154.0,322672162936.0,465358350000.0,465358350000.0,27.2
21,2015/4/0/0,10237635396.0,83834615628.0,110165466284.0,6582910835.0,,30246099494.0,355874899088.0,401491931626.0,,465358350000.0,28.8
22,2015/3/0/0,7010044180.0,250524574096.0,294925468787.0,2828821108.0,,68525708642.0,280455352089.0,340225167693.0,,423053360000.0,34.7
23,2015/2/0/0,29249751885.0,247741018210.0,312949042805.0,61160314529.0,,73748349525.0,223556267023.0,282881509999.0,,423053360000.0,
24,2015/1/0/0,25409229005.0,267028252742.0,317396359218.0,82609407814.0,,72088991117.0,158674688542.0,173911603688.0,,423053360000.0,
25,2014/4/0/0,,,,,,,,,0.0,,
26,2014/3/0/0,,,,,,,,,0.0,,
27,2014/2/0/0,,,,,,,,,0.0,,
28,2014/1/0/0,,,,,,,,,0.0,,
29,2013/4/0/0,,,,,,,,,0.0,,
30,2013/3/0/0,,,,,,,,,0.0,,
31,2013/2/0/0,,,,,,,,,0.0,,
32,2013/1/0/0,,,,,,,,,0.0,,
33,2012/4/0/0,,,,,,,,,0.0,,
34,2012/3/0/0,,,,,,,,,0.0,,
35,2012/2/0/0,,,,,,,,,0.0,,
36,2012/1/0/0,,,,,,,,,0.0,,
37,2011/4/0/0,,,,,,,,,0.0,,
38,2011/3/0/0,,,,,,,,,0.0,,
39,2011/2/0/0,47403826654.0,347970900266.0,444689516366.0,137910492079.0,,62562782020.0,92156973315.0,287947556980.0,0.0,229888340000.0,
40,2011/1/0/0,34738767617.0,144924687818.0,200010548656.0,149529022104.0,,70784232226.0,85298141615.0,295696360483.0,0.0,201000000000.0,
41,2010/4/0/0,,,,,,,,,0.0,,
42,2010/3/0/0,,,,,,,,,0.0,,
43,2010/2/0/0,,,,,,,,,0.0,,
44,2010/1/0/0,,,,,,,,,0.0,,
45,2009/4/0/0,,,,,,,,,0.0,,
46,2009/3/0/0,,,,,,,,,0.0,,
47,2009/2/0/0,,,,,,,,,0.0,,
48,2009/1/0/0,,,,,,,,,0.0,,
49,2008/4/0/0,,,,,,,,,0.0,,
50,2008/3/0/0,,,,,,,,,0.0,,
51,2008/2/0/0,,,,,,,,,0.0,,
52,2008/1/0/0,,,,,,,,,0.0,,
