Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua
0,2021/1/0/0,77018164.0,205537936621.0,209907272683.0,3105446201.0,,93466832748.0,109863664310.0,264471822321.0,313961800000.0,313961800000.0,10.2
1,2020/4/0/0,-55011076947.0,182300758119.0,182483293415.0,25419039196.0,164946000000.0,126127311158.0,118868222606.0,245945259029.0,313961800000.0,313961800000.0,10.0
2,2020/3/0/0,5400629969.0,451396658830.0,464043827062.0,5204558663.0,,123080258557.0,149849979016.0,209049967176.0,313961800000.0,313961800000.0,8.16
3,2020/2/0/0,210139209.0,132626145322.0,136952767550.0,5422225617.0,,116230196488.0,143654940567.0,202727345439.0,313961800000.0,313961800000.0,7.93
4,2020/1/0/0,338259845.0,116833614243.0,124534590148.0,2964946034.0,,125876746678.0,130214758898.0,200628654606.0,313961800000.0,313961800000.0,6.2
5,2019/4/0/0,1568343978.0,197080683138.0,223133931513.0,39019579049.0,,108697169294.0,120672511071.0,212578088229.0,313961800000.0,313961800000.0,4.0
6,2019/3/0/0,2717206492.0,203526355491.0,214820864562.0,14784773670.0,,145510570815.0,97731534342.0,204115456617.0,313961800000.0,313961800000.0,3.78
7,2019/2/0/0,193424880.0,317676758007.0,327896746752.0,4459215231.0,,178411758248.0,84339973900.0,216412902641.0,313961800000.0,313961800000.0,4.7
8,2019/1/0/0,329120021.0,346346487871.0,354951996413.0,7490220649.0,,100846487352.0,93794663204.0,155478991803.0,313961800000.0,313961800000.0,4.64
9,2018/4/0/0,644787397.0,255605860196.0,269604769551.0,9174655235.0,,217326587763.0,77572803107.0,259674623476.0,313961800000.0,313961800000.0,5.24
10,2018/3/0/0,2467978761.0,209708079316.0,222152067882.0,7575975049.0,,178558971546.0,91060940747.0,230550742501.0,313961800000.0,313961800000.0,4.9
11,2018/2/0/0,2938162575.0,273114594418.0,286544154006.0,7468625580.0,,214540158694.0,87113845984.0,264116221730.0,313961800000.0,313961800000.0,2.44
12,2018/1/0/0,282607510.0,109972150746.0,120213158905.0,2644427867.0,,107184060909.0,115729495250.0,188775613210.0,313961800000.0,313961800000.0,2.73
13,2017/4/0/0,452647728.0,256674394955.0,281168209080.0,4893719355.0,,187374218867.0,84027789658.0,263191047892.0,251431230000.0,251431230000.0,2.8
14,2017/3/0/0,1085522493.0,148768092074.0,159425737908.0,4525909294.0,,53752120596.0,91396657071.0,148582799177.0,251431230000.0,251431230000.0,3.85
15,2017/2/0/0,1213453795.0,120578113582.0,132287810041.0,7628369529.0,,160486415041.0,69706530504.0,180785879082.0,251431230000.0,251431230000.0,5.6
16,2017/1/0/0,2495504954.0,319238108500.0,328808839878.0,8159598126.0,,365417206635.0,77422216436.0,385655067282.0,251431230000.0,251431230000.0,7.7
17,2016/4/0/0,2018367576.0,379574739998.0,393469176532.0,9532140190.0,,282175172983.0,84760351480.0,312367204217.0,251431230000.0,251431230000.0,5.21
18,2016/3/0/0,4027591080.0,183090997724.0,191882007437.0,7547968697.0,,88081296735.0,84662369190.0,94081481380.0,234983700000.0,234983700000.0,14.45
19,2016/2/0/0,4503250017.0,177839961970.0,189591755819.0,16933981531.0,,151580017343.0,71698272356.0,156669314371.0,234982700.0,234983700000.0,13.2
20,2016/1/0/0,2106355333.0,122845575464.0,128403819985.0,8482868804.0,,73713630738.0,72881486219.0,75923442362.0,214983700.0,234983700000.0,10.5
21,2015/4/0/0,275929368.0,72062664491.0,76079928834.0,10742121339.0,,60035284043.0,76472043052.0,68271445508.0,234983700000.0,257683700000.0,7.2
22,2015/3/0/0,3805802356.0,124859057269.0,133254072974.0,10583945190.0,,97124995760.0,84113849296.0,113970874711.0,,234983700000.0,5.3
23,2015/2/0/0,3425527826.0,167592579621.0,174966654134.0,11501259080.0,,98578513979.0,73704676954.0,108263852938.0,,234983700000.0,3.2
24,2015/1/0/0,415248955.0,119220413133.0,123497257562.0,11930063582.0,,65679141511.0,52345003917.0,65758312427.0,,,3.1
25,2014/4/0/0,34220720.0,126867351630.0,130529296401.0,8047307870.0,,95800014537.0,41139430543.0,80164091932.0,0.0,234983700000.0,4.5
26,2014/3/0/0,606914377.0,142343310734.0,150169685560.0,5053017974.0,,84893276069.0,62152644119.0,107909838799.0,0.0,234983700000.0,6.3
27,2014/2/0/0,1353664716.0,126163095063.0,136840587848.0,6809599949.0,14500000000.0,62450477018.0,56313848199.0,70178688647.0,0.0,234983700000.0,7.1
28,2014/1/0/0,1258074741.0,62622655880.0,67657690985.0,45217870989.0,,38779870440.0,82015539972.0,67245960123.0,0.0,234983700000.0,7.0
29,2013/4/0/0,9327521876.0,213903980335.0,235173091148.0,5854408764.0,,85083343799.0,74753985433.0,69949035636.0,0.0,234983700000.0,8.5
30,2013/3/0/0,3582973269.0,67844385316.0,76094396050.0,966702675.0,,51999093657.0,113056001690.0,135247373076.0,0.0,160000000000.0,8.0
31,2013/2/0/0,232298298.0,91138072993.0,91375429190.0,1904880416.0,,94050657820.0,112636634367.0,182055617076.0,0.0,160000000000.0,8.5
32,2013/1/0/0,2768954440.0,94215715404.0,100183860852.0,2314554479.0,,65382965583.0,107528741314.0,112728815151.0,0.0,160000000000.0,10.4
33,2012/4/0/0,3510074110.0,180023544703.0,183020432491.0,2037338156.0,,68205911891.0,91141783050.0,93415521182.0,0.0,160000000000.0,16.3
34,2012/3/0/0,10143193689.0,190256943714.0,206959984166.0,5037036135.0,,38135775071.0,77802215141.0,36865030089.0,0.0,160000000000.0,17.2
35,2012/2/0/0,17611009631.0,284130670012.0,315150042339.0,5427038613.0,,96914075451.0,95802207449.0,95652914769.0,0.0,160000000000.0,21.8
36,2012/1/0/0,11557929906.0,34281766648.0,54093354657.0,2292870027.0,,40232040595.0,143893474052.0,110176413809.0,0.0,160000000000.0,
37,2011/4/0/0,,,,,,,,,0.0,,
38,2011/3/0/0,,,,,,,,,0.0,,
39,2011/2/0/0,,,,,,,,,0.0,,
40,2011/1/0/0,,,,,,,,,0.0,,
41,2010/4/0/0,,,,,,,,,0.0,,
42,2010/3/0/0,,,,,,,,,0.0,,
43,2010/2/0/0,,,,,,,,,0.0,,
44,2010/1/0/0,,,,,,,,,0.0,,
45,2009/4/0/0,,,,,,,,,0.0,,
46,2009/3/0/0,,,,,,,,,0.0,,
47,2009/2/0/0,,,,,,,,,0.0,,
48,2009/1/0/0,,,,,,,,,0.0,,
49,2008/4/0/0,,,,,,,,,0.0,,
50,2008/3/0/0,,,,,,,,,0.0,,
51,2008/2/0/0,,,,,,,,,0.0,,
52,2008/1/0/0,,,,,,,,,0.0,,
