Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua
0,2021/1/0/0,56096887596.0,2309806232769.0,2487898395677.0,111470788818.0,,2032403328401.0,3035283669818.0,4773395325598.0,576000000000.0,576000000000.0,61.5
1,2020/4/0/0,107925843076.0,4160524963014.0,4440113671379.0,94688354657.0,,2363255250850.0,1653303998772.0,3497373957317.0,576000000000.0,576000000000.0,65.5
2,2020/3/0/0,90912177356.0,2696340108808.0,2942155930123.0,131321293482.0,,2020832272335.0,1612541339097.0,3158523037164.0,576000000000.0,576000000000.0,70.0
3,2020/2/0/0,112562702001.0,2090535015863.0,2362399100147.0,56111448373.0,,1770440766164.0,1543195212424.0,2924547688333.0,576000000000.0,576000000000.0,65.5
4,2020/1/0/0,82095471197.0,1856437155040.0,2093858106830.0,61713554926.0,,1838967082561.0,1487897204907.0,2813975987969.0,576000000000.0,576000000000.0,65.2
5,2019/4/0/0,100333456664.0,2221869528466.0,2474918325298.0,132270585803.0,90000000000.0,1147931885211.0,1278206398701.0,1988326739185.0,576000000000.0,576000000000.0,57.0
6,2019/3/0/0,151817672321.0,2098426190301.0,2436056967234.0,145096874931.0,94504371703.0,1293035419380.0,1089057153551.0,2121995497831.0,576000000000.0,576000000000.0,53.3
7,2019/2/0/0,133898717287.0,1968128765840.0,2260192803762.0,128068318009.0,94504371703.0,1148603413751.0,1251248678297.0,1950623048968.0,576000000000.0,576000000000.0,50.5
8,2019/1/0/0,107721150284.0,1637657121615.0,1859162856363.0,88403042414.0,388306027290.0,1094591487499.0,1157805723889.0,1958824158605.0,576000000000.0,576000000000.0,56.0
9,2018/4/0/0,118299396383.0,2245206052705.0,2516509027890.0,309360067997.0,426609417690.0,825478915806.0,856829333487.0,1731159813335.0,576000000000.0,576000000000.0,59.5
10,2018/3/0/0,132727509872.0,2175013371233.0,2444867732007.0,348510501228.0,91500000000.0,951963289507.0,1035057354140.0,1961610485159.0,576000000000.0,576000000000.0,55.5
11,2018/2/0/0,82435756248.0,1830781880132.0,2023729788950.0,184641062983.0,162400000000.0,1001101684125.0,1077789521340.0,2055983794596.0,576000000000.0,576000000000.0,55.2
12,2018/1/0/0,81686165550.0,1409098571770.0,1560936715856.0,197461016555.0,212600000000.0,898818418030.0,1029458782408.0,2018335360937.0,576000000000.0,576000000000.0,50.4
13,2017/4/0/0,81629897064.0,1662639050173.0,1835537032667.0,123229747235.0,317124375000.0,703833584094.0,760045082741.0,1551327640741.0,576000000000.0,576000000000.0,49.0
14,2017/3/0/0,85799799687.0,1703558211462.0,1886785318120.0,78426898283.0,130400000000.0,867765654217.0,888419837145.0,1325609683582.0,576000000000.0,576000000000.0,51.0
15,2017/2/0/0,85593563135.0,1575718957057.0,1751324762042.0,65202553690.0,130647794267.0,906536173715.0,964768763717.0,1524202821856.0,576000000000.0,576000000000.0,53.2
16,2017/1/0/0,72384675673.0,1197015289391.0,1339991509749.0,111298755733.0,130647794267.0,703998588737.0,919065826646.0,1119977793237.0,576000000000.0,576000000000.0,56.4
17,2016/4/0/0,44868478815.0,1294407400011.0,1433889720946.0,112969959294.0,30047794267.0,663318592095.0,659399026874.0,1343714898655.0,288000000000.0,288000000000.0,56.5
18,2016/3/0/0,72943823294.0,1323443774944.0,1481108418150.0,84490422481.0,25047794267.0,764210439466.0,590661362963.0,1359717434942.0,288000000000.0,288000000000.0,93.3
19,2016/2/0/0,71853234711.0,1333580789470.0,1475751707789.0,93286970603.0,,622214401218.0,668777491970.0,1315616546974.0,288000000000.0,288000000000.0,93.0
20,2016/1/0/0,48604502705.0,1115508583817.0,1235939480456.0,122350939504.0,,618867663242.0,685714132009.0,1301496953782.0,288000000000.0,288000000000.0,72.0
21,2015/4/0/0,46414972132.0,1207897534395.0,1376083486197.0,258121948784.0,,646194309852.0,660574964274.0,1373684470668.0,288000000000.0,288000000000.0,55.0
22,2015/3/0/0,44302718796.0,1625914872025.0,1755892196606.0,94741825384.0,,839153691238.0,543358896112.0,1285876456636.0,,288000000000.0,48.6
23,2015/2/0/0,46837916064.0,1215694206082.0,1323234000850.0,105889677675.0,,645662468930.0,641611329104.0,1243584522992.0,,288000000000.0,37.0
24,2015/1/0/0,31683659441.0,1126727346865.0,1212634794926.0,117736910349.0,10418100000.0,561824573922.0,631726214581.0,1145967955861.0,,288000000000.0,33.2
25,2014/4/0/0,39371038965.0,1222757252099.0,1366659216586.0,76210731580.0,,479922474554.0,651725992124.0,1081494411609.0,0.0,288000000000.0,38.5
26,2014/3/0/0,29761203165.0,1009972117129.0,1101243527818.0,138281454708.0,,582305467042.0,711910872689.0,1291502407596.0,0.0,288000000000.0,
27,2014/2/0/0,,,,88328009124.0,,660624138263.0,699249752744.0,1324858302567.0,0.0,288000000000.0,
28,2014/1/0/0,,,,,,,,,0.0,,
29,2013/4/0/0,,,,,,,,,0.0,,
30,2013/3/0/0,,,,,,,,,0.0,,
31,2013/2/0/0,,,,54072161918.0,,606693944726.0,566635250257.0,1189606895194.0,0.0,249599920000.0,
32,2013/1/0/0,,,,,,,,,0.0,,
33,2012/4/0/0,,,,,,,,,0.0,,
34,2012/3/0/0,,,,,,,,,0.0,,
35,2012/2/0/0,,,,,,,,,0.0,,
36,2012/1/0/0,,,,,,,,,0.0,,
37,2011/4/0/0,,,,,,,,,0.0,,
38,2011/3/0/0,,,,,,,,,0.0,,
39,2011/2/0/0,,,,,,,,,0.0,,
