Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua
0,2021/1/0/0,1338632983354.0,23803198263371.0,30828143814873.0,2203952214497.0,12622967473973.0,1738733670248.0,23252975952139.0,31804171997150.0,4532099870000.0,4661242270000.0,142.0
1,2020/4/0/0,942297050127.0,20919028286020.0,27193693347559.0,7347957397925.0,8057318821918.0,1703464670665.0,19422177452674.0,29530827091538.0,4532099870000.0,4532099870000.0,128.5
2,2020/3/0/0,951032437374.0,19963833875800.0,25713553885574.0,2590965281039.0,10598354547946.0,1466027079598.0,17514792364187.0,24381740158320.0,4532099870000.0,4532099870000.0,105.0
3,2020/2/0/0,894423546241.0,20515417227877.0,26285559012763.0,2166228016587.0,8712400000000.0,1286574635638.0,17919220782078.0,22949024436495.0,4532099870000.0,4532099870000.0,79.3
4,2020/1/0/0,1132119675765.0,23193243003252.0,29353213419516.0,3273375468382.0,3800000000000.0,1443027344349.0,20958928807241.0,22367890175632.0,,4532099870000.0,81.2
5,2019/4/0/0,860021780421.0,20045942182105.0,25410989391511.0,3177236816468.0,3075000000000.0,1815085561979.0,25745428436580.0,28442366683873.0,4435461780000.0,4435461780000.0,109.5
6,2019/3/0/0,855532341725.0,20201528951239.0,25142085940340.0,3697191147790.0,4275400000000.0,1247264512387.0,16989973677730.0,19942671606559.0,4435461780000.0,4435461780000.0,124.6
7,2019/2/0/0,1079565544800.0,21855341767100.0,26603758974907.0,3292659082600.0,6133400000000.0,1309517488724.0,16424088758792.0,21215997629246.0,4434961780000.0,4434961780000.0,110.0
8,2019/1/0/0,1041120420081.0,20583631772568.0,25017409669965.0,2839159906918.0,3830000000000.0,1919077775479.0,16612706036831.0,19096098007247.0,4434961780000.0,4434961780000.0,83.8
9,2018/4/0/0,693104096894.0,17285079141932.0,21038250734150.0,3749550258212.0,50922451739.0,1560104650074.0,17446005298981.0,17906980221526.0,4434961780000.0,4434961780000.0,84.6
10,2018/3/0/0,647634950829.0,17205031495334.0,20907582696042.0,5069778230756.0,659851105432.0,1505154445936.0,13304860681973.0,16087062723615.0,3231695210000.0,3231695210000.0,111.4
11,2018/2/0/0,732106331015.0,17945292260387.0,21806933821737.0,2904599435150.0,663002153844.0,1433869348388.0,14275184170658.0,15487730196729.0,3231695210000.0,3231695210000.0,111.0
12,2018/1/0/0,807463681396.0,18788756341782.0,22763519750570.0,2344357965889.0,2567500000.0,1730824187579.0,14417399343964.0,15027692234966.0,3231695210000.0,3231695210000.0,108.0
13,2017/4/0/0,572257278320.0,15674487404309.0,18718700375852.0,3410983351393.0,,2774788963433.0,12050162650982.0,15712215993053.0,3169884370000.0,3169884370000.0,119.0
14,2017/3/0/0,565070319711.0,13557089585624.0,16380821570840.0,2931921550990.0,,1149224825069.0,8801878648220.0,11328720809625.0,3077657890000.0,3077657890000.0,127.0
15,2017/2/0/0,511445204817.0,13032373764086.0,15654245437545.0,1519018369920.0,,1080674515132.0,8750915956265.0,9971616825506.0,3077657890000.0,3077657890000.0,109.2
16,2017/1/0/0,558124316501.0,12934074171216.0,15586036807941.0,825896971912.0,,997318105526.0,9236858332902.0,9708895768062.0,1539509270000.0,1539509270000.0,170.9
17,2016/4/0/0,315813724139.0,11641490003545.0,13837427316125.0,996983462012.0,,1410488010354.0,9370731749778.0,10965132547484.0,1539509270000.0,1539509270000.0,170.5
18,2016/3/0/0,387522593306.0,9292028024223.0,11126307507765.0,573679281109.0,,863781519621.0,6501392114659.0,6690689848300.0,1468889740000.0,1468889740000.0,152.5
19,2016/2/0/0,416885591029.0,8427887914933.0,10022583437224.0,596042942677.0,,657957904941.0,5083297334052.0,4896390269275.0,1468889740000.0,1468889740000.0,132.0
20,2016/1/0/0,418025112363.0,8037820417725.0,9627014411874.0,428430307675.0,,545036989515.0,5578492378888.0,5063479339231.0,1468889740000.0,1468889740000.0,78.5
21,2015/4/0/0,332036588529.0,6461720215255.0,7746260421264.0,343872968705.0,,636322979955.0,4932684842299.0,4782209545548.0,1468889740000.0,1468889740000.0,72.5
22,2015/3/0/0,288007845207.0,5622848300006.0,6646720907375.0,468563472336.0,,427145637514.0,2910928264760.0,2662214748395.0,1399039760000.0,1399039760000.0,73.0
23,2015/2/0/0,222636114931.0,4550369113468.0,5363271202691.0,395471160960.0,,328507628500.0,2429743455648.0,2086217368599.0,1399039760000.0,1399039760000.0,71.5
24,2015/1/0/0,233090680776.0,4695364556641.0,5496480547914.0,234502575458.0,,339457348097.0,2352094537196.0,1949913865558.0,,,105.0
25,2014/4/0/0,185659962439.0,4146012520233.0,4836715662560.0,212920620191.0,,296735549237.0,2195306348135.0,1923190326673.0,0.0,1119567790000.0,127.0
26,2014/3/0/0,176369799410.0,3311179822494.0,3945122507327.0,418555609065.0,,298254184399.0,1625424671239.0,1547641965436.0,0.0,627231710000.0,97.0
27,2014/2/0/0,143052130713.0,2960189834294.0,3487062200323.0,303111490091.0,,289923096495.0,1218053628046.0,1109368288746.0,0.0,627231710000.0,107.0
28,2014/1/0/0,168662324043.0,2943224280344.0,3487825486466.0,172973914667.0,,237968186595.0,1316577610844.0,1085189576993.0,0.0,116418160000.0,
29,2013/4/0/0,0.0,,,,,,,,0.0,,
30,2013/3/0/0,,,,,,,,,0.0,,
31,2013/2/0/0,,,,,,,,,0.0,,
32,2013/1/0/0,0.0,,,,,,,,0.0,,
33,2012/4/0/0,,,,,,,,,0.0,,
34,2012/3/0/0,,,,,,,,,0.0,,
35,2012/2/0/0,,,,,,,,,0.0,,
36,2012/1/0/0,,,,,,,,,0.0,,
37,2011/4/0/0,,,,,,,,,0.0,,
38,2011/3/0/0,,,,,,,,,0.0,,
39,2011/2/0/0,,,,,,,,,0.0,,
40,2011/1/0/0,,,,,,,,,0.0,,
41,2010/4/0/0,,,,,,,,,0.0,,
42,2010/3/0/0,,,,,,,,,0.0,,
43,2010/2/0/0,,,,,,,,,0.0,,
44,2010/1/0/0,,,,,,,,,0.0,,
45,2009/4/0/0,,,,,,,,,0.0,,
46,2009/3/0/0,,,,,,,,,0.0,,
47,2009/2/0/0,,,,,,,,,0.0,,
48,2009/1/0/0,0.0,,,,,,,,0.0,,
49,2008/4/0/0,,,,,,,,,0.0,,
50,2008/3/0/0,0.0,,,,,,,,0.0,,
51,2008/2/0/0,,,,,,,,,0.0,,
52,2008/1/0/0,,,,,,,,,0.0,,
