Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua
0,2021/1/0/0,206696005000.0,478240883000.0,836478893000.0,1378936540000.0,9973272000.0,3554116720000.0,7412999079000.0,3325561885000.0,5786572190000.0,5786572190000.0,36.45
1,2020/4/0/0,383099733000.0,623176763000.0,1291032502000.0,1826215294000.0,9532583000.0,3483453148000.0,7338047180000.0,4156542704000.0,5786572190000.0,5786572190000.0,31.0
2,2020/3/0/0,362119013000.0,1211037414000.0,1755118261000.0,2783923442000.0,,3581340431000.0,7081053652000.0,5205187455000.0,5786572190000.0,5786572190000.0,24.6
3,2020/2/0/0,253649617000.0,368326538000.0,784841889000.0,1824415822000.0,,3865283706000.0,7549226294000.0,5454759054000.0,5444291090000.0,5444291090000.0,24.75
4,2020/1/0/0,154751542000.0,365948815000.0,701075866000.0,1579638254000.0,10290641000.0,3508074770000.0,7225831075000.0,4572834934000.0,5444291090000.0,5444291090000.0,21.0
5,2019/4/0/0,405456560000.0,367321847000.0,952389067000.0,1175035457000.0,32490641000.0,3693858305000.0,7022688650000.0,4409886802000.0,5444291090000.0,5444291090000.0,24.9
6,2019/3/0/0,296416837000.0,193609369000.0,611219259000.0,1004923722000.0,92117518000.0,2504511676000.0,6371706323000.0,3091891755000.0,5444291090000.0,,27.05
7,2019/2/0/0,112707292000.0,170571070000.0,408179980000.0,1590948923000.0,9917518000.0,1997340475000.0,5805747736000.0,2906814627000.0,5382291090000.0,5382291090000.0,22.5
8,2019/1/0/0,102379463000.0,577727490000.0,841381767000.0,1347261500000.0,,1775364920000.0,5570244612000.0,2056827236000.0,4140233530000.0,4140233530000.0,30.5
9,2018/4/0/0,405280816000.0,897309925000.0,1579900042000.0,1835706312000.0,,1760670015000.0,5822268288000.0,2225582751000.0,4140233530000.0,4140233530000.0,30.2
10,2018/3/0/0,168601530000.0,168874315000.0,408103995000.0,1708511891000.0,,1486279740000.0,5768418517000.0,2242618003000.0,4072233530000.0,4072233530000.0,30.85
11,2018/2/0/0,129567775000.0,377520378000.0,517792802000.0,1431551499000.0,,1876181335000.0,5272939831000.0,2189597551000.0,3878323170000.0,3878323170000.0,30.0
12,2018/1/0/0,106518322000.0,227742971000.0,410798584000.0,1363258730000.0,,2310971601000.0,4953568842000.0,1753170035000.0,3878323170000.0,3878323170000.0,34.15
13,2017/4/0/0,149277875000.0,588771863000.0,859756966000.0,2591320943000.0,260000000.0,1663618746000.0,4620859282000.0,1695947480000.0,3360000000000.0,3360000000000.0,31.0
14,2017/3/0/0,163137382000.0,256294707000.0,468914367000.0,1978126976000.0,,1622140882000.0,4237636543000.0,1382721105000.0,2339998920000.0,2339998920000.0,26.0
