Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua
0,2021/1/0/0,-3160911683.0,9834597521.0,10686605417.0,21377952315.0,153526430029.0,539599349905.0,148935490098.0,409622626912.0,0.0,1000000000000.0,5.5
1,2020/4/0/0,-969051509.0,12307076818.0,14103911992.0,8544463651.0,172026430029.0,525012305329.0,149706038680.0,398185963701.0,,1000000000000.0,5.6
2,2020/3/0/0,2987825577.0,8359531119.0,11853036043.0,56529922175.0,152026430029.0,531021095637.0,106163529471.0,388289447064.0,1000000000000.0,1000000000000.0,6.47
3,2020/2/0/0,762316524.0,8905096430.0,10432172166.0,16581317904.0,207183462401.0,514535591181.0,106197001702.0,384171934979.0,,1000000000000.0,4.69
4,2020/1/0/0,-866437255.0,12523497603.0,13374654215.0,16513950702.0,209034504774.0,506096626867.0,106158074926.0,377889087923.0,,1000000000000.0,3.26
5,2019/4/0/0,6334025242.0,12349388577.0,13972499700.0,48389544753.0,177741498657.0,456027092559.0,201804309926.0,374061845114.0,,1000000000000.0,4.0
6,2019/3/0/0,547637985.0,9219564028.0,10345851201.0,94065200719.0,118430440193.0,443091359005.0,204827515370.0,366595965619.0,,1000000000000.0,4.26
7,2019/2/0/0,-3480134088.0,9068327023.0,11455391709.0,156157317775.0,50000000000.0,459861177727.0,205345602109.0,377794361018.0,,1000000000000.0,3.3
8,2019/1/0/0,-2310619687.0,9013705171.0,10534145227.0,138398612142.0,60000000000.0,454932684153.0,205345602109.0,363360836012.0,,1000000000000.0,3.05
9,2018/4/0/0,-3331239958.0,10418315560.0,10412566215.0,125656133257.0,80184109590.0,483362510312.0,188574254237.0,334431455941.0,,1000000000000.0,2.69
10,2018/3/0/0,-1140404775.0,8981259465.0,10023889909.0,228256181742.0,30000000000.0,483561564899.0,188574254237.0,383264524746.0,,1000000000000.0,2.76
11,2018/2/0/0,-40788025064.0,11403489952.0,11171838436.0,254409634626.0,,475902960048.0,188064451878.0,382526186812.0,,1000000000000.0,2.9
12,2018/1/0/0,32180491316.0,16649715232.0,17809112521.0,273600466423.0,,516364798303.0,187991666590.0,412319524089.0,,1000000000000.0,3.6
13,2017/4/0/0,7912389511.0,69270551290.0,82120896234.0,87317949669.0,900000000.0,547044846234.0,173593634743.0,447438934536.0,,1000000000000.0,3.75
14,2017/3/0/0,-4524728416.0,8048535027.0,10418804509.0,35430359091.0,1700000000.0,595262888137.0,172545251933.0,540978363984.0,,1000000000000.0,4.0
15,2017/2/0/0,-25260473565.0,-8474788331.0,10862716146.0,19313501049.0,4800000000.0,543248516043.0,172511825853.0,470928344883.0,,,3.55
16,2017/1/0/0,-10872565246.0,6483991482.0,8797173089.0,29119688955.0,5800000000.0,814867421341.0,171621162522.0,635441036947.0,,,2.48
17,2016/4/0/0,36588439313.0,28127444090.0,32334040495.0,23680094372.0,7000000000.0,670710233213.0,248841706904.0,486322916574.0,,1000000000000.0,2.58
18,2016/3/0/0,-8166820489.0,8098126245.0,10448624576.0,14760045195.0,7800000000.0,403400058174.0,229987079104.0,344805269224.0,,1000000000000.0,2.52
19,2016/2/0/0,-13430752814.0,33425716252.0,36867163070.0,13597425845.0,2000000000.0,365169845959.0,229089750868.0,359005030224.0,,1000000000000.0,2.2
20,2016/1/0/0,-9354340485.0,9201252523.0,12469520055.0,37395762120.0,,325068050074.0,243632409960.0,375851175118.0,,1000000000000.0,1.8
21,2015/4/0/0,52637504364.0,398175089246.0,460403291067.0,28779779313.0,,505433953001.0,242055090779.0,515979730221.0,,1000000000000.0,1.9
22,2015/3/0/0,-8165927104.0,17963207091.0,22705693936.0,17984154314.0,,162676306134.0,549289442625.0,667891464334.0,,1000000000000.0,1.8
23,2015/2/0/0,-16134990955.0,16090980515.0,16462248785.0,20323141550.0,,183921807584.0,881563809142.0,804801938319.0,,1000000000000.0,2.2
24,2015/1/0/0,-15474835541.0,6664658443.0,7875690638.0,20482728802.0,,197970845894.0,930176590566.0,924792632690.0,,1000000000000.0,2.2
25,2014/4/0/0,16609122886.0,85910283111.0,99583272177.0,27549122925.0,,175544059644.0,838145529435.0,802105913930.0,0.0,1000000000000.0,2.3
26,2014/3/0/0,104819809.0,7442365078.0,9679335876.0,40309293443.0,,99977133934.0,918983915518.0,830179850353.0,0.0,1000000000000.0,3.5
27,2014/2/0/0,895475064.0,29939557789.0,27384624141.0,23913779898.0,,107795532309.0,944218768989.0,851382761457.0,0.0,1000000000000.0,3.4
28,2014/1/0/0,-15433488869.0,16573303937.0,19732841445.0,14947365488.0,,154314440636.0,904475067755.0,891085750043.0,0.0,1000000000000.0,3.0
29,2013/4/0/0,-69338180429.0,28175992684.0,8897847707.0,39652958580.0,,162163015923.0,973213859405.0,775552513874.0,0.0,1000000000000.0,2.8
30,2013/3/0/0,-22906242673.0,24088259185.0,24300489890.0,48960998453.0,,241509008926.0,735586010928.0,793052360424.0,0.0,1000000000000.0,2.2
31,2013/2/0/0,-43369686484.0,9433926812.0,5371000404.0,58025115767.0,,284005744555.0,757772458369.0,811600715454.0,0.0,1000000000000.0,2.3
32,2013/1/0/0,-429173500.0,403528366961.0,433844929350.0,72591807659.0,,597802280576.0,756906674420.0,978792702604.0,0.0,1000000000000.0,2.8
33,2012/4/0/0,23608335662.0,193663703164.0,206706139772.0,187150676889.0,,420826668694.0,1335682029309.0,1296809712564.0,0.0,1000000000000.0,3.3
34,2012/3/0/0,552358679.0,26974923627.0,30134345290.0,63508291270.0,,349511576347.0,1445807057232.0,1230322077939.0,0.0,1000000000000.0,2.0
35,2012/2/0/0,-20768029698.0,82080516139.0,76196418658.0,59202110255.0,,308370766672.0,1444819203693.0,1134814416646.0,0.0,1000000000000.0,4.5
36,2012/1/0/0,78538888.0,26336084512.0,32730839702.0,52763789189.0,,244635520410.0,1534955150788.0,1154770662568.0,0.0,1000000000000.0,6.6
37,2011/4/0/0,26998293725.0,215073539411.0,237362705930.0,21020730508.0,,493773852080.0,953318430079.0,692204608580.0,0.0,1000000000000.0,4.1
38,2011/3/0/0,1558403025.0,51297704184.0,68150223523.0,26289944322.0,49500000000.0,554589796284.0,897513187386.0,688306622055.0,0.0,1000000000000.0,5.9
39,2011/2/0/0,6653546372.0,181095750492.0,245854434355.0,33651764212.0,49500000000.0,556719833065.0,813897890126.0,630972095763.0,0.0,1000000000000.0,7.8
40,2011/1/0/0,9714232453.0,79635821986.0,97048264176.0,157266941978.0,4553000000.0,554920866802.0,848949539482.0,651206956374.0,0.0,1000000000000.0,9.0
41,2010/4/0/0,109540986745.0,459066245998.0,612955734166.0,457300737234.0,135530000000.0,753634449807.0,723869326005.0,1120586534534.0,0.0,1000000000000.0,12.0
42,2010/3/0/0,48367025943.0,180293949692.0,244649506448.0,167211445662.0,34500000000.0,362246863612.0,573145554711.0,142264272558.0,0.0,1000000000000.0,13.2
43,2010/2/0/0,11441376347.0,42047988789.0,56774466272.0,303215157185.0,,40936635731.0,580595475061.0,43452947719.0,0.0,1000000000000.0,
44,2010/1/0/0,25317256065.0,89173456364.0,120481126812.0,255541711504.0,,28046182875.0,547827919090.0,25905942659.0,0.0,1000000000000.0,
45,2009/4/0/0,,,,,,,,,0.0,,
46,2009/3/0/0,,,,,,,,,0.0,,
47,2009/2/0/0,,,,,,,,,0.0,,
48,2009/1/0/0,1118030222.0,,,,,,,,0.0,,
49,2008/4/0/0,,,,,,,,,0.0,,
50,2008/3/0/0,,,,,,,,,0.0,,
51,2008/2/0/0,,,,,,,,,0.0,,
52,2008/1/0/0,,,,,,,,,0.0,,
