Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua
0,2021/1/0/0,14913159182.0,601950644102.0,642935060209.0,177163102738.0,,375876122385.0,47045508431.0,418526275554.0,270000000000.0,270000000000.0,21.5
1,2020/4/0/0,30727167397.0,620486484983.0,681021511070.0,443919521397.0,,420227956117.0,27440723327.0,534554924112.0,270000000000.0,270000000000.0,21.3
2,2020/3/0/0,4610905179.0,590133694946.0,622399873906.0,434833128338.0,,430944268359.0,38687811404.0,563595304927.0,270000000000.0,270000000000.0,19.35
3,2020/2/0/0,715310881.0,477795508977.0,497372552462.0,391334709976.0,,349148758224.0,23274351154.0,434797248309.0,270000000000.0,270000000000.0,19.8
4,2020/1/0/0,13533263302.0,499175210149.0,537097261228.0,370982912928.0,,342621227139.0,24397124884.0,365943560954.0,270000000000.0,270000000000.0,20.8
5,2019/4/0/0,19896899952.0,468383970759.0,508503340550.0,377381771210.0,,251941011594.0,22690920237.0,277903786591.0,270000000000.0,270000000000.0,23.0
6,2019/3/0/0,22100779015.0,516236808235.0,566311847394.0,366042576941.0,,272671118618.0,28691446008.0,319595184033.0,270000000000.0,270000000000.0,23.0
7,2019/2/0/0,29308741812.0,526650934545.0,588347624211.0,303222088149.0,,356883351856.0,25385293129.0,364936441837.0,270000000000.0,270000000000.0,23.5
8,2019/1/0/0,12794660314.0,430419588532.0,467206778600.0,329326216689.0,,250807043883.0,41979099090.0,274406960535.0,270000000000.0,270000000000.0,26.45
9,2018/4/0/0,29303117513.0,438409539079.0,498580841723.0,348193699715.0,,197591847072.0,58264366211.0,288341269862.0,270000000000.0,270000000000.0,26.0
10,2018/3/0/0,37878736821.0,430688478767.0,507623373035.0,322894174511.0,,277059454063.0,64229357393.0,326353339861.0,270000000000.0,270000000000.0,27.3
11,2018/2/0/0,26826578862.0,393300532982.0,449718844106.0,264721015695.0,,274689799266.0,61259689379.0,300451693665.0,270000000000.0,270000000000.0,27.0
12,2018/1/0/0,15332161943.0,318330046109.0,363302810357.0,287129721219.0,,219701673418.0,50411352107.0,239670018831.0,270000000000.0,270000000000.0,28.7
13,2017/4/0/0,30108191422.0,288693141940.0,348718174831.0,279880076033.0,33900000000.0,171931761293.0,43490341428.0,230433514802.0,270000000000.0,270000000000.0,30.2
14,2017/3/0/0,27769864756.0,275469380713.0,333492865421.0,229611859830.0,33900000000.0,206151336242.0,32554649330.0,225087275408.0,270000000000.0,270000000000.0,27.8
15,2017/2/0/0,24705612245.0,286974361492.0,341324467659.0,242786636889.0,33900000000.0,204800736080.0,35438158933.0,247647147113.0,,270000000000.0,30.8
16,2017/1/0/0,22349942540.0,234718238029.0,291118579717.0,276342865192.0,33900000000.0,173313064482.0,25634522121.0,186514032797.0,,270000000000.0,32.6
17,2016/4/0/0,27302205381.0,165400185586.0,224400236293.0,342673472949.0,,106069742632.0,42038312846.0,157677078275.0,,270000000000.0,38.6
18,2016/3/0/0,26104276684.0,172422110816.0,227700826249.0,299746234475.0,,142265389250.0,25576199342.0,171831310454.0,,270000000000.0,40.7
19,2016/2/0/0,36887995347.0,158813086063.0,231803868763.0,265230120704.0,,127575027584.0,25560585803.0,160657812337.0,,270000000000.0,38.4
20,2016/1/0/0,20770726184.0,161627312977.0,206661964924.0,211451295896.0,,129891985600.0,24896407422.0,145329042456.0,,270000000000.0,37.4
21,2015/4/0/0,30016479354.0,196587654212.0,258554478784.0,281710813470.0,13000000000.0,134982173591.0,26446863900.0,201126868065.0,,270000000000.0,31.8
22,2015/3/0/0,30611907652.0,178949163839.0,235678180932.0,248797364749.0,13000000000.0,160072598666.0,17731645762.0,181312244608.0,,270000000000.0,32.0
23,2015/2/0/0,35464507415.0,178012802083.0,245410037944.0,283345122358.0,13000000000.0,167054000079.0,14126328639.0,224222933592.0,,270000000000.0,30.0
24,2015/1/0/0,22498986221.0,163985144343.0,210565199826.0,212679147386.0,53000000000.0,145353120959.0,13643190182.0,139336158955.0,,270000000000.0,31.0
25,2014/4/0/0,21538063802.0,223072818182.0,275102433305.0,288734892821.0,40000000000.0,157487814355.0,21931573085.0,181832262738.0,0.0,270000000000.0,30.8
26,2014/3/0/0,37202885744.0,236336939929.0,299749076765.0,306781904822.0,,201958972325.0,18566728283.0,219747552245.0,0.0,270000000000.0,38.0
27,2014/2/0/0,28979876638.0,217101385876.0,278557999734.0,352763944080.0,,185179390954.0,16739580279.0,270264478171.0,0.0,270000000000.0,37.1
