Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua
0,2021/1/0/0,-17872287664.0,53969686781.0,50813941764.0,14172370633.0,10569567123.0,25913747379.0,16750055741.0,396511938436.0,645221040000.0,645221040000.0,17.45
1,2020/4/0/0,-47458076741.0,53817987624.0,47082515695.0,14019882985.0,5000000000.0,70912870663.0,16155804054.0,400342714990.0,645221040000.0,645221040000.0,19.35
2,2020/3/0/0,-20768269722.0,52064542021.0,48256656315.0,9857605055.0,9000000000.0,123756962235.0,16736680995.0,379288775243.0,645221040000.0,645221040000.0,17.4
3,2020/2/0/0,-30677334824.0,55013325539.0,51054157959.0,19746550167.0,13000000000.0,147722018772.0,16882776426.0,343868276403.0,645221040000.0,645221040000.0,17.45
4,2020/1/0/0,-12113330463.0,54703947445.0,50899887368.0,11715579679.0,13500000000.0,193505990541.0,18543882943.0,320952766840.0,645221040000.0,645221040000.0,20.7
5,2019/4/0/0,-1856626119.0,55490796273.0,47701645607.0,9304557307.0,15500000000.0,181114629523.0,29383821163.0,381114156692.0,645160000000.0,645160000000.0,16.3
6,2019/3/0/0,11338471886.0,53605278220.0,45563638979.0,16387469885.0,11521900000.0,236646932321.0,33279324155.0,401226004749.0,645160000000.0,645160000000.0,18.6
7,2019/2/0/0,14548230674.0,57566543685.0,49459682658.0,47076055974.0,12020000000.0,238467012220.0,31467746699.0,236011218642.0,645160000000.0,645160000000.0,21.65
8,2019/1/0/0,3480469817.0,50950140378.0,42422813449.0,85261786424.0,12020000000.0,236391938629.0,35492867358.0,205257294547.0,645160000000.0,645160000000.0,19.85
9,2018/4/0/0,-25692855245.0,59607866314.0,45894291122.0,154201067900.0,16516433030.0,240674765204.0,34314547505.0,209390719933.0,645160000000.0,645160000000.0,18.0
10,2018/3/0/0,-2508937831.0,62558602760.0,55219752397.0,215775841089.0,12000000000.0,247269540060.0,31799026495.0,176037644523.0,645160000000.0,645160000000.0,19.2
11,2018/2/0/0,13658254913.0,89499532366.0,87131646286.0,195769969487.0,58061259130.0,119832989940.0,40771180942.0,269174661495.0,645160000000.0,645160000000.0,23.05
12,2018/1/0/0,43709368755.0,50015575125.0,55819614870.0,208218218616.0,96061259130.0,96818178141.0,53263541749.0,202632327837.0,645160000000.0,645160000000.0,20.65
13,2017/4/0/0,60172658082.0,89182679720.0,79242839897.0,172787010203.0,,184107642112.0,34875392077.0,238959919371.0,645160000000.0,645160000000.0,18.2
14,2017/3/0/0,-2298080459.0,106378029528.0,130466917439.0,178355645302.0,,225055534518.0,28878102966.0,331056807106.0,645160000000.0,645160000000.0,23.5
15,2017/2/0/0,-6573964327.0,57263703902.0,40149352897.0,289711615596.0,,172375646887.0,33065813119.0,328913077783.0,645160000000.0,645160000000.0,24.15
16,2017/1/0/0,-11264871740.0,25118740527.0,29151151474.0,333447034583.0,,153512271517.0,37924979812.0,365986570715.0,583700000000.0,583700000000.0,24.0
17,2016/4/0/0,5573279597.0,121388037772.0,146703952293.0,399296556939.0,,422509986087.0,30034976950.0,411895934954.0,583700000000.0,583700000000.0,37.05
18,2016/3/0/0,1795507308.0,35045280784.0,43304709915.0,56848893149.0,,410975585803.0,56988541579.0,165834933121.0,583700000000.0,583700000000.0,31.65
19,2016/2/0/0,22849254109.0,39159517277.0,45418920443.0,147374739626.0,,378696748910.0,21112926764.0,113786498750.0,583700000000.0,583700000000.0,25.0
20,2016/1/0/0,-2043048017.0,21457212637.0,26531025676.0,237315109599.0,,349875991753.0,34849714453.0,188257305836.0,583700000000.0,583700000000.0,24.5
21,2015/4/0/0,23746932453.0,134582225080.0,158667544163.0,331763493782.0,,406616036394.0,29820339959.0,229486455371.0,583700000000.0,583700000000.0,20.2
22,2015/3/0/0,109229701512.0,252829009618.0,398869431864.0,122038917273.0,,777716991059.0,58219813230.0,780987172942.0,583700000000.0,583700000000.0,30.7
23,2015/2/0/0,2894244673.0,10810442089.0,15424283557.0,28643380737.0,,307539668879.0,45300390268.0,146684034444.0,583700000000.0,583700000000.0,39.8
24,2015/1/0/0,1085423850.0,13274389218.0,18899904670.0,127546379615.0,,304165451433.0,39732598534.0,65223307570.0,,583700000000.0,22.8
25,2014/4/0/0,4877866150.0,36807814181.0,47153415107.0,140578138650.0,,312327510884.0,36107766696.0,101247751349.0,0.0,583700000000.0,23.5
26,2014/3/0/0,2699061280.0,8105968744.0,12061811650.0,193470047839.0,,325083956249.0,42828816868.0,59782498437.0,0.0,583700000000.0,25.0
