Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua
0,2021/1/0/0,32668614359.0,53055471682.0,110234020168.0,179596175834.0,900705052677.0,302051493890.0,682902596127.0,1088101936289.0,500120100000.0,500120100000.0,36.2
1,2020/4/0/0,65254613119.0,89698389667.0,183580472713.0,260489785702.0,433058716476.0,314229749412.0,699653093022.0,757299008108.0,500120100000.0,500120100000.0,32.2
2,2020/3/0/0,23420885292.0,36505772629.0,72378033678.0,137754836997.0,448937664221.0,313424975630.0,633380462917.0,655346993001.0,500120100000.0,500120100000.0,24.75
3,2020/2/0/0,43671099139.0,111481316429.0,181224626171.0,104046123372.0,634007385190.0,376561528643.0,541376915425.0,813843228538.0,500120100000.0,500120100000.0,21.0
4,2020/1/0/0,63154615315.0,112433629557.0,206395949563.0,125485003127.0,505847990849.0,369863828838.0,560529533226.0,654804220834.0,500120100000.0,500120100000.0,17.1
5,2019/4/0/0,36013891364.0,208426492698.0,268942983497.0,151466541623.0,335296869315.0,350074347287.0,608151076651.0,623899196771.0,,500120100000.0,14.55
6,2019/3/0/0,18652441988.0,24341516233.0,49501259950.0,178488805516.0,250104759367.0,464541806527.0,357878281710.0,442923300800.0,,500120100000.0,15.3
7,2019/2/0/0,24193160291.0,59350291746.0,107839106642.0,246637910403.0,269103972532.0,444908750678.0,327237242107.0,480371769630.0,500120100000.0,500120100000.0,19.1
8,2019/1/0/0,54818318498.0,93260098619.0,172584386830.0,331060451867.0,321602847098.0,464726390586.0,333906803247.0,549665644119.0,500120100000.0,500120100000.0,18.25
9,2018/4/0/0,40990601513.0,65259502799.0,134726386289.0,351843904527.0,279041542473.0,339259135927.0,463566023520.0,581634830961.0,500120100000.0,500120100000.0,18.65
10,2018/3/0/0,13101462726.0,17448270917.0,40998480839.0,295600689383.0,334937262051.0,370554575023.0,365816477062.0,533501326115.0,500120100000.0,500120100000.0,19.4
11,2018/2/0/0,46206980142.0,42578076203.0,87200962763.0,391701856366.0,368000708213.0,282760597698.0,289913670959.0,503873774321.0,500120100000.0,500120100000.0,18.5
12,2018/1/0/0,75972524171.0,61054457768.0,167315625012.0,447658595904.0,374824582818.0,237239699519.0,288323885790.0,559597416960.0,500120100000.0,500120100000.0,25.35
13,2017/4/0/0,109002479253.0,134450084703.0,308511854062.0,455721695216.0,361768716615.0,213085467024.0,306825108988.0,557245535037.0,500120100000.0,500120100000.0,18.0
14,2017/3/0/0,27762179692.0,16493467626.0,64396560375.0,157656013095.0,241584599949.0,391453987597.0,214381396237.0,652385938168.0,,260826270000.0,16.6
15,2017/2/0/0,11631469118.0,42076513945.0,68155147232.0,134357344063.0,152270864888.0,404385334074.0,219158266242.0,579172278625.0,260826270000.0,260826270000.0,19.2
16,2017/1/0/0,15122669429.0,23734197765.0,46989532887.0,178924619484.0,45474286621.0,451097019911.0,262679466579.0,617299464732.0,260826270000.0,260826270000.0,21.15
17,2016/4/0/0,101730941764.0,124667567788.0,300452780170.0,254522598289.0,12441644892.0,418950141561.0,216299299908.0,546955936176.0,260826270000.0,260826270000.0,21.5
18,2016/3/0/0,21162492900.0,31950050002.0,72439987653.0,221670383531.0,7224194332.0,406227557474.0,293896950428.0,532324610536.0,260826270000.0,260826270000.0,21.9
19,2016/2/0/0,18387716055.0,37670439370.0,69324139269.0,168357781292.0,7224194332.0,400794967149.0,273834155888.0,509491159366.0,260826270000.0,260826270000.0,21.9
20,2016/1/0/0,20337222099.0,18445449539.0,38008189886.0,293494656953.0,1513022589.0,360978483277.0,294000812536.0,520775478075.0,260826270000.0,260826270000.0,23.8
21,2015/4/0/0,38766046602.0,81971427126.0,168151682830.0,127671781766.0,1513022589.0,468292850591.0,250574753824.0,179672194394.0,260826270000.0,260826270000.0,18.6
22,2015/3/0/0,4798064478.0,18909081168.0,31640921649.0,41270835971.0,1471008700.0,441640993585.0,284491170948.0,164311024655.0,260826270000.0,260826270000.0,14.7
23,2015/2/0/0,24814928270.0,65503820828.0,115324005447.0,80192129024.0,1432912408.0,429547824245.0,284245344320.0,414683833760.0,260826270000.0,260826270000.0,12.6
24,2015/1/0/0,510656673.0,13967510168.0,27358883627.0,59310453065.0,1814081479.0,410096132913.0,291160967125.0,399928881887.0,,,11.6
25,2014/4/0/0,32183292698.0,86058995885.0,173536310747.0,118805441745.0,1678374142.0,408991402748.0,272148487049.0,419924528517.0,0.0,260826270000.0,13.6
26,2014/3/0/0,14440712245.0,23593530919.0,56211107925.0,65161867729.0,1634167938.0,371433163634.0,337813965165.0,365835836005.0,0.0,260826270000.0,10.1
27,2014/2/0/0,10383969810.0,20880390671.0,48212695977.0,77942862619.0,1634167938.0,380958992038.0,329070250193.0,392959361637.0,0.0,260826270000.0,9.5
28,2014/1/0/0,-31840004413.0,15628548383.0,34776767964.0,45209735624.0,2043278743.0,410137974464.0,322399691946.0,372914690156.0,0.0,260826270000.0,11.4
29,2013/4/0/0,9992262725.0,31580107521.0,79368702499.0,56221283936.0,2043278743.0,442129733094.0,345360940321.0,526228130961.0,0.0,260826270000.0,10.0
30,2013/3/0/0,-11398930416.0,16756486120.0,32341815475.0,17555861243.0,390011178.0,433423270464.0,335252737629.0,404640696601.0,0.0,260826270000.0,8.1
31,2013/2/0/0,12115023614.0,32360282783.0,73490467373.0,14117595925.0,,457809806107.0,334671243277.0,429381347587.0,0.0,260826270000.0,10.0
32,2013/1/0/0,13758118303.0,17630130152.0,55335219126.0,44969322900.0,2000000000.0,425168338403.0,356021598787.0,610064096954.0,0.0,260826270000.0,13.3
33,2012/4/0/0,35271609800.0,-11705009578.0,28656635899.0,29305186075.0,,446284271261.0,350058484951.0,604981505145.0,0.0,260826270000.0,13.4
34,2012/3/0/0,7096526164.0,30724207790.0,60684372756.0,17823113944.0,2000000000.0,384271308512.0,357972838296.0,621654295831.0,0.0,260826270000.0,16.2
35,2012/2/0/0,26519726785.0,103715182704.0,168169291480.0,28280445338.0,,416345877646.0,351950906540.0,656906918111.0,0.0,260826270000.0,15.4
36,2012/1/0/0,-18437006298.0,-2197987704.0,1022006039.0,36996105058.0,,388023130993.0,426685426554.0,577024509837.0,0.0,260826270000.0,16.9
37,2011/4/0/0,44089040835.0,74715650122.0,176199129339.0,65313580743.0,,387162257124.0,379712636962.0,476193851044.0,0.0,200000000000.0,13.0
38,2011/3/0/0,9048301182.0,43540147209.0,70528264795.0,63270786967.0,,251437679453.0,449546222750.0,383710468463.0,0.0,200000000000.0,28.6
39,2011/2/0/0,36373327680.0,51413526583.0,131668966687.0,79084852298.0,,295680670704.0,422767944663.0,380185691263.0,0.0,200000000000.0,29.9
40,2011/1/0/0,16149092159.0,22840312414.0,60428874209.0,109641311822.0,,255086225497.0,455863486806.0,331955198235.0,0.0,200000000000.0,39.5
41,2010/4/0/0,121041574011.0,87954763161.0,277209284298.0,143199939674.0,,349880609693.0,367617234152.0,456056962430.0,0.0,200000000000.0,42.0
42,2010/3/0/0,1787940735.0,3403240550.0,19184854859.0,125686561266.0,25000000000.0,209490354016.0,328869492971.0,402982405169.0,0.0,200000000000.0,49.7
43,2010/2/0/0,30578818551.0,22002253531.0,71756968905.0,162971170217.0,,208309561154.0,361513518341.0,360771518870.0,0.0,200000000000.0,55.0
44,2010/1/0/0,5878574285.0,9606873245.0,24452637568.0,10222103385.0,,178725348166.0,316704503916.0,292648473409.0,0.0,200000000000.0,61.5
45,2009/4/0/0,97573687924.0,91662356900.0,234493827870.0,46140850214.0,,192377008392.0,297139740355.0,324024861528.0,0.0,200000000000.0,
46,2009/3/0/0,36652568152.0,22865999672.0,72200783353.0,,,,,,0.0,,
47,2009/2/0/0,20080283125.0,10165674534.0,38367324619.0,,,,,,0.0,,
48,2009/1/0/0,12165100970.0,6202350852.0,24077542483.0,60816024000.0,,146200552000.0,171363605000.0,161351422000.0,0.0,200000000000.0,
49,2008/4/0/0,,,,,,,,,0.0,,
50,2008/3/0/0,,,,,,,,,0.0,,
51,2008/2/0/0,,,,,,,,,0.0,,
52,2008/1/0/0,,,,,,,,,0.0,,
