Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua
0,2021/1/0/0,17969228611.0,66875555614.0,100121049989.0,5763842028.0,166500000000.0,33364477427.0,76059721465.0,100665660837.0,0.0,171369680000.0,51.7
1,2020/4/0/0,28095528140.0,84441275618.0,124083066517.0,896972677.0,171500000000.0,41540661053.0,71277351429.0,123939881989.0,,171369680000.0,38.7
2,2020/3/0/0,21797947029.0,71844565699.0,106208176625.0,1289125016.0,218500000000.0,35117617914.0,77793231461.0,100747828646.0,,171369680000.0,38.75
3,2020/2/0/0,15611862282.0,61109599868.0,88225541023.0,1771456870.0,201800000000.0,35763814462.0,77528937219.0,87739938263.0,171369680000.0,171369680000.0,30.3
4,2020/1/0/0,14463164438.0,58017591486.0,81888040979.0,3890876396.0,207700000000.0,34508284829.0,77926283017.0,78699898365.0,171369680000.0,171369680000.0,26.8
5,2019/4/0/0,22288230055.0,70781292485.0,102757871629.0,8685932458.0,217063528219.0,27267213946.0,84957981980.0,104138901603.0,,171369680000.0,29.0
6,2019/3/0/0,18837531758.0,60000978062.0,88404757884.0,1995230111.0,194763528219.0,32589113201.0,89934798683.0,75424417930.0,,171369680000.0,30.0
7,2019/2/0/0,20848266533.0,55294715877.0,86915922790.0,4790670664.0,183315068430.0,26676928559.0,89140374947.0,78885064931.0,,171369680000.0,38.0
8,2019/1/0/0,12111450074.0,43848749772.0,63767382085.0,2217860408.0,176100000000.0,34499956757.0,83041644973.0,65358743223.0,,171369680000.0,38.2
9,2018/4/0/0,21849599567.0,67041299000.0,103603061952.0,16949327615.0,157700000000.0,40950025233.0,77599148209.0,82061578526.0,,163941760000.0,40.3
10,2018/3/0/0,23843329754.0,62138203660.0,97616102384.0,3973353715.0,163400000000.0,29069577499.0,79382131864.0,62317395054.0,,163941760000.0,43.8
11,2018/2/0/0,25388246537.0,66520437926.0,105663413654.0,3569319230.0,180500000000.0,27988894306.0,68614665372.0,56871946881.0,149094600000.0,149094600000.0,44.75
12,2018/1/0/0,18179474142.0,54774250051.0,82951653080.0,2855577735.0,182200000000.0,28229140379.0,65531903798.0,51705446162.0,,149094600000.0,47.7
13,2017/4/0/0,21775385975.0,63194972139.0,94907727864.0,742782268.0,206100000000.0,31626634284.0,59323287888.0,90922052870.0,,149094600000.0,47.9
14,2017/3/0/0,22642177504.0,67122284231.0,101337076212.0,6015252580.0,216500000000.0,30808788013.0,52418249455.0,90123540862.0,,149094600000.0,59.9
