Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua
0,2021/1/0/0,1216240071198.0,3453444417865.0,4849646919276.0,4658542926895.0,11291352543248.0,2623980112520.0,2488453524415.0,8878789240407.0,40000000000000.0,40000000000000.0,25.3
1,2020/4/0/0,3197273215077.0,6684033305103.0,9054410962130.0,6218511805791.0,9776216621332.0,2924493801010.0,2289866131801.0,10564859042532.0,40000000000000.0,40000000000000.0,23.95
2,2020/3/0/0,1191343806419.0,4913699876937.0,6164182340792.0,6130627169973.0,9421538771094.0,2574059423476.0,2796658762779.0,11396379762958.0,40000000000000.0,40000000000000.0,15.25
3,2020/2/0/0,513447387142.0,2605430451156.0,3315829614496.0,4843861403430.0,8853306379535.0,2700191179133.0,3515178200949.0,8968153200586.0,40000000000000.0,40000000000000.0,10.6
4,2020/1/0/0,336535429549.0,2231783161685.0,2744595427568.0,4819557673497.0,8046885100262.0,2715330187983.0,3312818953898.0,7697355360692.0,40000000000000.0,40000000000000.0,11.85
5,2019/4/0/0,1681927401284.0,5266669335986.0,7125077891224.0,6242486393867.0,7440729415960.0,2791591516053.0,3195523257081.0,9192780917504.0,40000000000000.0,40000000000000.0,10.9
6,2019/3/0/0,1219476562260.0,3941851574727.0,5334013994572.0,4458357044277.0,6459994961264.0,2852285870480.0,3302192327000.0,7819901727608.0,40000000000000.0,40000000000000.0,14.1
7,2019/2/0/0,743819976494.0,3413472663679.0,4197533668104.0,4727361278777.0,5934170198566.0,2831833793201.0,3095155151491.0,7956216285541.0,40000000000000.0,40000000000000.0,16.8
8,2019/1/0/0,314834378135.0,2781237828788.0,3414031405492.0,4149218330411.0,5712270528605.0,3354291212794.0,3146562104976.0,7887306508807.0,40000000000000.0,40000000000000.0,10.7
9,2018/4/0/0,1863489601680.0,6008254130527.0,7805504989042.0,5161965287049.0,5599664645929.0,3085560311445.0,3560236485633.0,9735353452059.0,40000000000000.0,40000000000000.0,9.5
10,2018/3/0/0,488493030528.0,3879465727083.0,4847273901389.0,3759431541373.0,5482399403351.0,2416778199651.0,4123883173476.0,9648273971198.0,40000000000000.0,40000000000000.0,9.4
11,2018/2/0/0,,,,,,,,,,,8.2
12,2018/1/0/0,,,,,,,,,,,10.1
13,2017/4/0/0,,,,,,,,,,,
14,2017/3/0/0,,,,,,,,,,,
15,2017/2/0/0,1526891104212.0,6411236569784.0,8110775579491.0,5791595829760.0,3714690228144.0,3011241524733.0,3593892313343.0,10054360335875.0,,26141117039011.0,
16,2017/1/0/0,,,,,,,,,,,
17,2016/4/0/0,,,,,,,,,,,
18,2016/3/0/0,,,,,,,,,,,
19,2016/2/0/0,,,,,,,,,,,
20,2016/1/0/0,,,,,,,,,,,
21,2015/4/0/0,,,,,,,,,0.0,,
22,2015/3/0/0,,,,,,,,,0.0,,
23,2015/2/0/0,,,,,,,,,0.0,,
24,2015/1/0/0,,,,,,,,,0.0,,
25,2014/4/0/0,,,,,,,,,0.0,,
26,2014/3/0/0,,,,,,,,,0.0,,
27,2014/2/0/0,,,,,,,,,0.0,,
28,2014/1/0/0,,,,,,,,,0.0,,
29,2013/4/0/0,,,,,,,,,0.0,,
30,2013/3/0/0,,,,,,,,,0.0,,
31,2013/2/0/0,,,,,,,,,0.0,,
32,2013/1/0/0,,,,,,,,,0.0,,
33,2012/4/0/0,,,,,,,,,0.0,,
34,2012/3/0/0,,,,,,,,,0.0,,
35,2012/2/0/0,,,,,,,,,0.0,,
36,2012/1/0/0,,,,,,,,,0.0,,
37,2011/4/0/0,,,,,,,,,0.0,,
38,2011/3/0/0,,,,,,,,,0.0,,
39,2011/2/0/0,,,,,,,,,0.0,,
40,2011/1/0/0,,,,,,,,,0.0,,
41,2010/4/0/0,,,,,,,,,0.0,,
42,2010/3/0/0,,,,,,,,,0.0,,
43,2010/2/0/0,,,,,,,,,0.0,,
44,2010/1/0/0,,,,,,,,,0.0,,
45,2009/4/0/0,,,,,,,,,0.0,,
46,2009/3/0/0,,,,,,,,,0.0,,
47,2009/2/0/0,,,,,,,,,0.0,,
48,2009/1/0/0,,,,,,,,,0.0,,
49,2008/4/0/0,,,,,,,,,0.0,,
50,2008/3/0/0,,,,,,,,,0.0,,
51,2008/2/0/0,,,,,,,,,0.0,,
52,2008/1/0/0,,,,,,,,,0.0,,
