Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume
0,2021/1/0/0,-9480507722.0,50019783579.0,70024875142.0,17445388188.0,293515.0,528305933576.0,7763323874.0,428270828645.0,972766080000,972766080000.0
1,2020/4/0/0,-23115411040.0,75066503563.0,106340323519.0,105050734848.0,293515.0,408304110999.0,8298144689.0,455024421470.0,972766080000,972766080000.0
2,2020/3/0/0,-14660851231.0,77872574948.0,102991219475.0,18164687114.0,293515.0,602830482337.0,9241275693.0,488250856611.0,972766080000,972766080000.0
3,2020/2/0/0,-4649760373.0,71097250064.0,63905252396.0,13121416941.0,293515.0,598054165783.0,8471640153.0,442770657579.0,972766080000,972766080000.0
4,2020/1/0/0,39326867834.0,123393521090.0,188659548138.0,22499108226.0,454871316.0,414420180041.0,10417250803.0,480277501277.0,972766080000,972766080000.0
5,2019/4/0/0,-22080515140.0,159711469263.0,197970834151.0,68047831687.0,454871316.0,269770921032.0,12606721280.0,550024146532.0,926666080000,926666080000.0
6,2019/3/0/0,9510853481.0,183720246946.0,259467605792.0,27307261726.0,426799071.0,261832199358.0,11851181380.0,441135481289.0,926666080000,926666080000.0
7,2019/2/0/0,35450915595.0,163541796288.0,236691888327.0,29804992308.0,426799071.0,277394107599.0,12623921565.0,436168454996.0,837044050000,837044050000.0
8,2019/1/0/0,16033241530.0,149561128024.0,218233229878.0,70339574558.0,426527071.0,431537383586.0,11715928999.0,358216921389.0,837044050000,837044050000.0
9,2018/4/0/0,-15955702496.0,180432207447.0,227587666641.0,74114998373.0,426527071.0,473805649152.0,11539784648.0,396142359871.0,837044050000,837044050000.0
10,2018/3/0/0,9035496581.0,168201096287.0,233157520480.0,71582004139.0,13702691318.0,527861178964.0,10149684451.0,385006486143.0,797184800000,797184800000.0
11,2018/2/0/0,18476425359.0,146021424765.0,215706686595.0,55620081069.0,10130068439.0,594629051160.0,9883392394.0,382140798520.0,797184800000,752050000000.0
12,2018/1/0/0,58237760461.0,151810916712.0,264769742256.0,40889747171.0,29122578171.0,492608878701.0,11751059322.0,305589017212.0,752050000000,752050000000.0
13,2017/4/0/0,7453297862.0,250409196097.0,342097153567.0,50805715079.0,13883034578.0,417588060467.0,12519345866.0,309276727994.0,752050000000,752050000000.0
14,2017/3/0/0,8774543396.0,182404051574.0,249868255339.0,49547379894.0,78708522582.0,477451435614.0,26788259238.0,417952747638.0,752050000000,752050000000.0
15,2017/2/0/0,20388192080.0,185199122738.0,274933448777.0,48879916191.0,69930033025.0,329824801870.0,28506036812.0,303946511078.0,752050000000,752050000000.0
16,2017/1/0/0,1583842396.0,47283103176.0,58841817537.0,631690070874.0,50626000000.0,102813150014.0,1784578152.0,195936114220.0,765131152262,752050000000.0
17,2016/4/0/0,5137202730.0,34606485866.0,38538371235.0,8340864893.0,50626000000.0,95771291515.0,1051813042.0,143741415635.0,130000000000,130000000000.0
18,2016/3/0/0,21842530.0,37787661754.0,47096520764.0,10163751620.0,,59682959345.0,946686633.0,111208865778.0,130000000000,130000000000.0
19,2016/2/0/0,4571159560.0,39341921712.0,44374957663.0,3912842921.0,500000000.0,62139482649.0,2166728164.0,91545092725.0,130000000000,130000000000.0
20,2016/1/0/0,-3465510467.0,114142757858.0,119462317464.0,5178061311.0,500000000.0,71363223277.0,1877363759.0,120198842782.0,130000000000,130000000000.0
21,2015/4/0/0,5421588238.0,21840138398.0,18586138750.0,6079531867.0,,52477047461.0,13181090040.0,128639183978.0,130000000000,130000000000.0
22,2015/3/0/0,-3291711569.0,17133216147.0,19073430091.0,1932169735.0,3500000000.0,29322517176.0,1688988555.0,37212399337.0,130000000000,130000000000.0
23,2015/2/0/0,-6021018776.0,17191756759.0,16210656752.0,4294523692.0,,31040909498.0,1777357338.0,52224730879.0,130000000000,130000000000.0
24,2015/1/0/0,8727469.0,10342856555.0,16813576067.0,3612094532.0,,12973744396.0,1895245965.0,43717734102.0,130000000000,130000000000.0
25,2014/4/0/0,1214045643.0,9355427388.0,13712408047.0,4762514731.0,,11790227228.0,2004638998.0,39030577504.0,0,130000000000.0
26,2014/3/0/0,367321623.0,8600991800.0,13838209833.0,2011220726.0,11606330257.0,11606330257.0,2032479779.0,33927997706.0,0,130000000000.0
27,2014/2/0/0,-1324325135.0,8878206354.0,13223360005.0,916695029.0,,10982948210.0,2089411002.0,17665523337.0,0,130000000000.0
28,2014/1/0/0,298408275.0,8622283572.0,13593573821.0,822579804.0,,4901731053.0,2209952693.0,27926600539.0,0,130000000000.0
29,2013/4/0/0,381652281.0,10025733856.0,15290398829.0,964667735.0,,5026915176.0,2219883616.0,35789646068.0,0,130000000000.0
30,2013/3/0/0,648698092.0,8222314392.0,13890535715.0,749480647.0,,5354055532.0,3339041515.0,36447124241.0,0,130000000000.0
31,2013/2/0/0,-1850804872.0,8421823478.0,13783350986.0,1328827591.0,,4537378317.0,3416058206.0,48474769002.0,0,130000000000.0
32,2013/1/0/0,1034846149.0,8111942168.0,13879960535.0,1558492379.0,,5883817746.0,3452722698.0,58668465956.0,0,130000000000.0
33,2012/4/0/0,-567752852.0,10053581684.0,14962629743.0,1532396594.0,,4500312887.0,3321420251.0,56517501038.0,0,130000000000.0
34,2012/3/0/0,1370399588.0,7641245546.0,12469782265.0,840792474.0,,4665070581.0,4913154988.0,58403097796.0,0,130000000000.0
35,2012/2/0/0,458370593.0,7769937848.0,11472612471.0,1159431515.0,,4135248385.0,4855342928.0,57043367498.0,0,130000000000.0
36,2012/1/0/0,1712741663.0,8367163098.0,14328118338.0,1037717884.0,,5211439446.0,4870499329.0,57906122611.0,0,130000000000.0
37,2011/4/0/0,478444987.0,7615819165.0,12519743455.0,661033355.0,,5440446460.0,4914729158.0,57691315506.0,0,130000000000.0
38,2011/3/0/0,406360122.0,9917760158.0,14042159766.0,670229106.0,,5463330674.0,5068098007.0,50076837926.0,0,130000000000.0
39,2011/2/0/0,1085390343.0,12602164432.0,17500173447.0,1025084930.0,,5386106032.0,5585742708.0,46020614954.0,0,130000000000.0
40,2011/1/0/0,1505357886.0,9739036196.0,15436706754.0,1130234374.0,,6245169271.0,9355220195.0,34141895115.0,0,130000000000.0
41,2010/4/0/0,3560424901.0,27132118730.0,35538390528.0,834238537.0,,6384579589.0,10226153029.0,28821447689.0,0,130000000000.0
