Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume
0,2021/1/0/0,-26362531296.0,83748331499.0,101898384468.0,257570346380.0,273409896915.0,936761609707.0,279753436629.0,1281848477566.0,3000000000000.0,3000000000000.0
1,2020/4/0/0,34888708587.0,219787136413.0,405749020449.0,288488166924.0,268814834615.0,977904813478.0,278457091668.0,1285447100474.0,3000000000000.0,3000000000000.0
2,2020/3/0/0,28519215317.0,113139353671.0,233324245328.0,336556912895.0,230678445300.0,1040807865156.0,362530660630.0,1637913098348.0,3000000000000.0,3000000000000.0
3,2020/2/0/0,19089977366.0,80998724628.0,115952684026.0,210889134063.0,223610645860.0,1063213442627.0,288276682090.0,1276987287122.0,3000000000000.0,3000000000000.0
4,2020/1/0/0,219673993253.0,109695439119.0,147184521579.0,175698995714.0,313720424901.0,961754520211.0,291822236280.0,1263789818544.0,3000000000000.0,3000000000000.0
5,2019/4/0/0,29947956723.0,133112469423.0,203308296595.0,266171535468.0,207111298200.0,955656460623.0,295787781878.0,2192421431307.0,3000000000000.0,3000000000000.0
6,2019/3/0/0,81228566245.0,283748696772.0,586493740273.0,411976853305.0,154787186263.0,1067644898730.0,295161954361.0,2404987521957.0,3000000000000.0,3000000000000.0
7,2019/2/0/0,-38176673869.0,144734313475.0,224262522747.0,282866496989.0,162632916263.0,1190848801692.0,286259906416.0,2302251955023.0,3000000000000.0,3000000000000.0
8,2019/1/0/0,6362661743.0,133665211824.0,197988682289.0,249499498697.0,163482881706.0,1283407605811.0,282987776325.0,2310996002963.0,3000000000000.0,3000000000000.0
9,2018/4/0/0,-8093882958.0,208966634793.0,280029140002.0,396021510275.0,139766643509.0,1201137397044.0,284878679198.0,2328757352243.0,3000000000000.0,3000000000000.0
10,2018/3/0/0,65842196018.0,250929616451.0,529834016076.0,266127147634.0,162564243776.0,1380475932754.0,287776357428.0,2430318073828.0,3000000000000.0,3000000000000.0
11,2018/2/0/0,-33198521688.0,129151957594.0,213609723290.0,231482279622.0,126601433776.0,1297556525003.0,288618941374.0,2336572909652.0,3000000000000.0,3000000000000.0
