Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume
0,2021/1/0/0,51054150634.0,130471553362.0,247540220406.0,71354630023.0,,1841155158297.0,42353811896.0,1338779610265.0,,669684780000.0
1,2020/4/0/0,110681010720.0,241959994588.0,426148763700.0,151556122436.0,,2112645717597.0,47840139559.0,1406882582582.0,,669684780000.0
2,2020/3/0/0,49852098968.0,123940052284.0,202481556231.0,59686185395.0,,2075114583401.0,84269962235.0,1141056570321.0,,537798820000.0
3,2020/2/0/0,108175531159.0,183587488996.0,397596105732.0,329662234212.0,,2003621911329.0,90256406831.0,1484063760277.0,,537798820000.0
4,2020/1/0/0,50923814381.0,169860433340.0,296229063430.0,71830135237.0,,2042192693838.0,96824405656.0,1620557067655.0,,537798820000.0
5,2019/4/0/0,146521963962.0,198789174127.0,474098093937.0,139584504601.0,,2145544962799.0,108335465207.0,1653682149431.0,,537798820000.0
6,2019/3/0/0,36443424591.0,159387420056.0,253391905436.0,111366455705.0,,2000898667005.0,73477744019.0,1420103759053.0,,537798820000.0
7,2019/2/0/0,96565146893.0,147732033000.0,292027454879.0,98534947303.0,,1634294014263.0,67238049447.0,1411221483361.0,,537798820000.0
8,2019/1/0/0,56314103620.0,168703737368.0,296578998332.0,130190196675.0,,1619211102697.0,73265506344.0,775516356103.0,,537798820000.0
9,2018/4/0/0,114926211683.0,179516135272.0,392690780517.0,125292059071.0,,1498043373737.0,50223730086.0,693700122806.0,,537798820000.0
10,2018/3/0/0,61348579949.0,141551199922.0,252990741524.0,112554314500.0,,1515720234665.0,46820292889.0,788311202601.0,,514798820000.0
11,2018/2/0/0,79393656039.0,136902996840.0,270764523425.0,130880832159.0,,1334711447301.0,50764479916.0,461234024452.0,,468000000000.0
12,2018/1/0/0,69806993843.0,143253096523.0,252546929761.0,300276638897.0,69014302500.0,282687251508.0,51321937202.0,150582972032.0,,468000000000.0
13,2017/4/0/0,85625748676.0,224942247898.0,354076208057.0,316686584389.0,66982500000.0,237113117611.0,63562667732.0,130641036824.0,,468000000000.0
14,2017/3/0/0,47774177434.0,139720284222.0,222489390196.0,266056117418.0,66982500000.0,171364297586.0,42147655907.0,139777857285.0,,468000000000.0
15,2017/2/0/0,82864620296.0,159907799924.0,276914466824.0,280925300571.0,,209336656021.0,42907256277.0,154501147246.0,,468000000000.0
16,2017/1/0/0,61035903248.0,134783219407.0,240582358695.0,188138677902.0,,213309122436.0,43692350386.0,109477749845.0,,234000000000.0
17,2016/4/0/0,51954757951.0,127204959456.0,208365796374.0,79261665888.0,41000000000.0,176580868242.0,48533388688.0,94273360414.0,,234000000000.0
18,2016/3/0/0,63986399261.0,135067341167.0,236771145544.0,116470078687.0,,164513678831.0,50210132406.0,107231618284.0,,234000000000.0
19,2016/2/0/0,56602467033.0,131988008555.0,224529421689.0,113399173239.0,,129175383042.0,50544208870.0,121394694778.0,,234000000000.0
