Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume
0,2021/1/0/0,17201176106.0,585974585852.0,627623119624.0,208287699468.0,20000000000.0,1207517184389.0,293697033827.0,1217126794020.0,321850000000.0,321850000000.0
1,2020/4/0/0,9775160577.0,627695765661.0,662727832485.0,294145849849.0,20000000000.0,1088338154348.0,521529379323.0,1444725591815.0,321850000000.0,321850000000.0
2,2020/3/0/0,21823250104.0,314273899879.0,358007940447.0,136420099096.0,14000000000.0,1024848523411.0,278265058462.0,948744153093.0,321850000000.0,321850000000.0
3,2020/2/0/0,27498833688.0,300919602154.0,334203360895.0,165773348952.0,20000000000.0,1079497540108.0,265325675179.0,1047582091669.0,321850000000.0,321850000000.0
4,2020/1/0/0,8490698321.0,202597677436.0,228008667491.0,181914948580.0,20000000000.0,1195577548445.0,242371520063.0,1111803343697.0,321850000000.0,321850000000.0
5,2019/4/0/0,57683623546.0,1313390348790.0,1451380383645.0,368834002130.0,,1380287070497.0,284187295881.0,1498650981387.0,321850000000.0,321850000000.0
6,2019/3/0/0,16931522280.0,264410625973.0,291380801672.0,53374809495.0,,530360342709.0,714584340482.0,850210491102.0,321850000000.0,321850000000.0
7,2019/2/0/0,13025972508.0,343471278576.0,374040617154.0,168087121030.0,,452619534563.0,479532229429.0,647050051591.0,,321850000000.0
8,2019/1/0/0,4632325392.0,132773461828.0,151567118254.0,269773056252.0,,523356514184.0,503131996285.0,826045174565.0,,321850000000.0
9,2018/4/0/0,34719367802.0,935003594747.0,1004058511403.0,205467925807.0,,1127626570078.0,514498799805.0,1366708388717.0,,321850000000.0
10,2018/3/0/0,23774000883.0,500733970140.0,554026363197.0,478001279835.0,,768146957937.0,952041826297.0,1800888777835.0,,321850000000.0
11,2018/2/0/0,26080663334.0,662725281630.0,711873383028.0,134622592472.0,,1253635536815.0,456507021914.0,1436028344643.0,321850000000.0,321850000000.0
12,2018/1/0/0,4432251237.0,138493451860.0,144528196113.0,477708447289.0,,752117694505.0,421996460398.0,1232855983738.0,,321850000000.0
13,2017/4/0/0,,,,,,,,,0.0,
14,2017/3/0/0,,,,,,,,,0.0,
15,2017/2/0/0,,,,,,,,,0.0,
16,2017/1/0/0,,,,,,,,,0.0,
17,2016/4/0/0,,,,,,,,,0.0,
18,2016/3/0/0,,,,,,,,,0.0,
19,2016/2/0/0,,,,,,,,,0.0,
20,2016/1/0/0,,,,,,,,,0.0,
21,2015/4/0/0,,,,,,,,,0.0,
22,2015/3/0/0,,,,,,,,,0.0,
23,2015/2/0/0,,,,,,,,,0.0,
24,2015/1/0/0,,,,,,,,,0.0,
25,2014/4/0/0,,,,,,,,,0.0,
26,2014/3/0/0,,,,,,,,,0.0,
27,2014/2/0/0,,,,,,,,,0.0,
28,2014/1/0/0,,,,,,,,,0.0,
29,2013/4/0/0,,,,,,,,,0.0,
30,2013/3/0/0,,,,,,,,,0.0,
31,2013/2/0/0,,,,,,,,,0.0,
32,2013/1/0/0,,,,,,,,,0.0,
33,2012/4/0/0,,,,,,,,,0.0,
34,2012/3/0/0,,,,,,,,,0.0,
35,2012/2/0/0,,,,,,,,,0.0,
36,2012/1/0/0,,,,,,,,,0.0,
37,2011/4/0/0,,,,,,,,,0.0,
38,2011/3/0/0,,,,,,,,,0.0,
39,2011/2/0/0,,,,,,,,,0.0,
40,2011/1/0/0,,,,,,,,,0.0,
41,2010/4/0/0,,,,,,,,,0.0,
42,2010/3/0/0,,,,,,,,,0.0,
43,2010/2/0/0,,,,,,,,,0.0,
44,2010/1/0/0,,,,,,,,,0.0,
45,2009/4/0/0,,,,,,,,,0.0,
46,2009/3/0/0,,,,,,,,,0.0,
47,2009/2/0/0,,,,,,,,,0.0,
48,2009/1/0/0,,,,,,,,,0.0,
49,2008/4/0/0,,,,,,,,,0.0,
50,2008/3/0/0,,,,,,,,,0.0,
51,2008/2/0/0,,,,,,,,,0.0,
52,2008/1/0/0,,,,,,,,,0.0,
