Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume
0,2021/1/0/0,291329068869.0,3897860483320.0,4413114515304.0,1171440125549.0,1980723670150.0,6120169744976.0,5043453877727.0,13379497776077.0,4882440000000.0,4882440000000.0
1,2020/4/0/0,324958503385.0,5032897015073.0,5888429781294.0,1561762324627.0,1728196377863.0,6273798681177.0,3226999893488.0,10906300944309.0,4882440000000.0,4882440000000.0
2,2020/3/0/0,218437868557.0,4191389624776.0,4748124967220.0,2422233820946.0,983909592180.0,5871659922841.0,3077085097664.0,8955161951211.0,4882440000000.0,4882440000000.0
3,2020/2/0/0,326939064319.0,3172271763301.0,3812480300008.0,554672970177.0,829587290062.0,5590166653297.0,2908589458049.0,7208392911083.0,4882440000000.0,4882440000000.0
4,2020/1/0/0,93474356746.0,2920614492764.0,3499726116543.0,625789459822.0,1706637263044.0,4286605939812.0,2724134238179.0,8987949298551.0,4882440000000.0,4882440000000.0
5,2019/4/0/0,145006827890.0,3592895502204.0,4310506826453.0,928422409184.0,1206823296482.0,3432938452058.0,2715719755854.0,7691819431352.0,4882440000000.0,4882440000000.0
6,2019/3/0/0,251871525615.0,3165938113104.0,3902602714289.0,833466726711.0,1155806669564.0,3688964271277.0,2521783241144.0,8711432213336.0,4882440000000.0,4882440000000.0
7,2019/2/0/0,302106092799.0,3297696233751.0,4035929352522.0,811054064156.0,1073488607285.0,3484698519641.0,2502909679549.0,8889966786210.0,4245600000000.0,4245600000000.0
8,2019/1/0/0,162824564711.0,2518478598338.0,3064968052598.0,1123075652233.0,1375958626704.0,3793347614831.0,2386213688512.0,8020184380064.0,4065600000000.0,4065600000000.0
9,2018/4/0/0,330651173121.0,2971283805671.0,3649818500344.0,1003167098002.0,1784455085242.0,3086911187658.0,2106748564307.0,6798064626520.0,4065600000000.0,4065600000000.0
10,2018/3/0/0,417342237667.0,3202790575510.0,3830398475867.0,861103911970.0,1834796769248.0,3388784549467.0,2131161027302.0,5518855864553.0,4065600000000.0,4065600000000.0
11,2018/2/0/0,144967702082.0,2871608946936.0,3377061799028.0,1887480953383.0,1981584132657.0,2807596106488.0,2284241558280.0,5687052763262.0,3388000000000.0,3388000000000.0
12,2018/1/0/0,382681056587.0,2437018071085.0,2841296256626.0,1253534935365.0,1453128162175.0,2446514776146.0,2187475288935.0,5225163715314.0,2668000000000.0,2668000000000.0
13,2017/4/0/0,282523057909.0,2774755208509.0,3317913957890.0,1094412623638.0,1599854524169.0,2915085547695.0,1858056255542.0,4769434822922.0,,2668000000000.0
14,2017/3/0/0,223886259821.0,2458058425683.0,2978100231503.0,864272758788.0,1891523366919.0,2891651644307.0,1883961444168.0,3487615399498.0,2668000000000.0,2668000000000.0
15,2017/2/0/0,181106182871.0,2427222562966.0,2869849358734.0,1077504002160.0,1508761769779.0,3566984266440.0,1935670892730.0,4120033877717.0,,2320000000000.0
16,2017/1/0/0,624465689620.0,2344159873896.0,2828671660885.0,1141721262498.0,1883653960408.0,2903136918496.0,2023928238494.0,3432861490681.0,2320000000000.0,2320000000000.0
17,2016/4/0/0,74921125682.0,1494659777873.0,1723941052848.0,2912824131161.0,353394502790.0,1503590465601.0,1539753108650.0,3399306071087.0,1550000000000.0,1550000000000.0
18,2016/3/0/0,193955480055.0,1656092743444.0,1925758284626.0,295013844573.0,410212894267.0,1297273082732.0,871485044862.0,1707854935974.0,1550000000000.0,1550000000000.0
19,2016/2/0/0,241180245891.0,1908743050584.0,2165796766400.0,271503230929.0,613755377778.0,1318534238979.0,940934528907.0,1931494023901.0,1550000000000.0,1550000000000.0
20,2016/1/0/0,110083333449.0,1434077493026.0,1644335322128.0,281840713714.0,393100000000.0,1110273066777.0,1078189807413.0,1783232609044.0,1550000000000.0,1550000000000.0
21,2015/4/0/0,,,,,,,,,,
22,2015/3/0/0,0.0,3200846957936.0,3427532277313.0,264941982468.0,401075231062.0,1384635947317.0,911281494040.0,1728231679017.0,1550000000000.0,1550000000000.0
23,2015/2/0/0,164879968737.0,2004990970961.0,2333548536213.0,430294759140.0,234467716737.0,1461509510663.0,1457952058017.0,2422631475840.0,1400000000000.0,1400000000000.0
24,2015/1/0/0,123333346429.0,1740801346842.0,2026460371013.0,527734168260.0,305619497173.0,1156291195136.0,1362011756548.0,2138658814850.0,,
25,2014/4/0/0,70983719972.0,1815396714078.0,2202857558931.0,770927664834.0,288210857173.0,937600947599.0,1378861337210.0,2235818313682.0,0.0,1400000000000.0
26,2014/3/0/0,117997652804.0,1580902102830.0,1892894004619.0,438821486130.0,383042778553.0,1064044292163.0,1337179662894.0,2182433361736.0,0.0,1400000000000.0
27,2014/2/0/0,159962404096.0,2400012768681.0,2748622868327.0,451095419105.0,266374686307.0,1202292150686.0,1345160491219.0,2256750161231.0,0.0,1400000000000.0
28,2014/1/0/0,99281440684.0,1683885480143.0,1890648439695.0,457446504925.0,296156694120.0,1481376148460.0,1291519239334.0,2478751034524.0,0.0,1400000000000.0
29,2013/4/0/0,61589350211.0,1897091091185.0,2192329248653.0,494352346689.0,277546592442.0,1089838390170.0,1291572470666.0,2073644434519.0,0.0,1400000000000.0
30,2013/3/0/0,143401130572.0,1559461005141.0,1868731345496.0,217645167128.0,378578202300.0,1386625695426.0,1245290478919.0,2301130163620.0,0.0,1400000000000.0
31,2013/2/0/0,111731204274.0,1592658518339.0,1860129238215.0,329586438426.0,347681302300.0,1065211640974.0,1154173414817.0,1955826600678.0,0.0,1400000000000.0
32,2013/1/0/0,0.0,,,,,,,,0.0,
33,2012/4/0/0,,,,,,,,,0.0,
34,2012/3/0/0,,,,,,,,,0.0,
35,2012/2/0/0,,,,,,,,,0.0,
36,2012/1/0/0,,,,,,,,,0.0,
37,2011/4/0/0,,,,,,,,,0.0,
38,2011/3/0/0,,,,,,,,,0.0,
39,2011/2/0/0,,,,,,,,,0.0,
40,2011/1/0/0,,,,,,,,,0.0,
41,2010/4/0/0,,,,,,,,,0.0,
42,2010/3/0/0,,,,,,,,,0.0,
43,2010/2/0/0,,,,,,,,,0.0,
44,2010/1/0/0,,,,,,,,,0.0,
45,2009/4/0/0,,,,,,,,,0.0,
46,2009/3/0/0,,,,,,,,,0.0,
47,2009/2/0/0,,,,,,,,,0.0,
48,2009/1/0/0,,,,,,,,,0.0,
49,2008/4/0/0,,,,,,,,,0.0,
50,2008/3/0/0,,,,,,,,,0.0,
51,2008/2/0/0,,,,,,,,,0.0,
52,2008/1/0/0,,,,,,,,,0.0,
