Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume
0,2021/1/0/0,14926988951.0,436036935088.0,462887163618.0,30509664824.0,167500000000.0,211257812714.0,15783538627.0,289667974107.0,360000000000.0,360000000000.0
1,2020/4/0/0,17889947355.0,355510459885.0,385651277766.0,78805217023.0,177500000000.0,91761229764.0,13673610101.0,231650582459.0,360000000000.0,360000000000.0
2,2020/3/0/0,13750159620.0,452606850207.0,477750756346.0,94940712388.0,193500000000.0,119369999933.0,14045761289.0,331762254124.0,360000000000.0,360000000000.0
3,2020/2/0/0,15173574570.0,346562771367.0,371091381244.0,32889967435.0,197000000000.0,134001361159.0,10388968965.0,261506053364.0,360000000000.0,360000000000.0
4,2020/1/0/0,13187582964.0,283709538023.0,312741257353.0,40816090543.0,160970000000.0,100557726419.0,15377150428.0,172804847733.0,360000000000.0,360000000000.0
5,2019/4/0/0,16560784312.0,246344500361.0,278095837618.0,53229188747.0,153970000000.0,96082096906.0,17158920107.0,202013301482.0,360000000000.0,360000000000.0
6,2019/3/0/0,13934151816.0,233943442258.0,263453961655.0,54628564798.0,163500000000.0,106035342591.0,18189941826.0,191693308515.0,300000000000.0,300000000000.0
7,2019/2/0/0,10087198718.0,377481266870.0,399141503076.0,113067469646.0,160000000000.0,102865385519.0,12028910255.0,192713037320.0,300000000000.0,300000000000.0
8,2019/1/0/0,11876937174.0,421506791085.0,447203882318.0,100744450686.0,160000000000.0,154341357293.0,17758524030.0,187098991001.0,300000000000.0,300000000000.0
9,2018/4/0/0,15708226297.0,285082969281.0,316163763451.0,24902199025.0,185000000000.0,149010496076.0,24297941773.0,157697346598.0,300000000000.0,300000000000.0
10,2018/3/0/0,13476763732.0,251929312303.0,277096767518.0,87134794935.0,165000000000.0,123395663117.0,19080399932.0,119035995610.0,300000000000.0,300000000000.0
11,2018/2/0/0,21933318193.0,379009538517.0,412927580454.0,125324058220.0,220000000000.0,103330783558.0,10745761156.0,134660180038.0,300000000000.0,300000000000.0
12,2018/1/0/0,13357019234.0,526565964368.0,549944950588.0,77821962213.0,230000000000.0,182345275672.0,6049592010.0,153286809957.0,300000000000.0,300000000000.0
13,2017/4/0/0,15681517548.0,360291903215.0,393457533958.0,87553380275.0,230000000000.0,119117750536.0,11545262480.0,126630514598.0,300000000000.0,300000000000.0
14,2017/3/0/0,10290660850.0,272479766573.0,290373976909.0,111537320712.0,220000000000.0,83392689345.0,4247548798.0,113971706634.0,,300000000000.0
15,2017/2/0/0,12421696793.0,288364254888.0,310143938224.0,120615283531.0,180000000000.0,97559343339.0,5561198697.0,111744387879.0,,300000000000.0
16,2017/1/0/0,13389960479.0,276357294192.0,297302547332.0,88717880504.0,250000000000.0,98478146307.0,6388107059.0,119585630911.0,,300000000000.0
17,2016/4/0/0,6405870166.0,397703887489.0,418032568864.0,119553616428.0,205000000000.0,82744790250.0,11550055246.0,113730497978.0,,300000000000.0
18,2016/3/0/0,13140101843.0,340695371086.0,361819451423.0,72507021234.0,250000000000.0,275928300186.0,4752583249.0,306099708135.0,,300000000000.0
19,2016/2/0/0,20691300867.0,274943709653.0,311726476516.0,83967091491.0,240000000000.0,194776734275.0,8532461739.0,269892396099.0,,300000000000.0
20,2016/1/0/0,16279226925.0,217151710546.0,247691336417.0,88384918480.0,220000000000.0,167543712068.0,11765959577.0,219052590646.0,,300000000000.0
21,2015/4/0/0,6055544461.0,280346330103.0,306963392618.0,69288002273.0,211500000000.0,111442862418.0,15601357368.0,163475470038.0,,300000000000.0
22,2015/3/0/0,20750859335.0,220294875294.0,255619947094.0,75802466628.0,161500000000.0,110308840872.0,17951204270.0,139617787330.0,,300000000000.0
23,2015/2/0/0,21324509203.0,231600686990.0,269316632448.0,37466336322.0,211500000000.0,105992062959.0,14956506067.0,158025397833.0,,300000000000.0
24,2015/1/0/0,17848591489.0,201051469266.0,232001051561.0,32043751143.0,196500000000.0,77887656996.0,18334049482.0,107355210181.0,,300000000000.0
25,2014/4/0/0,5284442707.0,202784283673.0,220734881354.0,36445685389.0,176500000000.0,52885948477.0,19615619969.0,81473372132.0,0.0,300000000000.0
26,2014/3/0/0,13539612355.0,239187104985.0,267307532215.0,88969053966.0,106500000000.0,84670784603.0,16487581346.0,124081055926.0,0.0,300000000000.0
27,2014/2/0/0,7642564431.0,165868194812.0,184449211528.0,131468649784.0,40750000000.0,29141277895.0,21328344348.0,72967738189.0,0.0,300000000000.0
