Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume
0,2021/1/0/0,30927153495.0,4079497989907.0,4664985527008.0,610609611961.0,2042069900364.0,1863288667181.0,2182018749512.0,6316127819392.0,789817920000.0,789817920000.0
1,2020/4/0/0,1018316065.0,3398539598104.0,3937217682242.0,701504239399.0,788158684912.0,1501046972372.0,1829530448764.0,4165253647733.0,789817920000.0,789817920000.0
2,2020/3/0/0,-6667132113.0,2955945062699.0,3432170739147.0,498712482616.0,447680493260.0,1223320646470.0,2011971051867.0,3527736600422.0,789817920000.0,789817920000.0
3,2020/2/0/0,-19754693347.0,2741202734059.0,3204212185603.0,603694981738.0,403593121087.0,833995132665.0,2313697880376.0,3412416663677.0,789817920000.0,789817920000.0
4,2020/1/0/0,35620239921.0,3529435646990.0,4092967226685.0,912494905900.0,465801982952.0,1065031199348.0,3011698042601.0,4708402673951.0,789817920000.0,789817920000.0
5,2019/4/0/0,-26233345738.0,3695763821769.0,4206876913266.0,919649553585.0,444643176666.0,1178443348858.0,3383542174980.0,5308437835077.0,789817920000.0,789817920000.0
6,2019/3/0/0,71822300152.0,3869543153074.0,4424252617459.0,1152391363079.0,573870236736.0,1189116956040.0,2324967913065.0,4475587869483.0,789817920000.0,789817920000.0
7,2019/2/0/0,94087160226.0,3441223765938.0,3985175774306.0,1099813840325.0,544079758891.0,1025593904870.0,2144724859775.0,4046351680037.0,686800000000.0,686800000000.0
8,2019/1/0/0,63973658292.0,3538305298456.0,4017654442132.0,542460403586.0,15941864257.0,1291940603441.0,2385188894554.0,3482404846946.0,680000000000.0,680000000000.0
9,2018/4/0/0,120398875052.0,3703011106910.0,4265827244776.0,1068737461019.0,4140042971.0,1273589841159.0,2506218917201.0,4196094262282.0,680000000000.0,680000000000.0
10,2018/3/0/0,80882998508.0,3057907171462.0,3552666881068.0,874117915376.0,260208572917.0,887950999989.0,1771161973524.0,3207538911642.0,680000000000.0,680000000000.0
11,2018/2/0/0,82647624377.0,3097921268956.0,3595556876705.0,507443363860.0,151050000000.0,1153422642508.0,1897586039251.0,3224572912560.0,680000000000.0,680000000000.0
12,2018/1/0/0,63882571386.0,3395908659765.0,3884306627892.0,605771632622.0,83859066193.0,1055328392371.0,1894544286735.0,3258812894641.0,,400000000000.0
13,2017/4/0/0,114663352812.0,3381087938268.0,3948922805432.0,638076095694.0,212050000000.0,808125935203.0,1723477573603.0,3078595766698.0,400000000000.0,400000000000.0
14,2017/3/0/0,62341760510.0,2430715132314.0,2875927062960.0,574013433128.0,280550000000.0,597873861523.0,1066808189367.0,2233094135575.0,200000000000.0,200000000000.0
15,2017/2/0/0,64414118127.0,2570495568633.0,3021749298523.0,583698773633.0,284550000000.0,549397160628.0,1131537723827.0,2313422918394.0,200000000000.0,200000000000.0
16,2017/1/0/0,0.0,,,,,,,,,
17,2016/4/0/0,,,,,,,,,0.0,
18,2016/3/0/0,,,,,,,,,0.0,
19,2016/2/0/0,0.0,,,,,,,,0.0,
20,2016/1/0/0,,,,,,,,,0.0,
21,2015/4/0/0,,,,,,,,,0.0,
22,2015/3/0/0,,,,,,,,,0.0,
23,2015/2/0/0,,,,,,,,,0.0,
24,2015/1/0/0,,,,,,,,,0.0,
25,2014/4/0/0,,,,,,,,,0.0,
26,2014/3/0/0,,,,,,,,,0.0,
27,2014/2/0/0,,,,,,,,,0.0,
28,2014/1/0/0,,,,,,,,,0.0,
29,2013/4/0/0,,,,,,,,,0.0,
30,2013/3/0/0,,,,,,,,,0.0,
31,2013/2/0/0,,,,,,,,,0.0,
32,2013/1/0/0,,,,,,,,,0.0,
33,2012/4/0/0,,,,,,,,,0.0,
34,2012/3/0/0,,,,,,,,,0.0,
35,2012/2/0/0,,,,,,,,,0.0,
36,2012/1/0/0,,,,,,,,,0.0,
37,2011/4/0/0,,,,,,,,,0.0,
38,2011/3/0/0,,,,,,,,,0.0,
39,2011/2/0/0,,,,,,,,,0.0,
40,2011/1/0/0,,,,,,,,,0.0,
41,2010/4/0/0,,,,,,,,,0.0,
42,2010/3/0/0,,,,,,,,,0.0,
43,2010/2/0/0,,,,,,,,,0.0,
44,2010/1/0/0,,,,,,,,,0.0,
45,2009/4/0/0,,,,,,,,,0.0,
46,2009/3/0/0,,,,,,,,,0.0,
47,2009/2/0/0,,,,,,,,,0.0,
48,2009/1/0/0,,,,,,,,,0.0,
49,2008/4/0/0,,,,,,,,,0.0,
50,2008/3/0/0,,,,,,,,,0.0,
51,2008/2/0/0,,,,,,,,,0.0,
52,2008/1/0/0,,,,,,,,,0.0,
