Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume
0,2021/1/0/0,39978019220.0,28524089496.0,96792916870.0,53404643882.0,37107757808.0,134047328174.0,141176002317.0,139858631557.0,260031430000,260031430000.0
1,2020/4/0/0,77932485132.0,29783533321.0,116087630481.0,76310527786.0,33070000000.0,169049080416.0,157643579244.0,202276794393.0,260031430000,260031430000.0
2,2020/3/0/0,10909574650.0,13542153958.0,38310965860.0,42745515183.0,31070000000.0,172754252028.0,161424743712.0,144386640242.0,260031430000,260031430000.0
3,2020/2/0/0,32513131178.0,22591743635.0,75617702568.0,79026338677.0,51000000000.0,74589790196.0,158426502859.0,119067879477.0,260031430000,260031430000.0
4,2020/1/0/0,16987183164.0,11062041239.0,31028098205.0,76124727778.0,61431726200.0,73725581652.0,145505160687.0,151777902027.0,260031430000,260031430000.0
5,2019/4/0/0,32267206681.0,31099597801.0,72608736934.0,78635153336.0,58431726200.0,128176677633.0,143464714392.0,108642498297.0,260031430000,260031430000.0
6,2019/3/0/0,17787236111.0,14611612971.0,40149818008.0,170366472965.0,91300000000.0,37551914176.0,148739653337.0,176681438069.0,260031430000,260031430000.0
7,2019/2/0/0,27005591533.0,18902976991.0,54479755007.0,111521080331.0,98670000000.0,42465033324.0,147271376502.0,151065196957.0,260031430000,260031430000.0
8,2019/1/0/0,21200411649.0,20312659439.0,49666564718.0,188579147830.0,90600000000.0,49241100231.0,148741704448.0,97857133263.0,260031430000,260031430000.0
9,2018/4/0/0,57961724956.0,41186229309.0,98462462894.0,155737473879.0,67784357647.0,118808197668.0,137918123356.0,77467295509.0,260031430000,260031430000.0
10,2018/3/0/0,16777563319.0,17575827858.0,35030357232.0,183449544046.0,41427357647.0,55037732446.0,163156137302.0,127076090514.0,260031430000,260031430000.0
11,2018/2/0/0,12310812951.0,17243876335.0,33868982687.0,183546572538.0,41471700000.0,89363187597.0,117735957843.0,154585509606.0,260031430000,260031430000.0
12,2018/1/0/0,11693396983.0,14940578443.0,29561140516.0,132172771986.0,42499240000.0,69051235161.0,115774397522.0,76373167599.0,260031430000,260031430000.0
