Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume
0,2021/1/0/0,1091791839.0,1946932000.0,2209161000.0,4386215316.0,,48395847542.0,17605090741.0,25122886056.0,246330000000,246330000000.0
1,2020/4/0/0,1395491816.0,15865386154.0,16351896000.0,642518185.0,,25715268106.0,17491808060.0,24438566256.0,246330000000,246330000000.0
2,2020/3/0/0,941796227.0,3427353956.0,3767029200.0,3457446183.0,,21641320366.0,20605029015.0,14762486414.0,246330000000,246330000000.0
3,2020/2/0/0,500793437.0,6900776508.0,6897856000.0,851425473.0,,19338217621.0,20098787485.0,10569945246.0,246330000000,246330000000.0
4,2020/1/0/0,-716739352.0,4903402555.0,4421011600.0,1087222400.0,,78587777621.0,23872733061.0,7307841048.0,246330000000,246330000000.0
5,2019/4/0/0,764788191.0,2350675000.0,2765500000.0,10925456943.0,,9357626361.0,28776135616.0,8694834508.0,246330000000,246330000000.0
6,2019/3/0/0,1265663395.0,6725077276.0,7589850000.0,10756132106.0,,16390860940.0,28551221004.0,16282444626.0,246330000000,246330000000.0
7,2019/2/0/0,1034786895.0,18869669800.0,19680824000.0,6426514504.0,,27817227897.0,28606820313.0,25508198425.0,246330000000,246330000000.0
8,2019/1/0/0,709114524.0,510000000.0,520000000.0,647654404.0,,10764069879.0,31864827132.0,5907319511.0,246330000000,246330000000.0
9,2018/4/0/0,-116729801.0,765000000.0,780000000.0,1236177658.0,,21100121817.0,31416886062.0,5377811030.0,246330000000,246330000000.0
10,2018/3/0/0,-340136335.0,765000000.0,780000000.0,2293872445.0,,35652931507.0,30894570957.0,11578173226.0,246330000000,246330000000.0
11,2018/2/0/0,-261683921.0,1530000000.0,1560000000.0,4152689566.0,,83607415821.0,30510388464.0,13911832369.0,246330000000,246330000000.0
12,2018/1/0/0,540641948.0,1275000000.0,1300000000.0,3165875224.0,,83716189155.0,30319236810.0,12856706923.0,246330000000,246330000000.0
13,2017/4/0/0,556428340.0,2117908663.0,2154674892.0,1448730255.0,,86629905346.0,30204669783.0,14371501752.0,246330000000,246330000000.0
14,2017/3/0/0,450871357.0,15654518745.0,15776818745.0,4604713868.0,,77401592279.0,28681920023.0,8811244665.0,246330000000,246330000000.0
15,2017/2/0/0,1199556316.0,,,3435218163.0,,74730578383.0,30195163864.0,5951240584.0,246330000000,246330000000.0
16,2017/1/0/0,-378798549.0,3202719291.0,3213000000.0,3079539896.0,,73899188403.0,30105555289.0,5898172198.0,246330000000,246330000000.0
17,2016/4/0/0,-1047593568.0,,,3575835385.0,,69106043644.0,32866256359.0,5611188898.0,246330000000,246330000000.0
18,2016/3/0/0,-606966574.0,,,1332317065.0,,101091334524.0,32410256359.0,34316303398.0,246330000000,246330000000.0
19,2016/2/0/0,-707061601.0,,,3952812105.0,,137616088624.0,32410256359.0,73635705998.0,246330000000,246330000000.0
20,2016/1/0/0,-8804945072.0,68902958520.0,60874190880.0,3583301652.0,,137393260124.0,32410256359.0,72339779771.0,246330000000,246330000000.0
21,2015/4/0/0,21383400638.0,8993975000.0,9020780000.0,4906421277.0,,76045438810.0,32410256359.0,2835891478.0,246330000000,246330000000.0
