Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume
0,2021/1/0/0,781137000000.0,1058016000000.0,2226386000000.0,3013452000000.0,1108729000000.0,1451733000000.0,286213000000.0,5266410000000.0,23288184000000.0,23288184000000.0
1,2020/4/0/0,974551000000.0,1680924000000.0,3252725000000.0,3050907000000.0,1894314000000.0,1532703000000.0,519889000000.0,3490911000000.0,23288184000000.0,23288184000000.0
2,2020/3/0/0,572391000000.0,915567000000.0,1760351000000.0,2225517000000.0,1893283000000.0,1671928000000.0,1202985000000.0,4781388000000.0,23288184000000.0,23288184000000.0
3,2020/2/0/0,343168000000.0,984384000000.0,1630177000000.0,4105252000000.0,64716000000.0,1542202000000.0,1009599000000.0,5866685000000.0,23288184000000.0,23288184000000.0
4,2020/1/0/0,492198000000.0,926756000000.0,1685666000000.0,2054379000000.0,88862000000.0,782997000000.0,968779000000.0,5344909000000.0,23288184000000.0,23288184000000.0
5,2019/4/0/0,880231000000.0,1388356000000.0,2784403000000.0,1388344000000.0,88537000000.0,724237000000.0,985989000000.0,4767529000000.0,23288184000000.0,23288184000000.0
6,2019/3/0/0,716802201951.0,1130138546834.0,2208068689860.0,1383196409294.0,85357763534.0,1321439451937.0,899169732013.0,5655211673762.0,23288184100000.0,23288184100000.0
7,2019/2/0/0,640297032343.0,1023636079451.0,1982714013892.0,702379310803.0,76125309785.0,1292915998297.0,864044166919.0,5979831793444.0,23288184100000.0,23288184100000.0
8,2019/1/0/0,611181591320.0,1312024783307.0,2284071541827.0,1112607743953.0,701416674850.0,1049460122669.0,819527941327.0,5611677526531.0,23288184100000.0,23288184100000.0
9,2018/4/0/0,697465232079.0,1835558173275.0,2968779642790.0,2431380824439.0,701416674850.0,1047919405624.0,901518194206.0,5678593820504.0,23288184100000.0,23288184100000.0
10,2018/3/0/0,555720395262.0,1995018649457.0,2949144450302.0,2325004793606.0,14982629666.0,1226188264388.0,1380827216121.0,5211412881590.0,19010787330000.0,19010787330000.0
11,2018/2/0/0,620140454478.0,762869394150.0,1515912177676.0,1532281471765.0,14982629666.0,1129069356919.0,2294077193010.0,5208475534421.0,19010787330000.0,19010787330000.0
12,2018/1/0/0,541499321366.0,816985834237.0,1617892522192.0,1404510417149.0,60181546761.0,3886015542554.0,1969430771109.0,7564061359875.0,19010787330000.0,19010787330000.0
13,2017/4/0/0,528285260964.0,737164081382.0,1522813316697.0,1421529231881.0,62181546761.0,3775702071813.0,1655310507135.0,7747516841277.0,19010787330001.0,19010787330001.0
14,2017/3/0/0,373682064857.0,642406152726.0,1234730873358.0,2262618180880.0,59724265686.0,1608152059806.0,1714443461047.0,7306607582525.0,19010787330000.0,19010787330000.0
15,2017/2/0/0,,,,,,,,,,
16,2017/1/0/0,,,,,,,,,,
17,2016/4/0/0,,,,,,,,,,
18,2016/3/0/0,,,,,,,,,,
19,2016/2/0/0,,,,,,,,,,
20,2016/1/0/0,,,,,,,,,,
21,2015/4/0/0,,,,,,,,,,
22,2015/3/0/0,,,,,,,,,,
23,2015/2/0/0,,,,,,,,,,
24,2015/1/0/0,,,,,,,,,,
25,2014/4/0/0,,,,,,,,,0.0,
26,2014/3/0/0,,,,,,,,,0.0,
27,2014/2/0/0,,,,,,,,,0.0,
28,2014/1/0/0,,,,,,,,,0.0,
29,2013/4/0/0,,,,,,,,,0.0,
30,2013/3/0/0,,,,,,,,,0.0,
31,2013/2/0/0,,,,,,,,,0.0,
32,2013/1/0/0,,,,,,,,,0.0,
33,2012/4/0/0,,,,,,,,,0.0,
34,2012/3/0/0,,,,,,,,,0.0,
35,2012/2/0/0,,,,,,,,,0.0,
36,2012/1/0/0,,,,,,,,,0.0,
37,2011/4/0/0,,,,,,,,,0.0,
38,2011/3/0/0,,,,,,,,,0.0,
39,2011/2/0/0,,,,,,,,,0.0,
40,2011/1/0/0,,,,,,,,,0.0,
41,2010/4/0/0,,,,,,,,,0.0,
42,2010/3/0/0,,,,,,,,,0.0,
43,2010/2/0/0,,,,,,,,,0.0,
44,2010/1/0/0,,,,,,,,,0.0,
45,2009/4/0/0,,,,,,,,,0.0,
46,2009/3/0/0,,,,,,,,,0.0,
47,2009/2/0/0,,,,,,,,,0.0,
48,2009/1/0/0,,,,,,,,,0.0,
49,2008/4/0/0,,,,,,,,,0.0,
50,2008/3/0/0,,,,,,,,,0.0,
51,2008/2/0/0,,,,,,,,,0.0,
52,2008/1/0/0,,,,,,,,,0.0,
