Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume
0,2021/1/0/0,14426904520.0,44131536420.0,96988363607.0,37828428487.0,,9618796417.0,9490586929.0,24490869812.0,,249492000000.0
1,2020/4/0/0,15954792623.0,51548680942.0,101552104554.0,70664029094.0,,6942327749.0,255349085.0,55281061543.0,,249492000000.0
2,2020/3/0/0,14914388922.0,43490015461.0,95607072704.0,66992408412.0,,9214564859.0,634983650.0,66309559176.0,,249492000000.0
3,2020/2/0/0,14896132114.0,37790455875.0,88598436355.0,93948097851.0,,15309230502.0,540210425.0,74473235327.0,249492000000.0,249492000000.0
4,2020/1/0/0,14842624163.0,23587427676.0,89406427277.0,86980577463.0,,10164153594.0,547484222.0,65998311066.0,249492000000.0,249492000000.0
5,2019/4/0/0,17352453186.0,48919029471.0,99002513611.0,14857550122.0,86583855454.0,9581301624.0,252597497.0,87663923864.0,,249492000000.0
6,2019/3/0/0,17509464710.0,50936616608.0,95342709112.0,9706725605.0,68604335360.0,17524254446.0,615970854.0,35365608898.0,,249492000000.0
7,2019/2/0/0,17807520197.0,45880330068.0,95779445457.0,11347381623.0,47801090514.0,19615648386.0,620743484.0,44985212052.0,,249492000000.0
8,2019/1/0/0,17224183366.0,40761290357.0,89100859125.0,13546617110.0,65262492029.0,14130642989.0,644283459.0,32792444459.0,,249492000000.0
9,2018/4/0/0,16685883704.0,48665673970.0,94189708227.0,16008126709.0,85041288631.0,17966868706.0,664973680.0,39928906137.0,,249492000000.0
10,2018/3/0/0,17391964643.0,46976710833.0,93718799997.0,11618159299.0,79629025547.0,21949840008.0,678426640.0,179398373317.0,,249492000000.0
11,2018/2/0/0,17413773335.0,44405125821.0,96076950001.0,15154351309.0,89018656401.0,22609638948.0,509401809.0,165896025929.0,,249492000000.0
12,2018/1/0/0,16912037911.0,45152251379.0,92611785844.0,13218892304.0,89475037489.0,32331408021.0,761753305.0,132712025111.0,,249492000000.0
13,2017/4/0/0,16380977082.0,41079070117.0,95646867238.0,7675336067.0,128653188494.0,19991087302.0,2465656762.0,152366455914.0,,249492000000.0
14,2017/3/0/0,15387277781.0,47866765736.0,94974427569.0,15664599580.0,122563693991.0,15083630890.0,2610931813.0,143698203478.0,,249492000000.0
15,2017/2/0/0,16220465472.0,37358429781.0,89464914625.0,7071515763.0,92000000000.0,43092058033.0,2544935903.0,122127529080.0,,249492000000.0
16,2017/1/0/0,30163123911.0,40759103924.0,82416577254.0,48468034013.0,50000000000.0,31747960122.0,2575265568.0,122567831588.0,,249492000000.0
17,2016/4/0/0,14592041877.0,48544512633.0,87937149662.0,9231203224.0,,17959766516.0,2357753490.0,128124546842.0,,249492000000.0
18,2016/3/0/0,15467056086.0,47796028760.0,85037551269.0,17693753657.0,22106383333.0,42215127231.0,5291026499.0,80388164210.0,,249492000000.0
19,2016/2/0/0,16624427616.0,87313056971.0,123762807035.0,9835192207.0,56402239082.0,40348549289.0,5534929754.0,77756584139.0,,249492000000.0
20,2016/1/0/0,16132729115.0,74441971960.0,107081582151.0,19085876611.0,20135444444.0,29233106822.0,13649093552.0,69852257875.0,,249492000000.0
21,2015/4/0/0,18199087785.0,45890029185.0,82681088913.0,8336932869.0,38000000000.0,15443026166.0,14866198585.0,81662840431.0,,249492000000.0
22,2015/3/0/0,13682781221.0,46304887528.0,77882895642.0,19830394723.0,27000000000.0,7800386983.0,637534304.0,47049014473.0,,249492000000.0
23,2015/2/0/0,13392253824.0,40917327208.0,73841344950.0,11971592642.0,20000000000.0,6093015280.0,780588233.0,50153785261.0,,249492000000.0
24,2015/1/0/0,12496027458.0,38598007068.0,69045140855.0,10217581437.0,42000000000.0,8130765629.0,488106078.0,27078126011.0,,
25,2014/4/0/0,10640971566.0,26172996588.0,42955055428.0,8717294888.0,18000000000.0,17249041651.0,703826145.0,45434143515.0,0.0,249492000000.0
26,2014/3/0/0,10950518349.0,23107909036.0,43010322729.0,18854796558.0,12000000000.0,23718828211.0,430246340.0,51540241067.0,0.0,249492000000.0
27,2014/2/0/0,7390587448.0,33717647577.0,50003891917.0,5583393302.0,8000000000.0,14322844203.0,609083006.0,52606502876.0,0.0,249492000000.0
28,2014/1/0/0,7610293317.0,27482878490.0,43489927272.0,16456665800.0,10000000000.0,10897987893.0,3801271311.0,79683289804.0,0.0,249492000000.0
29,2013/4/0/0,2827752597.0,40104165959.0,52850213859.0,7669379126.0,8000000000.0,16504626411.0,2175059306.0,82852875282.0,0.0,249492000000.0
30,2013/3/0/0,11473089515.0,23092332001.0,43177309083.0,10739528439.0,3000000000.0,14365466192.0,995414958.0,72139410731.0,0.0,249492000000.0
31,2013/2/0/0,12744347202.0,18273116349.0,42492639917.0,7201265240.0,,10492570558.0,2131438492.0,36087681017.0,0.0,249492000000.0
32,2013/1/0/0,10578324110.0,19769736285.0,43551554554.0,4665783119.0,380000000.0,20972804110.0,608153973.0,27448179397.0,0.0,249492000000.0
33,2012/4/0/0,15639828251.0,60979142475.0,86276151194.0,2113522454.0,380000000.0,22597861254.0,1212803845.0,33880170037.0,0.0,249492000000.0
34,2012/3/0/0,10695825038.0,15549949345.0,37784868187.0,4693212686.0,10150000000.0,49948725565.0,1864244273.0,39325152180.0,0.0,249492000000.0
