Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume
0,2021/1/0/0,30177137873.0,389955658857.0,467035720773.0,25715525326.0,57970400000.0,438198107099.0,972412572308.0,1244155354945.0,537598370000.0,537598370000.0
1,2020/4/0/0,17674265068.0,298898535998.0,363646868527.0,68648004299.0,33150000000.0,273593741166.0,896613816150.0,1078361082118.0,537598370000.0,537598370000.0
2,2020/3/0/0,26815507157.0,340068624850.0,409868453918.0,25718864880.0,23150000000.0,306858023759.0,913228422411.0,1097763308345.0,479999990000.0,479999990000.0
3,2020/2/0/0,15938512400.0,239630962908.0,295304260522.0,34063995831.0,18150000000.0,237026849273.0,863180132172.0,997121462270.0,479999990000.0,479999990000.0
4,2020/1/0/0,13366522674.0,259607730172.0,306881975610.0,33183049265.0,7000000000.0,225754713830.0,871261634531.0,976085641847.0,479999990000.0,479999990000.0
5,2019/4/0/0,25504339858.0,344856058501.0,423721582823.0,26979331466.0,700000000.0,273362298735.0,782487768317.0,883653699172.0,479999990000.0,479999990000.0
6,2019/3/0/0,17772483828.0,236824902524.0,284081286436.0,9325238558.0,840000000.0,231715227582.0,572026317353.0,735609301761.0,279999990000.0,279999990000.0
7,2019/2/0/0,15061627285.0,261493335461.0,300450391615.0,8963373347.0,1380000000.0,201391268046.0,461513808201.0,597129109573.0,250000000000.0,250000000000.0
8,2019/1/0/0,4781224021.0,163473562760.0,188495392186.0,8435513109.0,840000000.0,180048363400.0,447997103958.0,573132725233.0,250000000000.0,250000000000.0
9,2018/4/0/0,10167379532.0,193036712969.0,223819216626.0,11171820871.0,1020000000.0,169538770037.0,442068409999.0,553631485769.0,250000000000.0,250000000000.0
10,2018/3/0/0,9058546468.0,176693197035.0,207057793751.0,10520181118.0,840000000.0,158823334460.0,433643502007.0,526379859775.0,250000000000.0,250000000000.0
11,2018/2/0/0,,,,,,,,,,
12,2018/1/0/0,,,,,,,,,,
13,2017/4/0/0,,,,,,,,,,
14,2017/3/0/0,,,,,,,,,,
15,2017/2/0/0,0.0,,,,,,,,,
16,2017/1/0/0,,,,,,,,,,
17,2016/4/0/0,,,,,,,,,0.0,
18,2016/3/0/0,,,,,,,,,0.0,
19,2016/2/0/0,0.0,,,,,,,,0.0,
20,2016/1/0/0,,,,,,,,,0.0,
21,2015/4/0/0,,,,,,,,,0.0,
22,2015/3/0/0,,,,,,,,,0.0,
23,2015/2/0/0,0.0,,,,,,,,0.0,
24,2015/1/0/0,,,,,,,,,0.0,
25,2014/4/0/0,,,,,,,,,0.0,
26,2014/3/0/0,,,,,,,,,0.0,
27,2014/2/0/0,,,,,,,,,0.0,
28,2014/1/0/0,,,,,,,,,0.0,
29,2013/4/0/0,,,,,,,,,0.0,
30,2013/3/0/0,,,,,,,,,0.0,
31,2013/2/0/0,,,,,,,,,0.0,
32,2013/1/0/0,,,,,,,,,0.0,
33,2012/4/0/0,,,,,,,,,0.0,
34,2012/3/0/0,,,,,,,,,0.0,
35,2012/2/0/0,,,,,,,,,0.0,
36,2012/1/0/0,,,,,,,,,0.0,
37,2011/4/0/0,,,,,,,,,0.0,
38,2011/3/0/0,0.0,,,,,,,,0.0,
39,2011/2/0/0,,,,,,,,,0.0,
40,2011/1/0/0,,,,,,,,,0.0,
41,2010/4/0/0,,,,,,,,,0.0,
42,2010/3/0/0,,,,,,,,,0.0,
43,2010/2/0/0,,,,,,,,,0.0,
44,2010/1/0/0,0.0,,,,,,,,0.0,
45,2009/4/0/0,,,,,,,,,0.0,
46,2009/3/0/0,,,,,,,,,0.0,
47,2009/2/0/0,,,,,,,,,0.0,
48,2009/1/0/0,,,,,,,,,0.0,
49,2008/4/0/0,,,,,,,,,0.0,
50,2008/3/0/0,,,,,,,,,0.0,
51,2008/2/0/0,0.0,,,,,,,,0.0,
52,2008/1/0/0,,,,,,,,,0.0,
