Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume
0,2021/1/0/0,28712993831.0,113297633824.0,195632223519.0,120181497562.0,,257225933254.0,195132774269.0,575715266506.0,629999970000.0,629999970000.0
1,2020/4/0/0,16881734137.0,358661628351.0,449200728372.0,184487903019.0,,275670262728.0,198816989108.0,727424232001.0,629999970000.0,629999970000.0
2,2020/3/0/0,11988960017.0,83902595863.0,157732136320.0,159472936081.0,,355450811861.0,230483948404.0,774391274300.0,629999970000.0,629999970000.0
3,2020/2/0/0,53234802315.0,118028208937.0,157540730045.0,110228273077.0,,315713037321.0,212463080841.0,744912630023.0,629999970000.0,629999970000.0
4,2020/1/0/0,18342211880.0,78048597365.0,153295961912.0,102967000962.0,,314632484130.0,228825120944.0,739126162065.0,629999970000.0,629999970000.0
5,2019/4/0/0,25007727370.0,114305539836.0,206520461008.0,83481571711.0,,188659288540.0,221802541442.0,645386218722.0,629999970000.0,629999970000.0
6,2019/3/0/0,17149226246.0,112303708175.0,192317145048.0,162059860180.0,,192250969385.0,187277804687.0,762446886642.0,629999970000.0,629999970000.0
7,2019/2/0/0,22224226463.0,110360656699.0,208477194155.0,235792865383.0,,161982325046.0,196688311923.0,563469481686.0,629999970000.0,629999970000.0
8,2019/1/0/0,25738259292.0,87796254038.0,191561135585.0,220500677347.0,,185682064929.0,172344073547.0,613852584741.0,629999970000.0,629999970000.0
9,2018/4/0/0,25661820589.0,96257882867.0,207596001658.0,324544193073.0,,188501855819.0,132203535967.0,634148386913.0,629999970000.0,629999970000.0
10,2018/3/0/0,51618366711.0,167815684949.0,291105851019.0,239863257531.0,49500000000.0,185810108197.0,115011847194.0,547785970375.0,629999970000.0,629999970000.0
11,2018/2/0/0,30088299350.0,115617749342.0,229812045514.0,138559360383.0,94500000000.0,144545385225.0,147417321566.0,556303005004.0,629999970000.0,629999970000.0
12,2018/1/0/0,28802353936.0,83950784433.0,188208352747.0,227215643836.0,74438000000.0,136232182097.0,202093919122.0,575952514876.0,629999970000.0,629999970000.0
13,2017/4/0/0,48634498759.0,98437490320.0,236473290106.0,270903591579.0,85000000000.0,165842152390.0,142102041924.0,631406758148.0,632999970000.0,632999970000.0
14,2017/3/0/0,33657244134.0,182913636398.0,305464895194.0,368760531550.0,77500000000.0,208547991272.0,57862391613.0,629893579132.0,,632999970000.0
15,2017/2/0/0,41393685384.0,180263321864.0,301572724399.0,353122149770.0,79000000000.0,148568176059.0,69421055386.0,574879263779.0,609999970000.0,609999970000.0
16,2017/1/0/0,33750509273.0,135471709393.0,248038943873.0,242268767001.0,12500000000.0,110806607690.0,67840519967.0,669878921285.0,429999970000.0,429999970000.0
17,2016/4/0/0,32803693887.0,121576496908.0,237648785147.0,253804632311.0,19111576980.0,112061147454.0,68157907936.0,555368557966.0,429999970000.0,429999970000.0
18,2016/3/0/0,28857136916.0,154150474017.0,254193270904.0,264382131015.0,7000000000.0,139175412971.0,48790206002.0,658399723531.0,429999970000.0,429999970000.0
19,2016/2/0/0,31834690090.0,206957072077.0,308515388357.0,286432091415.0,7000000000.0,130385981428.0,68769972918.0,783745769488.0,389999970000.0,389999970000.0
20,2016/1/0/0,28731020305.0,180384226877.0,262081812361.0,132296036083.0,47388700000.0,127513546591.0,94873681613.0,772682378638.0,329999970000.0,329999970000.0
21,2015/4/0/0,17456939437.0,233310818124.0,309174388235.0,110390312274.0,7000000000.0,118545493137.0,91957118858.0,742433786859.0,329999970000.0,329999970000.0
22,2015/3/0/0,25236409833.0,133631014654.0,210957915301.0,159111676509.0,6000000000.0,284824014278.0,115301559645.0,516807371269.0,329999970000.0,329999970000.0
23,2015/2/0/0,18422686379.0,161783427969.0,232424656257.0,176950149229.0,6000000000.0,290583998773.0,109895883645.0,481980795183.0,329999970000.0,329999970000.0
24,2015/1/0/0,17420870451.0,47903897128.0,108506703151.0,225916843994.0,6000000000.0,268724272653.0,150202254078.0,466622119185.0,329999970000.0,329999970000.0
25,2014/4/0/0,11166165044.0,48175800930.0,101905033667.0,185071276654.0,,499401658697.0,121247725906.0,695129780489.0,0.0,329999970000.0
26,2014/3/0/0,8779845322.0,35182817553.0,96149911811.0,53661077889.0,,226587702219.0,137104751757.0,733364095856.0,0.0,150000000000.0
27,2014/2/0/0,2332077934.0,73508396596.0,90172010669.0,159655712030.0,,153006254854.0,115907975364.0,664991178066.0,0.0,150000000000.0
28,2014/1/0/0,631280115.0,64217716108.0,77808129734.0,160795815697.0,,215808305858.0,155295331394.0,563886187460.0,0.0,150000000000.0
29,2013/4/0/0,6125614344.0,75580287529.0,94939131966.0,170639491351.0,,219782745337.0,174163867317.0,560593617668.0,0.0,270000000000.0
30,2013/3/0/0,190121599.0,70990731843.0,84583650207.0,14613272584.0,,232226310782.0,152309741178.0,408940265867.0,0.0,150000000000.0
31,2013/2/0/0,561879520.0,140687590802.0,169199257850.0,13984888414.0,,171350522208.0,160434083702.0,366542495374.0,0.0,150000000000.0
